#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
78,128,128,3,3,128,128,0.2,0.0001,0.001,0.3865836791147999,0.6726618705035974,0.7212121212121212,0.6847826086956521,0.5594744121715076,0.7775779376498801,0.8280303030303031,0.788949275362319,"[278, 220, 184, 147]"
35,128,64,4,3,64,64,0.0,1e-05,0.001,0.22821576763485452,0.6597859327217125,0.7708333333333334,0.6558265582655826,0.4370677731673583,0.6880733944954128,0.7971491228070176,0.7669376693766937,"[218, 152, 123, 96]"
55,32,128,3,3,128,64,0.1,0.0001,0.001,0.20885200553250352,0.4864341085271318,0.693069306930693,0.525974025974026,0.3431881051175657,0.5784883720930233,0.7524752475247525,0.5909090909090909,"[172, 101, 77, 46]"
30,64,64,4,2,64,64,0.0,1e-05,0.001,0.40802213001383153,0.691142191142191,0.7741702741702742,0.6570048309178744,0.5765905947441218,0.7989510489510491,0.8881673881673883,0.7930756843800323,"[286, 231, 207, 166]"
31,64,128,2,3,64,64,0.0,1e-05,0.001,0.1763485477178423,0.5153985507246377,0.7766990291262136,0.6309523809523809,0.3675656984785615,0.5516304347826086,0.8058252427184466,0.6666666666666666,"[184, 103, 84, 56]"
85,64,128,2,3,128,64,0.0,0.0001,0.001,0.3457814661134165,0.6048484848484847,0.7560763888888888,0.647119341563786,0.5508298755186722,0.6921212121212121,0.834201388888889,0.7541152263374485,"[275, 192, 162, 123]"
69,32,128,2,3,128,64,0.2,0.0001,0.001,0.19778699861687413,0.47509578544061304,0.630952380952381,0.5970149253731343,0.34630013831258644,0.5545977011494253,0.6598639455782312,0.6393034825870646,"[174, 98, 67, 44]"
21,128,64,3,2,64,128,0.1,1e-05,0.001,0.42531120331950206,0.6420187793427231,0.7886904761904763,0.6239530988274706,0.5705394190871369,0.7834507042253521,0.8757440476190477,0.7495812395309883,"[284, 224, 199, 151]"
67,64,128,2,3,64,128,0.2,0.0001,0.001,0.3347164591977871,0.593789607097592,0.739171374764595,0.6531531531531531,0.5314661134163209,0.6603295310519645,0.8229755178907723,0.7792792792792792,"[263, 177, 148, 117]"
32,128,64,3,3,128,64,0.0,1e-05,0.001,0.28526970954356856,0.6243169398907105,0.7393410852713178,0.7253521126760564,0.4901452282157676,0.7008196721311475,0.8120155038759691,0.7934272300469484,"[244, 172, 142, 115]"
36,32,128,2,3,128,128,0.1,1e-05,0.001,0.3547717842323652,0.6456790123456791,0.7912698412698412,0.6777163904235727,0.5414937759336099,0.7728395061728395,0.8531746031746033,0.7909760589318602,"[270, 210, 181, 145]"
104,128,64,4,3,64,64,0.2,0.0001,0.001,0.3257261410788384,0.6037483266398928,0.6900584795321636,0.6087470449172577,0.5010373443983404,0.6807228915662651,0.8216374269005848,0.7021276595744681,"[249, 171, 141, 100]"
32,64,64,4,3,128,64,0.0,1e-05,0.001,0.185338865836791,0.5900900900900902,0.773109243697479,0.6649484536082474,0.37015905947441213,0.6333333333333333,0.799719887955182,0.7130584192439862,"[185, 119, 97, 71]"
55,32,64,4,3,128,64,0.2,1e-05,0.001,0.30982019363762103,0.6173104434907011,0.7308429118773947,0.6052009456264776,0.46818810511756576,0.7424892703862661,0.799808429118774,0.6867612293144207,"[233, 174, 141, 99]"
26,64,128,3,2,64,128,0.0,1e-05,0.001,0.38105117565698476,0.6895424836601309,0.7860082304526751,0.7186046511627907,0.6141078838174274,0.7821350762527234,0.8751714677640604,0.7914728682170543,"[306, 243, 215, 172]"
