#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
22,128,128,4,2,128,128,0.0,1e-05,0.001,0.4315352697095436,0.6879084967320259,0.8291839557399722,0.6696696696696698,0.6182572614107884,0.7791394335511982,0.91701244813278,0.8385885885885885,"[306, 241, 222, 188]",0.5082905548357469
20,128,64,3,2,128,128,0.0,1e-05,0.001,0.4481327800829875,0.6632420091324198,0.7507440476190476,0.5663265306122446,0.5866182572614108,0.7608447488584474,0.8720238095238095,0.7602040816326531,"[292, 224, 196, 151]",0.5081084453873274
28,32,64,4,2,128,128,0.1,1e-05,0.001,0.429460580912863,0.6694537346711259,0.8156028368794326,0.6751152073732719,0.6040802213001383,0.7773132664437012,0.9148936170212766,0.8348694316436251,"[299, 235, 217, 183]",0.5020191601570904
29,32,64,3,2,128,128,0.2,1e-05,0.001,0.4183955739972337,0.6991051454138701,0.7909836065573771,0.6605783866057837,0.605463347164592,0.8101230425055929,0.8913934426229508,0.7975646879756468,"[298, 244, 219, 175]",0.4948400203101361
44,64,64,2,3,128,128,0.2,1e-05,0.001,0.4280774550484094,0.65361803084223,0.779017857142857,0.6496598639455781,0.5691562932226832,0.7932977461447213,0.8630952380952381,0.810374149659864,"[281, 224, 196, 160]",0.48863764979866975
26,128,64,2,2,128,64,0.0,1e-05,0.001,0.4349930843706779,0.6434676434676433,0.7134920634920636,0.6226591760299623,0.5529045643153527,0.7634310134310134,0.8452380952380952,0.7996254681647939,"[273, 210, 178, 145]",0.48691210494134674
30,128,128,2,2,64,128,0.2,1e-05,0.001,0.4121715076071922,0.6229885057471262,0.7815829528158296,0.6543209876543209,0.5850622406639004,0.7479885057471264,0.8538812785388128,0.802469135802469,"[290, 219, 189, 152]",0.4836298133643337
35,64,128,4,3,128,128,0.0,1e-05,0.001,0.4128630705394194,0.6689976689976688,0.8092105263157896,0.6537216828478964,0.5793568464730291,0.7861305361305361,0.8969298245614035,0.7985436893203883,"[286, 228, 206, 165]",0.4821411916283652
24,128,128,3,2,64,128,0.1,1e-05,0.001,0.413554633471646,0.6314553990610328,0.8165137614678898,0.6734348561759729,0.575899031811895,0.7582159624413145,0.8990825688073395,0.8248730964467005,"[284, 218, 197, 163]",0.48140852143772594
44,128,128,2,2,128,64,0.1,0.0001,0.001,0.4218533886583679,0.6346618357487921,0.7248062015503877,0.6129629629629628,0.5554979253112033,0.7747584541062802,0.8325581395348837,0.7694444444444445,"[276, 215, 180, 140]",0.47953827622831635
40,64,128,4,3,128,128,0.2,1e-05,0.001,0.4114799446749654,0.6258992805755397,0.7555031446540879,0.6569148936170212,0.5606846473029046,0.750599520383693,0.8844339622641509,0.7712765957446809,"[278, 212, 188, 147]",0.47463256645239654
41,64,64,2,2,64,128,0.1,0.0001,0.001,0.3907330567081604,0.6497076023391812,0.7777777777777778,0.6387434554973822,0.5727869986168741,0.7608187134502923,0.867579908675799,0.7670157068062827,"[285, 219, 191, 148]",0.4645607812216528
