#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
21,64,128,2,4,4,0.1,0.0001,0.001,0.3965367965367967,0.6269841269841271,0.8044444444444445,0.4679012345679012,0.5015058750773037,0.689457671957672,0.8716349206349208,0.619753086419753,"[210, 150, 135, 88]",0.44288660090083526
16,128,64,4,3,2,0.0,0.0001,0.001,0.374891774891775,0.544871794871795,0.7251243781094526,0.5168195718654434,0.491830550401979,0.6252804487179487,0.7553482587064676,0.6314984709480124,"[208, 134, 109, 72]",0.42547243241647065
65,64,128,2,3,2,0.0,0.0001,0.0001,0.3645021645021644,0.6488372093023257,0.8076923076923077,0.567146282973621,0.5097418058132344,0.7031136950904393,0.8412087912087912,0.7044364508393285,"[215, 156, 139, 103]",0.4250575305406672
54,64,64,4,3,4,0.1,0.0001,0.001,0.3662337662337662,0.6848184818481847,0.7745726495726497,0.5579710144927535,0.4875015460729747,0.7483635863586358,0.8381817256817257,0.6908212560386473,"[202, 156, 138, 101]",0.4182549900171904
12,128,128,2,3,4,0.0,0.0001,0.001,0.3549783549783549,0.6522108843537415,0.7207207207207207,0.5847222222222223,0.4734863945578231,0.7153020732102364,0.7675353925353926,0.6958333333333333,"[196, 148, 120, 88]",0.4057563620875063
46,128,256,2,3,2,0.2,0.0001,0.0001,0.3662337662337662,0.6579861111111113,0.7453051643192489,0.4152542372881355,0.4540275200989487,0.726063837782588,0.7904929577464789,0.5706214689265537,"[192, 142, 118, 73]",0.4054322968307644
9,128,64,2,2,4,0.0,1e-05,0.001,0.348917748917749,0.5685279187817258,0.7922885572139303,0.5805555555555555,0.4704313543599258,0.6530416565949562,0.8420398009950248,0.6958333333333332,"[197, 134, 120, 86]",0.4006640112913288
19,64,128,2,2,4,0.1,1e-05,0.001,0.3593073593073591,0.680035650623886,0.7902097902097901,0.5013123359580053,0.4485621521335807,0.7310308972073677,0.8547452547452546,0.6646981627296588,"[187, 143, 127, 88]",0.39900424532885814
19,128,64,4,2,4,0.0,1e-05,0.001,0.3367965367965367,0.5369458128078819,0.6141025641025641,0.4850187265917604,0.4813790970933828,0.6135428884197357,0.6416666666666667,0.5749063670411986,"[203, 130, 89, 53]",0.39631298237636897
29,128,128,4,2,4,0.1,0.0001,0.0001,0.3558441558441558,0.5907407407407407,0.7388451443569554,0.4685534591194969,0.4237786023500309,0.6802733686067018,0.8006186726659168,0.6037735849056604,"[180, 127, 106, 68]",0.3868515572001868
15,64,256,2,3,4,0.0,0.0001,0.001,0.3341991341991341,0.6208981001727115,0.7898550724637684,0.5611111111111111,0.4589919604205318,0.6934513529073114,0.808816425120773,0.6777777777777777,"[193, 138, 120, 86]",0.38677871402592473
84,64,128,2,4,2,0.2,1e-05,0.0001,0.3619047619047616,0.6013257575757577,0.7386666666666666,0.3733333333333333,0.4140244279529993,0.6812313475665748,0.7621619047619048,0.5641666666666666,"[176, 125, 100, 59]",0.38621413907254276
61,64,128,4,4,4,0.2,1e-05,0.0001,0.335930735930736,0.6164021164021165,0.7128205128205127,0.3490566037735849,0.452660791589363,0.667657680356093,0.7577838827838828,0.4622641509433962,"[189, 130, 106, 53]",0.3856563697147471
45,64,256,2,3,2,0.0,0.0001,0.0001,0.3333333333333333,0.6223404255319152,0.8002450980392156,0.5152777777777778,0.4501314162028448,0.7012933284209879,0.8380164565826331,0.6444444444444444,"[188, 136, 120, 81]",0.3830263084325778
80,64,64,2,3,4,0.1,1e-05,0.0001,0.3333333333333335,0.6243093922651936,0.7487179487179485,0.4579439252336448,0.4353664192949907,0.691571795301077,0.7673717948717949,0.6401869158878505,"[181, 130, 107, 71]",0.377578213779302
16,64,128,2,3,2,0.1,0.0001,0.001,0.3359307359307358,0.6320582877959927,0.7604166666666665,0.4645061728395062,0.4295222634508348,0.6708381630512779,0.7936848958333332,0.6458333333333334,"[183, 128, 108, 73]",0.3770048067647516
20,128,128,2,2,4,0.0,0.0001,0.0001,0.3350649350649352,0.5986964618249534,0.724,0.5080906148867315,0.4304344465058751,0.6741702741702741,0.7787619047619047,0.633495145631068,"[179, 125, 103, 69]",0.37680889975966986
40,64,256,2,3,2,0.0,1e-05,0.0001,0.3177489177489176,0.6195462478184991,0.7669172932330828,0.557057057057057,0.4576314162028448,0.6745346131471786,0.7993376297887576,0.6951951951951951,"[191, 133, 111, 79]",0.3750724150695437
33,64,256,4,2,2,0.0,1e-05,0.0001,0.3454545454545455,0.6541425818882467,0.708974358974359,0.4615384615384616,0.4072418058132343,0.7234746307000642,0.7506043956043956,0.625,"[173, 130, 104, 71]",0.37381218250983517
24,64,256,2,2,4,0.1,0.0001,0.001,0.3203463203463203,0.6054964539007092,0.7705128205128206,0.5454545454545454,0.4421011131725417,0.6653980918608579,0.8108333333333332,0.6424242424242423,"[188, 130, 110, 75]",0.3715022402848241
29,128,256,4,4,2,0.1,0.0001,0.0001,0.322077922077922,0.6375227686703098,0.7723880597014925,0.5162241887905605,0.4317331478045764,0.7085761991499695,0.8008351101634683,0.6445427728613569,"[183, 134, 113, 75]",0.3689298836079265
10,64,256,2,2,2,0.0,1e-05,0.001,0.3203463203463203,0.5875232774674116,0.6850393700787403,0.4612794612794613,0.4200170068027211,0.6628618588115794,0.7231627296587927,0.5690235690235691,"[179, 127, 99, 59]",0.3634726293919765
36,128,128,2,4,4,0.2,0.0001,0.0001,0.3255411255411255,0.5977011494252874,0.6986111111111111,0.4192982456140351,0.4103988868274582,0.6652891808064222,0.7388888888888889,0.5070175438596491,"[174, 120, 95, 51]",0.3630777326772755
24,64,128,4,4,2,0.1,1e-05,0.001,0.3064935064935067,0.5601851851851853,0.6752136752136753,0.4233716475095785,0.4363543599257886,0.6313844797178131,0.7094017094017094,0.5670498084291188,"[180, 117, 87, 51]",0.3600731290837313
17,64,64,2,3,4,0.2,0.0001,0.001,0.3134199134199134,0.5425925925925925,0.8143274853801169,0.4752475247524752,0.4192779839208411,0.6110141093474427,0.8392857142857143,0.5891089108910891,"[180, 114, 101, 63]",0.3587019149264221
9,128,64,2,2,2,0.2,0.0001,0.001,0.3142857142857143,0.6183712121212122,0.7245179063360881,0.3888888888888888,0.4113543599257885,0.6577493686868687,0.7462809917355372,0.5807291666666666,"[176, 121, 96, 58]",0.35632761593080675
22,64,128,2,2,2,0.1,0.0001,0.001,0.3108225108225106,0.6409523809523808,0.825268817204301,0.5147492625368731,0.4150695732838589,0.6776031746031747,0.8532258064516128,0.607669616519174,"[175, 124, 113, 72]",0.3554604596437837
21,128,256,2,4,4,0.1,0.0001,0.001,0.3099567099567097,0.5216572504708098,0.7272727272727273,0.5074906367041199,0.4153370439084725,0.5951618688906825,0.7530303030303029,0.602996254681648,"[177, 110, 89, 56]",0.35499134789721404
28,128,128,2,2,4,0.2,1e-05,0.0001,0.3255411255411255,0.4950099800399201,0.7383333333333332,0.3928571428571428,0.3902612863327149,0.5805644123009391,0.7674999999999998,0.5357142857142857,"[167, 100, 84, 51]",0.3549753292261084
27,128,64,4,3,4,0.2,1e-05,0.0001,0.3264069264069265,0.4958592132505175,0.6415770609318996,0.4179487179487179,0.3840893630179344,0.5630699183494214,0.6550179211469533,0.5717948717948718,"[161, 93, 65, 40]",0.3529066381184436
61,64,256,2,2,2,0.2,1e-05,0.0001,0.30995670995671,0.5581395348837209,0.7238095238095238,0.3392156862745097,0.4073500309214595,0.596797711332595,0.7556689342403629,0.4892156862745097,"[172, 105, 85, 45]",0.3520415135945986
57,128,256,4,4,4,0.1,0.0001,0.001,0.2883116883116883,0.5602636534839925,0.7802359882005899,0.527491408934708,0.4167223252937538,0.6059591068065644,0.7883480825958702,0.6185567010309279,"[177, 113, 97, 63]",0.34082303787928153
19,128,256,2,3,2,0.0,0.0001,0.001,0.2857142857142856,0.5148975791433892,0.7828746177370031,0.5814814814814815,0.4210745207173778,0.578549259554846,0.7637614678899082,0.7,"[179, 109, 90, 66]",0.3404326860427797
