#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
19,128,128,4,3,2,0.0,1e-05,0.0001,0.3549783549783549,0.6535303776683088,0.7861842105263158,0.585897435897436,0.4886147186147185,0.7367816091954023,0.8145833333333334,0.6923076923076923,"[203, 152, 130, 97]",0.4112116480361976
29,128,128,4,3,4,0.2,1e-05,0.0001,0.3740259740259739,0.6439790575916231,0.6990049751243781,0.4195906432748538,0.4553246753246755,0.6905759162303664,0.8012437810945273,0.5482456140350878,"[191, 134, 114, 66]",0.41069059346541337
71,64,256,2,4,2,0.1,0.0001,0.0001,0.361038961038961,0.5855148342059338,0.7735368956743001,0.5883190883190885,0.4589177489177489,0.6820244328097731,0.8526717557251908,0.6965811965811965,"[191, 131, 117, 86]",0.4041364263739006
23,128,64,4,3,4,0.0,1e-05,0.0001,0.3532467532467532,0.5572390572390573,0.7974358974358973,0.4985632183908047,0.470909090909091,0.6447811447811448,0.8573076923076923,0.6206896551724138,"[198, 130, 116, 76]",0.4036787668681775
41,64,256,4,4,2,0.0,1e-05,0.0001,0.3445887445887446,0.5729684908789386,0.7983091787439612,0.6305555555555558,0.4807792207792207,0.6661691542288556,0.8227053140096618,0.7729166666666667,"[201, 138, 120, 97]",0.40144787552738875
21,128,128,4,3,4,0.0,1e-05,0.0001,0.3480519480519481,0.6228956228956231,0.7715617715617714,0.5550964187327824,0.4726406926406928,0.7043771043771042,0.806993006993007,0.6859504132231405,"[198, 143, 121, 87]",0.4008894576254003
64,64,256,4,4,4,0.1,0.0001,0.0001,0.3497835497835497,0.68566493955095,0.7642543859649122,0.5744949494949495,0.4643290043290043,0.7716753022452505,0.8450657894736842,0.6843434343434344,"[193, 152, 132, 96]",0.398998017119893
12,128,128,2,2,4,0.2,0.0001,0.001,0.367099567099567,0.6315315315315314,0.6920289855072462,0.4465408805031446,0.4359740259740259,0.743063063063063,0.7218599033816424,0.6108490566037735,"[185, 138, 106, 69]",0.3985833367753479
20,64,128,2,3,2,0.1,0.0001,0.001,0.3402597402597401,0.6616666666666666,0.7839080459770116,0.5611979166666667,0.4804761904761906,0.7128333333333333,0.8370114942528736,0.689453125,"[200, 145, 128, 91]",0.3983905118564119
40,64,256,4,3,4,0.1,1e-05,0.0001,0.354112554112554,0.6410934744268078,0.7506082725060826,0.4941002949852507,0.4523376623376625,0.7109347442680777,0.7778588807785889,0.6460176991150443,"[189, 137, 113, 76]",0.3972432312976625
53,64,64,4,2,2,0.0,0.0001,0.0001,0.3584415584415586,0.6034798534798536,0.7316176470588235,0.5619469026548672,0.439047619047619,0.7386446886446887,0.7776960784313727,0.6858407079646017,"[182, 136, 113, 85]",0.3946709679420569
27,128,128,4,4,4,0.1,1e-05,0.0001,0.3489177489177489,0.6329787234042554,0.7657004830917875,0.4768115942028987,0.4527705627705628,0.7255319148936169,0.7818840579710146,0.6347826086956522,"[188, 138, 115, 79]",0.3941174724262364
57,64,256,4,3,4,0.1,0.0001,0.0001,0.3463203463203463,0.643979057591623,0.7829736211031175,0.4831932773109244,0.4535930735930737,0.7193717277486912,0.8215827338129497,0.6449579831932774,"[191, 139, 119, 80]",0.392763782741053
44,64,256,2,3,2,0.0,0.0001,0.0001,0.3506493506493507,0.628828828828829,0.7719907407407407,0.5537190082644629,0.4445887445887447,0.7581981981981981,0.8167824074074075,0.7004132231404959,"[185, 144, 121, 89]",0.3920706403014515
