Seed,Precision,Recall,F1,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.028556593977154727,0.06235505365178263,0.03665099452113717,0.2746625129802701,0.5060386473429952,0.5683229813664596,0.3854166666666667,0.39249709489195467,0.5706760630673675,0.6447895100069012,0.4300595238095238,"[276, 161, 112, 54]"
123,0.04257528556593974,0.09227673935617861,0.05494868578980727,0.24299065420560756,0.497175141242938,0.7022357723577235,0.5373333333333333,0.4180957325817139,0.5223446327683616,0.7184959349593496,0.608,"[295, 164, 125, 79]"
47899,0.01869158878504673,0.03574766355140186,0.02236315086782377,0.1588785046728971,0.44791666666666663,0.48976608187134507,0.5,0.32023624091381103,0.5003720238095238,0.46783625730994155,0.55,"[224, 114, 60, 33]"
2025,0.07320872274143309,0.1540535528853286,0.09363989247166814,0.31619937694704053,0.5460157126823793,0.7763605442176871,0.5857988165680474,0.43181093309597984,0.6447811447811448,0.8340986394557822,0.68836291913215,"[297, 196, 169, 121]"
1,0.060228452751817235,0.10995864856846166,0.07169412722782126,0.3104880581516095,0.5816210045662101,0.7132616487455197,0.4451612903225807,0.41757157691737123,0.6248573059360731,0.7735663082437275,0.5905376344086022,"[292, 186, 155, 99]"
20,0.03790238836967807,0.07832665776591011,0.048464619492656846,0.29698857736240947,0.4764102564102564,0.6446886446886446,0.41927083333333337,0.45729862038273256,0.5402564102564102,0.6703296703296703,0.5221354166666666,"[325, 182, 128, 71]"
99,0.053478712357216976,0.11013944518617415,0.06787321366760617,0.28920041536863966,0.594228504122497,0.6898625429553266,0.5011111111111113,0.41183986055481375,0.6757950530035336,0.7177835051546392,0.5888888888888889,"[283, 194, 150, 96]"
1020,0.05192107995846308,0.11415164102079993,0.06725285790706347,0.32554517133956407,0.5340447154471545,0.703883495145631,0.500998003992016,0.47629162115143425,0.6156600851722802,0.7721682847896438,0.5234530938123753,"[328, 206, 167, 93]"
345,0.07320872274143313,0.15883956386292833,0.09466730050842197,0.3255451713395637,0.5329018338727076,0.7861788617886177,0.5996275605214152,0.4422637590861891,0.6471413160733549,0.8329268292682925,0.6713221601489757,"[309, 205, 179, 129]"
78,0.07632398753894086,0.16471684468179792,0.09757802180330458,0.31879543094496393,0.6235356762513312,0.7612612612612613,0.5482456140350876,0.4434599668244526,0.6909097824433287,0.826951951951952,0.6508771929824562,"[313, 222, 190, 130]"
