#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
10,128,128,2,3,4,0.0,0.0001,0.001,0.3437229437229436,0.6188034188034189,0.8051470588235295,0.483739837398374,0.472056277056277,0.6790598290598292,0.8707107843137254,0.61869918699187,"[195, 136, 123, 82]",0.3977953078963983
23,128,256,2,2,4,0.2,0.0001,0.001,0.3445887445887445,0.5503472222222222,0.6888888888888889,0.4912280701754385,0.467034632034632,0.6115451388888888,0.7472222222222223,0.6070175438596491,"[192, 120, 95, 64]",0.3965752642606791
10,128,64,2,4,4,0.0,0.0001,0.001,0.3376623376623377,0.6327985739750446,0.7037037037037038,0.4691358024691358,0.4502813852813852,0.713903743315508,0.7796296296296297,0.5339506172839505,"[187, 135, 108, 62]",0.3859236662027641
9,128,256,2,4,4,0.0,1e-05,0.001,0.3402597402597403,0.5918560606060607,0.8169398907103826,0.591743119266055,0.4195454545454546,0.6931818181818182,0.8490437158469946,0.753822629969419,"[176, 122, 109, 87]",0.3757658630575476
14,128,256,2,3,4,0.1,1e-05,0.001,0.322943722943723,0.5651340996168583,0.7399425287356323,0.4201388888888888,0.4248051948051948,0.6475095785440613,0.7751436781609194,0.5312499999999999,"[174, 116, 96, 55]",0.3669364619054887
19,64,64,2,4,4,0.1,1e-05,0.001,0.3090909090909089,0.6034798534798536,0.7899728997289973,0.5327102803738317,0.4361688311688312,0.6639194139194139,0.8163956639566397,0.6509345794392524,"[182, 123, 107, 74]",0.3617955278145223
26,128,128,4,3,4,0.0,0.0001,0.001,0.2900432900432899,0.5121042830540038,0.811111111111111,0.474074074074074,0.4282900432900433,0.5782122905027933,0.8055555555555557,0.6166666666666667,"[179, 105, 90, 56]",0.3458635357270364
35,128,64,2,3,2,0.1,0.0001,0.0001,0.2987012987012988,0.5146198830409356,0.7336448598130842,0.437037037037037,0.4104761904761905,0.6208576998050682,0.8130841121495327,0.5257407407407407,"[171, 107, 90, 53]",0.34578021173064516
25,64,64,2,4,2,0.2,0.0001,0.001,0.2857142857142856,0.5349301397205588,0.7948717948717948,0.4644194756554309,0.4019264069264068,0.6117764471057885,0.8341346153846154,0.552434456928839,"[167, 104, 89, 57]",0.33400035074623496
39,64,64,2,4,4,0.0,1e-05,0.0001,0.2831168831168831,0.5575396825396824,0.7403846153846155,0.430232558139535,0.4015584415584416,0.6160714285714286,0.8012820512820513,0.532751937984496,"[168, 104, 86, 50]",0.3320930965847506
33,128,256,4,3,2,0.1,0.0001,0.001,0.2883116883116882,0.5889570552147241,0.6803030303030303,0.503831417624521,0.3905627705627706,0.6717791411042945,0.759090909090909,0.5586206896551724,"[163, 110, 87, 53]",0.3317367748945353
7,128,128,2,3,4,0.0,1e-05,0.001,0.283116883116883,0.5712851405622491,0.6622418879056047,0.5284552845528456,0.400064935064935,0.678714859437751,0.7079646017699115,0.5772357723577235,"[166, 113, 82, 51]",0.33158124073436296
61,64,64,2,2,2,0.1,0.0001,0.0001,0.2857142857142857,0.4834368530020704,0.675531914893617,0.4178403755868544,0.3840692640692641,0.5766045548654245,0.725177304964539,0.4692488262910798,"[161, 94, 71, 37]",0.32767026148618705
29,64,128,4,4,2,0.1,0.0001,0.001,0.2805194805194805,0.5345528455284553,0.7524752475247525,0.4823529411764706,0.3896753246753247,0.6097560975609756,0.8127062706270627,0.5637254901960784,"[164, 101, 85, 50]",0.32620819738347107
18,128,256,4,2,4,0.1,1e-05,0.0001,0.283982683982684,0.6244725738396624,0.7252252252252254,0.4645390070921985,0.3697619047619047,0.6972573839662447,0.8123123123123124,0.5542553191489362,"[158, 111, 94, 58]",0.32124465718479556
15,128,64,4,2,2,0.0,1e-05,0.0001,0.2839826839826839,0.5752688172043012,0.6245954692556633,0.4680365296803652,0.3674675324675324,0.6516129032258063,0.6828478964401294,0.6063926940639269,"[155, 103, 73, 49]",0.32037572023617134
29,128,256,2,3,2,0.1,1e-05,0.0001,0.276190476190476,0.5687500000000001,0.7385620915032682,0.3869047619047619,0.373961038961039,0.628125,0.7761437908496732,0.531547619047619,"[160, 102, 84, 49]",0.3177243304686124
23,128,128,2,3,4,0.1,0.0001,0.0001,0.2658008658008657,0.566225165562914,0.6421052631578948,0.3986486486486486,0.3603679653679654,0.6225165562913907,0.7552631578947369,0.4774774774774775,"[151, 95, 74, 40]",0.30594342111504813
22,128,64,2,3,4,0.1,1e-05,0.0001,0.2623376623376623,0.5473118279569893,0.7186379928315413,0.3867521367521366,0.3658658008658008,0.5935483870967742,0.7903225806451613,0.4626068376068376,"[155, 93, 78, 40]",0.30557099586490066
16,128,64,2,4,4,0.2,0.0001,0.001,0.270995670995671,0.5634920634920636,0.673611111111111,0.4399999999999999,0.348008658008658,0.6371882086167799,0.7395833333333334,0.4946666666666667,"[147, 96, 75, 43]",0.3047114062709559
15,128,256,2,3,4,0.2,1e-05,0.001,0.2658008658008658,0.6020408163265306,0.7087542087542089,0.4166666666666667,0.3538311688311688,0.6643990929705216,0.7727272727272727,0.5223577235772358,"[147, 99, 82, 44]",0.3035628429976423
30,128,256,2,4,2,0.2,1e-05,0.0001,0.2614718614718614,0.4760348583877995,0.6704545454545455,0.3232323232323232,0.36004329004329,0.5718954248366013,0.6998106060606061,0.3535353535353536,"[153, 88, 66, 28]",0.302940930815835
35,64,64,4,4,2,0.0,1e-05,0.0001,0.2588744588744588,0.4577777777777779,0.6882352941176471,0.2896174863387978,0.3618831168831169,0.5544444444444445,0.6686274509803921,0.3959016393442622,"[150, 85, 61, 27]",0.301832147419511
28,64,256,2,4,2,0.0,0.0001,0.0001,0.2519480519480518,0.5331262939958593,0.7130584192439863,0.3787878787878788,0.3747402597402597,0.6024844720496895,0.7603092783505154,0.4361471861471861,"[161, 97, 77, 38]",0.3013143110127877
12,128,64,2,3,2,0.2,0.0001,0.001,0.2718614718614719,0.6087470449172577,0.6356209150326798,0.4620253164556962,0.3371645021645021,0.715130023640662,0.741830065359477,0.5189873417721519,"[141, 102, 79, 45]",0.3010119164933111
35,64,256,4,4,4,0.1,1e-05,0.0001,0.2528138528138527,0.5277777777777778,0.6925925925925926,0.3726851851851851,0.3696536796536797,0.5769230769230769,0.7731481481481481,0.4476851851851852,"[156, 90, 72, 38]",0.3002680978061741
50,64,64,2,3,4,0.1,1e-05,0.0001,0.2484848484848485,0.5943396226415093,0.6105610561056105,0.5047619047619047,0.3732467532467532,0.6210691823899371,0.627887788778878,0.6095238095238095,"[159, 101, 70, 47]",0.29834791305338587
19,128,64,4,3,4,0.0,0.0001,0.0001,0.2571428571428571,0.6050228310502285,0.6581632653061225,0.41324200913242,0.3497619047619048,0.6712328767123288,0.715986394557823,0.5105022831050228,"[146, 98, 73, 42]",0.2963851370285266
16,128,256,4,3,4,0.0,1e-05,0.0001,0.2432900432900432,0.5636942675159237,0.7680412371134021,0.4279835390946502,0.373008658008658,0.6125265392781316,0.7989690721649485,0.4909465020576131,"[157, 97, 81, 44]",0.2944977568937109
19,128,256,2,4,2,0.2,1e-05,0.001,0.2484848484848486,0.5166666666666667,0.7254901960784313,0.4079601990049751,0.357186147186147,0.56,0.76078431372549,0.4888059701492537,"[150, 85, 67, 38]",0.2930810499390301
20,128,128,4,3,4,0.2,0.0001,0.0001,0.2675324675324675,0.5132850241545893,0.6833333333333333,0.2676767676767676,0.3229220779220779,0.5797101449275363,0.796875,0.3787878787878788,"[138, 80, 66, 29]",0.29262926669723105
26,128,64,4,4,2,0.2,0.0001,0.0001,0.2536796536796536,0.488262910798122,0.6995884773662552,0.3444444444444443,0.3326623376623376,0.5704225352112676,0.6748971193415637,0.4358333333333333,"[142, 81, 60, 29]",0.28785134906438753
28,64,128,4,2,2,0.0,0.0001,0.0001,0.2562770562770562,0.4308641975308643,0.5438596491228072,0.3469387755102041,0.323982683982684,0.5518518518518518,0.606359649122807,0.3911564625850339,"[135, 76, 49, 22]",0.28617987006527734
24,128,128,2,4,4,0.2,0.0001,0.0001,0.2406926406926407,0.5506756756756757,0.6902173913043478,0.3428571428571428,0.3523593073593073,0.617117117117117,0.7056159420289854,0.4166666666666667,"[148, 92, 70, 33]",0.28601302951461716
27,128,64,2,2,2,0.2,0.0001,0.0001,0.2554112554112555,0.5314009661835749,0.6666666666666665,0.3828124999999999,0.3234632034632035,0.6014492753623188,0.717871485943775,0.5026041666666667,"[138, 83, 64, 37]",0.28543716727982366
24,128,64,4,2,2,0.2,0.0001,0.0001,0.2502164502164502,0.5120772946859905,0.7151162790697674,0.3194444444444444,0.3282251082251082,0.6231884057971014,0.8071705426356588,0.3712962962962962,"[138, 86, 72, 30]",0.2839606534263023
23,128,64,4,2,2,0.0,1e-05,0.001,0.2493506493506493,0.5049382716049381,0.7540650406504066,0.4758454106280192,0.3212770562770562,0.5962962962962963,0.7977642276422763,0.5289855072463769,"[135, 82, 69, 40]",0.2807807676145877
31,128,128,2,4,2,0.2,0.0001,0.0001,0.238095238095238,0.4683098591549297,0.6646090534979424,0.4210526315789473,0.3387229437229437,0.5657276995305164,0.6646090534979423,0.4587719298245614,"[142, 81, 57, 30]",0.27963168456245113
37,64,128,2,3,4,0.1,0.0001,0.0001,0.2346320346320346,0.5298850574712644,0.6336996336996337,0.3666666666666667,0.3429437229437229,0.6206896551724138,0.6538461538461539,0.4151282051282051,"[145, 91, 65, 31]",0.2786321358649345
55,64,128,2,3,2,0.1,1e-05,0.0001,0.2337662337662336,0.5602836879432623,0.685823754789272,0.429951690821256,0.3321212121212121,0.6134751773049646,0.7423371647509578,0.5458937198067634,"[141, 87, 69, 40]",0.27439635028374304
45,64,128,4,3,2,0.2,0.0001,0.0001,0.2216450216450217,0.4699074074074074,0.6869369369369369,0.3638888888888889,0.3451082251082251,0.5138888888888888,0.7646396396396395,0.3499999999999999,"[144, 74, 60, 25]",0.2699288286822659
20,128,128,4,2,4,0.1,1e-05,0.001,0.2155844155844156,0.5224586288416077,0.6931818181818182,0.4444444444444444,0.3366450216450217,0.6217494089834515,0.6714015151515151,0.4788359788359788,"[141, 88, 63, 32]",0.26284517035114774
37,64,128,4,2,4,0.2,1e-05,0.0001,0.225974025974026,0.512396694214876,0.5211267605633801,0.3079710144927536,0.2824458874458874,0.5867768595041323,0.6079812206572771,0.3510869565217391,"[121, 71, 46, 20]",0.251073699598541
20,128,128,4,3,2,0.0,0.0001,0.001,0.2199134199134198,0.4005847953216373,0.7,0.3333333333333333,0.2771428571428571,0.5263157894736842,0.7,0.3659420289855073,"[114, 60, 46, 19]",0.24523353323213967
28,128,256,4,2,4,0.1,1e-05,0.001,0.1974025974025974,0.4037940379403793,0.7166666666666667,0.3259259259259259,0.296017316017316,0.4817073170731707,0.6888888888888889,0.3666666666666666,"[123, 60, 45, 18]",0.23685540639392194
22,128,128,4,3,2,0.1,1e-05,0.001,0.1653679653679653,0.2613333333333333,0.2878787878787879,0.5,0.2996969696969697,0.254,0.3131313131313131,0.7272727272727273,"[125, 33, 11, 8]",0.21313272349295803
15,128,256,4,2,2,0.0,1e-05,0.001,0.1636363636363636,0.3852459016393442,0.5980392156862745,0.3787878787878788,0.2866666666666667,0.4139344262295082,0.5996732026143792,0.4393939393939394,"[122, 51, 33, 16]",0.2083445491251682
35,64,64,4,4,4,0.2,0.0001,0.001,0.1645021645021645,0.5075757575757576,0.4090909090909091,0.3928571428571428,0.2592640692640693,0.5840909090909091,0.3939393939393939,0.3571428571428571,"[110, 66, 28, 11]",0.20128786662651207
15,64,256,4,4,2,0.0,0.0001,0.001,0.1454545454545454,0.1320754716981132,0.7857142857142857,0.5,0.2517316017316017,0.1257861635220125,0.6785714285714286,0.5757575757575758,"[106, 14, 11, 7]",0.1843745355461976
51,128,256,4,4,2,0.2,1e-05,0.001,0.1584415584415584,0.1967213114754098,0.4642857142857143,0.3461538461538461,0.1461038961038961,0.4508196721311475,0.4642857142857143,0.4230769230769231,"[61, 28, 13, 6]",0.1520228172680198
