n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
500,20,2,1,None,0.3741355463347165,0.5041536863966771,0.6700507614213198,0.579059829059829,0.6468879668049792,0.6082554517133957,0.7800338409475466,0.6923076923076923,"[321, 197, 156, 109]",0.474080723437407
100,None,2,1,None,0.3734439834024896,0.5571581196581197,0.5909822866344605,0.5960648148148149,0.6311549100968189,0.6583867521367522,0.6884057971014492,0.7291666666666666,"[312, 207, 144, 106]",0.4692440043400436
100,20,2,1,None,0.3810511756569849,0.5188261351052047,0.5970790378006874,0.5995203836930455,0.6063739050253573,0.6392580287929126,0.711340206185567,0.7410071942446043,"[301, 194, 139, 104]",0.4680040924987642
50,None,2,1,None,0.3741355463347166,0.5329977628635345,0.6289782244556114,0.6303854875283446,0.6028008298755188,0.656599552572707,0.7336683417085427,0.7551020408163265,"[298, 199, 147, 112]",0.4617070738861794
500,None,2,1,None,0.3634163208852005,0.5271565495207667,0.6158333333333335,0.6333333333333333,0.6322614107883817,0.6315228966986156,0.7175,0.7379310344827587,"[313, 200, 145, 108]",0.46154314480888287
100,40,5,1,None,0.3596127247579532,0.5027322404371584,0.6026315789473685,0.5666666666666667,0.6130129091747348,0.6183606557377049,0.7052631578947368,0.6888888888888889,"[305, 190, 135, 93]",0.4533033777626767
50,None,2,2,None,0.354771784232365,0.4841530054644807,0.6422101449275361,0.5802919708029197,0.6194559704933149,0.595784543325527,0.7369565217391304,0.6800486618004865,"[305, 184, 137, 95]",0.4511583638205534
500,None,2,2,None,0.3513139695712309,0.4225806451612902,0.6154618473895582,0.5507246376811594,0.6286191793453204,0.5314516129032258,0.6867469879518072,0.6869565217391305,"[310, 166, 115, 79]",0.4507301329454679
500,None,2,1,balanced,0.351313969571231,0.5209677419354839,0.6692439862542957,0.6040268456375839,0.6250461041954818,0.6201612903225806,0.7603092783505154,0.7248322147651006,"[310, 194, 149, 109]",0.44980829087530927
500,40,2,1,None,0.356154910096819,0.5208333333333333,0.6502590673575129,0.6044600938967137,0.5989396035039188,0.6399211711711712,0.727979274611399,0.7464788732394366,"[296, 193, 142, 107]",0.4466893644591402
100,None,2,1,balanced,0.34716459197787,0.5088593576965671,0.6485507246376813,0.6545012165450121,0.6040686952512679,0.6052048726467332,0.7364130434782609,0.7700729927007299,"[301, 184, 137, 107]",0.44092498639189104
500,40,5,2,None,0.350622406639004,0.4836711711711712,0.6135940409683426,0.5530864197530864,0.5911134163208851,0.5985360360360361,0.7486033519553073,0.6444444444444445,"[296, 179, 135, 87]",0.4401608255181769
50,20,5,1,None,0.3526970954356849,0.4878472222222224,0.5876190476190477,0.5505464480874316,0.5786652835408022,0.6070601851851851,0.6885714285714286,0.6844262295081968,"[288, 175, 122, 84]",0.438268861489971
100,20,2,2,None,0.34716459197787,0.4617117117117116,0.627906976744186,0.5577956989247311,0.5937644075610881,0.572972972972973,0.7180232558139535,0.6814516129032258,"[296, 172, 124, 85]",0.4381499101057138
500,40,2,2,None,0.3457814661134162,0.5005688282138795,0.6432432432432434,0.5437956204379562,0.5914476717381282,0.6245733788395904,0.7306306306306307,0.6532846715328468,"[293, 185, 137, 90]",0.4364175948088605
50,40,2,1,None,0.3478561549100968,0.5555555555555552,0.676818950930626,0.6361655773420479,0.5785961272475795,0.6856725146198831,0.7690355329949239,0.7450980392156863,"[285, 197, 153, 115]",0.4344923704035121
50,None,5,1,None,0.3416320885200551,0.5039548022598871,0.6172161172161172,0.5294871794871795,0.5918741355463346,0.6112994350282486,0.7087912087912088,0.6423076923076924,"[295, 182, 130, 84]",0.4332123168646727
100,20,5,1,None,0.3492392807745505,0.5129564193168432,0.6406810035842294,0.5499999999999999,0.5671853388658368,0.6504711425206126,0.7419354838709677,0.6285714285714286,"[283, 186, 140, 89]",0.432296111575667
50,40,2,2,None,0.3340248962655603,0.4905239687848382,0.615664845173042,0.5568475452196383,0.6040110650069156,0.6056298773690078,0.6994535519125683,0.6589147286821705,"[299, 183, 129, 85]",0.43016417634671233
100,40,2,1,balanced,0.3440525587828492,0.5768779342723004,0.6164965986394557,0.611111111111111,0.5737551867219917,0.6851525821596244,0.7454081632653061,0.699546485260771,"[284, 196, 147, 104]",0.43015967357750196
100,40,2,2,None,0.3333333333333335,0.5184544405997693,0.6573556797020484,0.6058394160583942,0.5842438911940987,0.6156286043829297,0.7569832402234636,0.7153284671532847,"[289, 179, 137, 99]",0.424482993966344
500,20,5,1,None,0.3374827109266945,0.4976525821596244,0.6485714285714286,0.5089743589743589,0.5712770862148454,0.6066607981220657,0.7371428571428571,0.6346153846153846,"[284, 175, 130, 83]",0.4243060495249018
100,20,5,2,None,0.3374827109266943,0.4900234741784036,0.5937500000000001,0.5636856368563686,0.5697210696173352,0.6068075117370891,0.6903409090909091,0.6707317073170732,"[284, 176, 123, 83]",0.42387612390947854
50,40,5,2,None,0.3298755186721995,0.5145687645687645,0.5967741935483871,0.5746666666666668,0.5801521438450898,0.6360722610722611,0.6666666666666666,0.688,"[286, 186, 125, 87]",0.4205981801263136
50,40,2,1,balanced,0.329875518672199,0.5190311418685122,0.650749063670412,0.6414868105515587,0.5798639926233287,0.6104382929642446,0.7696629213483146,0.7482014388489209,"[289, 178, 139, 104]",0.4205224307638425
500,40,2,1,balanced,0.3298755186721991,0.4912891986062718,0.6284313725490196,0.6653645833333334,0.5784808667588751,0.5866932138709142,0.7288235294117648,0.80078125,"[287, 170, 128, 104]",0.42015816484510654
100,40,5,2,None,0.3291839557399727,0.4988425925925924,0.5875232774674116,0.6060606060606062,0.5775587828492392,0.6189236111111112,0.6759776536312849,0.6942148760330579,"[288, 179, 121, 84]",0.41935397267473307
100,None,5,2,None,0.3271092669432918,0.5035587188612102,0.6143410852713178,0.5739247311827957,0.566908713692946,0.5984578884934757,0.7122093023255814,0.6854838709677419,"[281, 172, 124, 85]",0.414848689347149
50,None,5,2,None,0.3250345781466116,0.4822695035460994,0.6556886227544911,0.5286885245901639,0.5669548178884278,0.5859929078014184,0.7245508982035929,0.6639344262295082,"[282, 167, 122, 81]",0.4131885891910652
50,20,5,2,None,0.329875518672199,0.5104938271604939,0.5996168582375478,0.5416666666666666,0.5467842323651453,0.6339506172839506,0.7011494252873564,0.6532258064516129,"[270, 174, 124, 81]",0.4114954109386253
50,None,5,2,balanced,0.3208852005532504,0.4458186101295642,0.576839826839827,0.5141509433962265,0.5677616413093592,0.5356301531213191,0.6785714285714286,0.6132075471698113,"[283, 154, 106, 65]",0.41003084590079153
50,40,2,2,balanced,0.3139695712309824,0.4517078916372203,0.6199575371549895,0.5630630630630631,0.5696749654218534,0.5500588928150766,0.6942675159235668,0.6756756756756757,"[283, 157, 111, 76]",0.4048247846629178
50,None,2,2,balanced,0.3112033195020746,0.4405997693194924,0.6378205128205128,0.5943952802359881,0.578503918856616,0.5357554786620531,0.717948717948718,0.6814159292035398,"[289, 156, 113, 77]",0.4047001803093269
500,40,2,2,balanced,0.3091286307053942,0.4654761904761906,0.579113924050633,0.5330188679245284,0.5628169663439373,0.5545833333333333,0.6582278481012658,0.6179245283018868,"[280, 158, 106, 66]",0.3990681040937052
50,None,5,1,balanced,0.3105117565698478,0.5298053527980534,0.5909090909090909,0.6209677419354839,0.5551406177962195,0.6296923879040667,0.6931818181818182,0.6854838709677419,"[274, 176, 124, 85]",0.39826076489747947
100,None,2,2,balanced,0.3084370677731677,0.483695652173913,0.5191919191919191,0.565,0.5561894882434303,0.5929951690821257,0.593939393939394,0.69,"[276, 165, 100, 69]",0.3968174553194482
500,40,5,1,balanced,0.2980636237897648,0.5060606060606061,0.604417670682731,0.6091445427728613,0.5531811894882435,0.5942424242424243,0.6686746987951807,0.7168141592920354,"[275, 166, 113, 81]",0.38739311506935237
50,40,5,2,balanced,0.296680497925311,0.4351515151515152,0.5924657534246576,0.5669934640522876,0.5493891194098662,0.5263636363636364,0.6883561643835616,0.6568627450980392,"[275, 146, 102, 67]",0.3852946238978258
100,20,2,1,balanced,0.2994467496542186,0.5055970149253732,0.560878243512974,0.4027777777777778,0.5349815583218073,0.6156716417910447,0.6407185628742516,0.4861111111111111,"[268, 167, 108, 53]",0.38397184571311704
500,None,5,2,balanced,0.293914246196404,0.4679951690821256,0.6191983122362869,0.5498442367601246,0.5522014753342555,0.5712560386473431,0.6708860759493671,0.6448598130841121,"[276, 158, 107, 70]",0.3836351842695996
500,40,5,2,balanced,0.2925311203319503,0.4818976279650437,0.6107660455486542,0.5607476635514018,0.5409059474412172,0.5945692883895131,0.6583850931677019,0.6401869158878505,"[267, 161, 107, 70]",0.37970910802412133
50,20,2,1,balanced,0.2946058091286306,0.4749034749034748,0.5958605664488019,0.415032679738562,0.5216574458275703,0.581081081081081,0.6601307189542484,0.5343137254901961,"[259, 153, 102, 55]",0.3765533067496772
100,40,5,2,balanced,0.2835408022130012,0.4871794871794872,0.5866228070175439,0.5572390572390572,0.5225334255417243,0.5756410256410257,0.6447368421052632,0.6313131313131313,"[260, 152, 99, 63]",0.367607700531248
100,None,5,2,balanced,0.2849239280774549,0.5103761348897536,0.5537974683544303,0.5032051282051282,0.5163554633471645,0.6073281452658884,0.6487341772151899,0.6057692307692307,"[257, 158, 104, 63]",0.36721779812545935
100,20,2,2,balanced,0.2551867219917008,0.4425287356321838,0.5209876543209875,0.3961038961038961,0.5236168741355463,0.514367816091954,0.5666666666666667,0.448051948051948,"[261, 135, 77, 35]",0.34314190215515933
100,20,5,1,balanced,0.2579529737206085,0.4627450980392157,0.5413711583924351,0.490079365079365,0.5102005532503457,0.5457516339869282,0.5886524822695035,0.5952380952380952,"[255, 141, 84, 50]",0.3426600159574682
50,20,2,2,balanced,0.2586445366528351,0.4548472775564409,0.5281862745098038,0.3963414634146341,0.503042876901798,0.5355245683930944,0.5882352941176471,0.4695121951219512,"[251, 136, 82, 39]",0.341634348940026
50,20,5,1,balanced,0.255186721991701,0.4248366013071895,0.5858974358974359,0.4549019607843138,0.5123789764868603,0.5019607843137255,0.6461538461538462,0.5176470588235295,"[255, 130, 85, 44]",0.3406934720671256
500,20,5,1,balanced,0.2538035961272473,0.4409030544488711,0.5917312661498708,0.388235294117647,0.5041378515444905,0.5049800796812749,0.6511627906976745,0.4470588235294118,"[251, 129, 85, 38]",0.33763030128224797
500,20,5,2,balanced,0.2351313969571229,0.4374149659863945,0.549731182795699,0.4780701754385964,0.4823536191793453,0.5010204081632653,0.6048387096774194,0.5263157894736842,"[245, 124, 76, 40]",0.3161501014075291
