n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
100,None,5,1,balanced,0.2890733056708159,0.5296296296296296,0.5686274509803921,0.5348484848484849,0.5437413554633472,0.6296296296296297,0.6392156862745099,0.596969696969697,"[270, 170, 110, 67]",0.37746960611779784
100,40,2,2,balanced,0.2831950207468876,0.475,0.5537280701754387,0.5121527777777778,0.5648340248962656,0.5363095238095239,0.6151315789473685,0.5954861111111112,"[280, 152, 96, 58]",0.3772469450683312
50,None,5,2,balanced,0.2897648686030428,0.4885057471264367,0.5422077922077922,0.5221088435374149,0.5299100968188105,0.5849297573435506,0.6222943722943723,0.5867346938775511,"[261, 154, 98, 58]",0.37465906866413257
50,None,2,2,balanced,0.2828492392807744,0.4968789013732834,0.5601265822784812,0.4783333333333333,0.5354426002766253,0.5898876404494382,0.6234177215189872,0.58,"[267, 158, 100, 58]",0.37016019186670546
50,20,2,1,balanced,0.2793914246196405,0.4855345911949685,0.579004329004329,0.3894389438943895,0.5335408022130013,0.5792452830188679,0.6493506493506493,0.4603960396039604,"[265, 154, 101, 47]",0.36673838212514265
100,20,5,1,balanced,0.2773167358229595,0.4473358116480793,0.582175925925926,0.3912280701754386,0.5394190871369294,0.5315985130111525,0.6469907407407407,0.4578947368421052,"[269, 144, 95, 44]",0.36631169168824473
500,None,5,2,balanced,0.2759336099585058,0.493107769423559,0.5408602150537634,0.4756944444444445,0.5350968188105116,0.5789473684210527,0.610752688172043,0.578125,"[266, 155, 96, 56]",0.36410766268240286
500,20,5,1,balanced,0.2752420470262792,0.4385964912280702,0.5724637681159419,0.4118773946360153,0.5371715076071921,0.5156641604010026,0.6111111111111112,0.5172413793103449,"[266, 138, 87, 45]",0.36398256655060635
50,20,5,2,balanced,0.259336099585062,0.4354005167958656,0.5174129353233831,0.3766233766233766,0.5198824343015214,0.5135658914728682,0.5659203980099503,0.4155844155844156,"[258, 134, 77, 32]",0.34604998955060196
50,20,2,2,balanced,0.2538035961272472,0.419973544973545,0.5178117048346056,0.3761261261261261,0.5089903181189488,0.5165343915343915,0.5534351145038168,0.4324324324324324,"[252, 131, 74, 32]",0.3387115988207689
500,20,2,2,balanced,0.2427385892116177,0.4706666666666667,0.5134803921568627,0.354978354978355,0.5022475795297372,0.54,0.5477941176470589,0.4090909090909091,"[250, 136, 77, 32]",0.3272943149964028
