n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
500,20,2,1,None,0.4156293222683266,0.538888888888889,0.6447368421052632,0.5614035087719298,0.6710235131396958,0.6848484848484848,0.743421052631579,0.6900584795321637,"[330, 228, 171, 118]",0.5133139838311682
100,None,2,1,None,0.4042185338865838,0.5262626262626265,0.6605222734254992,0.6121212121212121,0.6706085753803597,0.6505050505050505,0.7465437788018433,0.7454545454545455,"[330, 217, 165, 124]",0.5044018946207955
50,None,2,1,None,0.3976486860304286,0.5775681341719078,0.6011904761904763,0.6134969325153374,0.6502420470262794,0.6957547169811321,0.71875,0.7269938650306749,"[318, 224, 163, 120]",0.4935016360866003
50,40,2,1,None,0.392116182572614,0.5521155830753354,0.6156156156156157,0.6341463414634145,0.6530428769017982,0.6803405572755418,0.7267267267267268,0.7286585365853658,"[323, 222, 164, 120]",0.49000901370121014
500,None,2,1,None,0.3979944674965419,0.5487674169346196,0.6218553459119497,0.6551362683438156,0.6358056708160442,0.6728831725616292,0.7421383647798743,0.789308176100629,"[311, 212, 159, 126]",0.48954750538290265
100,None,2,1,balanced,0.3852005532503458,0.4963655244029075,0.6058333333333333,0.6261904761904762,0.6527835408022131,0.6188992731048806,0.69,0.7392857142857143,"[321, 200, 140, 105]",0.48450180019232497
500,20,5,1,None,0.3727524204702632,0.4691919191919192,0.6362847222222222,0.5950704225352113,0.6686894882434301,0.5727272727272728,0.734375,0.6690140845070423,"[330, 192, 142, 96]",0.4786740829233981
100,None,5,2,None,0.3775933609958506,0.5216244725738398,0.6365079365079365,0.5268817204301075,0.645746887966805,0.6554324894514767,0.7206349206349206,0.6096774193548387,"[316, 210, 155, 95]",0.4765369837200548
500,40,2,1,None,0.376901798063624,0.5569620253164556,0.6537216828478966,0.5648148148148148,0.641649377593361,0.6437236286919831,0.7742718446601942,0.6882716049382716,"[316, 206, 162, 112]",0.4748682440729644
50,40,5,2,None,0.3769017980636234,0.4807073954983923,0.5877659574468085,0.5546666666666666,0.6316217150760719,0.5954983922829582,0.6542553191489362,0.692,"[311, 188, 125, 87]",0.47209481386722296
50,20,2,1,None,0.3775933609958505,0.5528586839266451,0.5964912280701755,0.6137387387387389,0.6287171507607191,0.6655879180151024,0.6961722488038278,0.7195945945945946,"[309, 209, 148, 107]",0.471821409590726
50,40,2,1,balanced,0.3717150760719226,0.5218317358892437,0.6847079037800686,0.6064516129032257,0.6385719225449517,0.61395101171459,0.7912371134020618,0.7548387096774194,"[313, 194, 155, 117]",0.4698997633170689
50,40,5,1,None,0.3782849239280778,0.5411184210526315,0.6146341463414635,0.5574324324324325,0.618637621023513,0.6710526315789473,0.7121951219512195,0.668918918918919,"[304, 205, 148, 99]",0.46948739717645843
500,None,2,2,None,0.3706777316735825,0.5217622080679405,0.599502487562189,0.538647342995169,0.63917704011065,0.634819532908705,0.6791044776119403,0.6702898550724637,"[314, 201, 138, 93]",0.46923320458730833
500,20,5,2,None,0.3658367911479941,0.4752109704641352,0.5596491228070175,0.5645161290322581,0.6405601659751037,0.5910337552742616,0.6473684210526316,0.6491935483870968,"[316, 190, 124, 81]",0.46570187637976934
50,None,5,2,None,0.3679114799446751,0.4946581196581198,0.6114081996434938,0.5669099756690998,0.6340248962655601,0.5956196581196581,0.7219251336898396,0.6751824817518248,"[312, 187, 137, 93]",0.4656284439719466
100,20,2,2,None,0.3637621023513141,0.5253164556962026,0.6116584564860427,0.6040189125295508,0.6425484094052559,0.6318565400843882,0.6834975369458128,0.6914893617021277,"[316, 203, 141, 98]",0.46453804772396146
500,20,2,2,None,0.3706777316735827,0.5241228070175439,0.5399659863945578,0.4616402116402116,0.6163554633471645,0.6381578947368421,0.6326530612244898,0.5833333333333334,"[304, 196, 126, 74]",0.4629413604541327
500,40,5,2,None,0.3630705394190871,0.4733115468409586,0.6284916201117318,0.5708955223880596,0.6241701244813277,0.5757080610021786,0.723463687150838,0.6753731343283582,"[306, 179, 134, 91]",0.45909329319841274
50,40,2,2,None,0.3616874135546338,0.5401737242128122,0.6338259441707718,0.5619369369369369,0.6224585062240663,0.6498371335504886,0.7167487684729064,0.6486486486486487,"[307, 203, 148, 97]",0.457524443553835
50,20,5,2,None,0.3609958506224066,0.5244299674267103,0.572139303482587,0.5777777777777777,0.6237551867219917,0.6503800217155266,0.6592039800995025,0.674074074074074,"[307, 201, 135, 92]",0.45731971974982216
500,None,5,1,None,0.3554633471645921,0.5302547770700634,0.6533333333333334,0.5779220779220778,0.6349066390041495,0.6316348195329088,0.7595000000000001,0.6461038961038961,"[314, 200, 154, 101]",0.45576106341935
100,20,5,1,None,0.3582295988934993,0.5059139784946237,0.5767195767195767,0.5852130325814536,0.6258644536652835,0.6048387096774194,0.6957671957671958,0.6691729323308271,"[310, 189, 133, 89]",0.4556539522116892
100,40,5,2,None,0.3568464730290457,0.5315614617940199,0.6283333333333334,0.5023640661938534,0.6128112033195021,0.659468438538206,0.7,0.624113475177305,"[301, 200, 141, 89]",0.4510447797633779
50,20,5,1,None,0.3596127247579529,0.4882943143812709,0.6263736263736264,0.5939849624060151,0.6042185338865838,0.5950390189520623,0.7225274725274725,0.6804511278195489,"[299, 182, 133, 91]",0.4508770002454237
500,None,2,1,balanced,0.3596127247579531,0.5398428731762066,0.6564625850340136,0.5688172043010753,0.6035615491009682,0.6460718294051628,0.7742346938775511,0.667741935483871,"[297, 196, 155, 104]",0.45069395876144824
100,None,5,1,None,0.3554633471645921,0.5473047304730473,0.6079931972789115,0.5467625899280576,0.6123443983402489,0.6380638063806381,0.6989795918367347,0.6726618705035972,"[303, 196, 139, 94]",0.4498124559603959
50,None,5,1,None,0.3533886583679114,0.5271317829457366,0.6520618556701033,0.5559523809523809,0.612240663900415,0.6389811738648948,0.7139175257731959,0.6678571428571428,"[301, 194, 140, 94]",0.4481200017949037
500,40,2,2,None,0.3526970954356847,0.549052396878484,0.6306532663316584,0.5868544600938967,0.6060338865836792,0.6477146042363435,0.7035175879396985,0.6936619718309859,"[299, 199, 142, 99]",0.4458944073830832
500,None,5,2,None,0.3464730290456431,0.5142543859649124,0.6385964912280702,0.513189448441247,0.6183955739972338,0.618421052631579,0.7157894736842105,0.5971223021582733,"[304, 190, 139, 83]",0.444117234192394
100,None,2,2,None,0.348547717842324,0.5437430786267994,0.6297250859106529,0.5695443645083933,0.6102697095435684,0.6362126245847176,0.7087628865979382,0.6762589928057554,"[301, 194, 139, 94]",0.44368846133644735
50,None,2,1,balanced,0.3502766251728909,0.6008018327605956,0.594551282051282,0.5471264367816091,0.5865836791147995,0.7130584192439863,0.6875,0.6620689655172414,"[291, 208, 145, 97]",0.438627937508889
500,None,5,1,balanced,0.334716459197787,0.5005555555555555,0.6277777777777779,0.4786666666666667,0.6085235131396958,0.5933333333333334,0.6916666666666667,0.628,"[300, 180, 125, 79]",0.4318791434420701
50,None,5,1,balanced,0.3305670816044262,0.5383771929824562,0.5850515463917527,0.578811369509044,0.6188105117565699,0.6302083333333333,0.6529209621993126,0.6627906976744186,"[304, 194, 129, 86]",0.43093156267430144
50,40,2,2,balanced,0.334716459197787,0.479375696767001,0.6015325670498084,0.6027777777777779,0.6036825726141078,0.5769230769230769,0.6810344827586207,0.6708333333333333,"[299, 174, 120, 81]",0.43065366935568017
50,20,2,1,balanced,0.325726141078838,0.4955106621773287,0.560952380952381,0.4652173913043478,0.6041320885200553,0.579685746352413,0.6428571428571429,0.5521739130434783,"[297, 175, 115, 64]",0.4232507873386698
500,None,2,2,balanced,0.3271092669432918,0.5368480725623584,0.5631578947368423,0.5946666666666667,0.5899377593360995,0.641156462585034,0.65,0.712,"[294, 190, 125, 89]",0.4208597868345463
100,None,5,1,balanced,0.3229598893499308,0.4959630911188005,0.5986590038314177,0.6024590163934426,0.5871887966804978,0.5945790080738178,0.6896551724137931,0.6967213114754098,"[289, 174, 122, 85]",0.4167196672678875
500,40,5,1,balanced,0.3188105117565695,0.5182648401826485,0.6243093922651933,0.5503875968992248,0.5903354080221299,0.610730593607306,0.7071823204419889,0.627906976744186,"[292, 181, 129, 83]",0.41402624033196045
100,40,2,2,balanced,0.3188105117565698,0.4696449026345934,0.5989898989898991,0.5480225988700564,0.5861341632088519,0.5641466208476518,0.703030303030303,0.6101694915254238,"[291, 165, 118, 72]",0.41298819187540525
100,None,5,2,balanced,0.3174273858921162,0.4947916666666667,0.51364522417154,0.5754716981132075,0.5867565698478561,0.5847800925925926,0.6140350877192983,0.6226415094339622,"[288, 171, 106, 66]",0.4119794494017606
500,40,2,2,balanced,0.3139695712309823,0.4949152542372881,0.5766283524904214,0.5449275362318841,0.597423928077455,0.5841807909604521,0.6522988505747126,0.6,"[295, 174, 115, 69]",0.41161788993214793
500,None,5,2,balanced,0.3160442600276626,0.510957324106113,0.6053639846743295,0.4763888888888889,0.5864107883817427,0.5980392156862745,0.6781609195402298,0.5875,"[289, 174, 120, 72]",0.41072796703391923
50,None,2,2,balanced,0.3167358229598894,0.5132183908045977,0.6400000000000001,0.4934895833333333,0.5831258644536653,0.5982758620689655,0.7142857142857143,0.578125,"[290, 175, 128, 75]",0.41050053169348094
100,20,2,1,balanced,0.2932226832641769,0.5660606060606062,0.5364298724954463,0.3954545454545454,0.5607710926694328,0.6552727272727272,0.5956284153005464,0.4636363636363636,"[275, 183, 110, 51]",0.38508665782664553
50,None,5,2,balanced,0.2946058091286306,0.5095057034220534,0.6360759493670886,0.5072463768115942,0.5309820193637621,0.5899873257287707,0.7088607594936709,0.6,"[263, 158, 115, 69]",0.3789551687870038
