n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
100,40,2,1,None,0.4218533886583677,0.5587639311043564,0.6278026905829598,0.5571992110453649,0.6637275242047028,0.6686930091185409,0.7533632286995515,0.7041420118343196,"[329, 223, 169, 119]",0.5158449304218742
50,None,2,1,None,0.4107883817427384,0.5203873598369009,0.6481481481481483,0.6054216867469879,0.6644190871369294,0.6529051987767585,0.7615740740740741,0.713855421686747,"[327, 216, 166, 120]",0.5076892590568721
50,20,2,1,None,0.4080221300138313,0.5157041540020262,0.6259968102073366,0.5390295358649787,0.6699515905947441,0.6271529888551165,0.7400318979266348,0.6582278481012658,"[329, 209, 158, 105]",0.5071646363443773
50,40,2,1,None,0.4090594744121713,0.5527950310559007,0.6457399103139013,0.6024096385542167,0.655774550484094,0.6894409937888198,0.7331838565022422,0.7349397590361446,"[322, 223, 166, 123]",0.5038358780468797
100,None,2,1,None,0.4087136929460577,0.5342679127725857,0.6543778801843319,0.6021825396825395,0.653526970954357,0.6664070612668743,0.7642089093701997,0.7232142857142857,"[321, 217, 168, 122]",0.5029094268672196
500,20,2,1,None,0.4045643153526969,0.521421107628004,0.5674796747967479,0.5933333333333334,0.6452282157676349,0.6353187042842215,0.7170731707317073,0.6966666666666667,"[319, 205, 150, 105]",0.4973102848801927
100,20,2,1,None,0.4031811894882433,0.5356762513312031,0.625,0.546236559139785,0.6369294605809128,0.6682641107561235,0.7240566037735849,0.7,"[313, 212, 155, 109]",0.49378972808334054
500,40,2,1,None,0.3934993084370676,0.5548455804046858,0.6205501618122978,0.6196868008948545,0.6312240663900414,0.6560170394036209,0.7184466019417476,0.7885906040268457,"[313, 206, 149, 118]",0.4847868989720715
100,None,2,2,None,0.3886583679114798,0.4921135646687697,0.6371527777777777,0.5611510791366907,0.6396957123098201,0.5998948475289169,0.7083333333333334,0.6870503597122302,"[317, 192, 139, 97]",0.4835359654581289
500,None,5,2,None,0.3907330567081605,0.5148619957537154,0.5408163265306123,0.5664062500000001,0.6329529737206087,0.6167728237791932,0.6454081632653061,0.7265625,"[314, 196, 128, 93]",0.4831865295080478
50,40,2,1,balanced,0.3838174273858921,0.5015873015873015,0.6156462585034015,0.6701388888888887,0.634508990318119,0.612962962962963,0.7236394557823129,0.7905092592592593,"[315, 196, 144, 115]",0.47830558862690126
100,20,5,2,None,0.3803596127247579,0.4872204472843449,0.6394736842105264,0.5516431924882629,0.6348547717842323,0.5963791267305644,0.7342105263157894,0.6690140845070423,"[313, 190, 142, 95]",0.4757086164595746
500,None,2,1,None,0.3803596127247579,0.502679528403001,0.677721088435374,0.618421052631579,0.6298409405255879,0.620042872454448,0.7678571428571429,0.756578947368421,"[311, 196, 152, 116]",0.4742940507124057
500,20,2,2,None,0.378284923928077,0.5207006369426749,0.6000000000000001,0.551643192488263,0.6319156293222683,0.6284501061571126,0.7075,0.6866197183098591,"[314, 200, 142, 98]",0.47326078964816776
500,None,5,1,None,0.3741355463347162,0.5297239915074309,0.6412151067323482,0.5559284116331095,0.6369294605809129,0.6390658174097664,0.7282430213464696,0.6711409395973155,"[314, 203, 149, 101]",0.4713800795817698
100,20,5,1,None,0.3762102351313971,0.5214362272240084,0.6267006802721089,0.4685314685314685,0.627939142461964,0.6235262593783494,0.7295918367346939,0.5757575757575757,"[311, 196, 143, 84]",0.47052189187232574
100,None,5,1,None,0.3789764868603041,0.5144444444444446,0.6145299145299147,0.539568345323741,0.61082295988935,0.6411111111111112,0.7076923076923077,0.6690647482014388,"[300, 195, 139, 93]",0.4677463504200715
100,None,5,2,None,0.3734439834024897,0.4759562841530053,0.6054054054054056,0.4899749373433585,0.6196403872752421,0.5961748633879782,0.70990990990991,0.6090225563909775,"[305, 185, 133, 82]",0.4660248038003214
500,40,2,2,None,0.3686030428769016,0.4994640943193999,0.685,0.5444444444444444,0.6260373443983402,0.6393354769560556,0.74,0.6633333333333333,"[311, 200, 150, 100]",0.46400542960447105
50,40,5,1,None,0.3699861687413549,0.4950980392156862,0.6111111111111112,0.494949494949495,0.6189488243430153,0.6007625272331155,0.7051971326164874,0.6060606060606061,"[306, 186, 132, 82]",0.463129539893025
500,20,5,2,None,0.3686030428769021,0.4733115468409584,0.60663082437276,0.5125313283208021,0.6192946058091287,0.596949891067538,0.7096774193548387,0.631578947368421,"[306, 186, 133, 85]",0.4621407418918666
50,20,5,1,None,0.3658367911479944,0.4935064935064936,0.6178010471204188,0.5133819951338199,0.619640387275242,0.6158008658008658,0.7041884816753927,0.6131386861313869,"[308, 191, 137, 86]",0.4600558103418989
50,40,2,2,None,0.3692946058091284,0.5344632768361584,0.6176975945017182,0.5000000000000001,0.6001037344398339,0.6491525423728812,0.7216494845360825,0.6293706293706294,"[295, 194, 143, 91]",0.4572218929065399
50,40,5,2,None,0.3644536652835407,0.4768211920529801,0.6098901098901099,0.5178117048346056,0.6123789764868602,0.5883002207505519,0.7142857142857143,0.6412213740458015,"[302, 182, 131, 85]",0.45695394068470835
