n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
100,40,5,2,None,0.3686030428769018,0.5022675736961449,0.5978260869565217,0.4641025641025641,0.591804979253112,0.6196145124716553,0.7010869565217391,0.6,"[294, 184, 130, 78]",0.45426758443479204
500,None,2,1,balanced,0.3568464730290461,0.5466008771929824,0.6666666666666667,0.5427631578947368,0.6177385892116183,0.643640350877193,0.7678571428571429,0.6743421052631579,"[304, 196, 152, 103]",0.4523726975812599
50,20,5,2,None,0.3603042876901796,0.493888888888889,0.6105263157894737,0.52363184079602,0.6059820193637622,0.6238888888888888,0.6973684210526315,0.6194029850746269,"[300, 190, 134, 83]",0.45191144331869015
500,40,5,2,None,0.3547717842323653,0.5148514851485148,0.618018018018018,0.5651629072681703,0.6120331950207469,0.6036853685368536,0.7162162162162162,0.6741854636591479,"[303, 185, 133, 91]",0.44917457660320925
50,20,2,2,None,0.3547717842323653,0.4900332225913622,0.5801457194899818,0.5013661202185793,0.6052904564315353,0.6007751937984496,0.6557377049180327,0.610655737704918,"[301, 183, 122, 76]",0.4473459451098544
100,40,2,2,None,0.3513139695712308,0.5384615384615383,0.5880829015544043,0.5286069651741294,0.6023513139695713,0.6385172798216276,0.6917098445595855,0.6492537313432836,"[299, 193, 134, 87]",0.4437918310319682
500,None,2,2,None,0.3540802213001381,0.4960317460317461,0.636936936936937,0.5084541062801933,0.594225449515906,0.6173469387755101,0.7333333333333333,0.6123188405797102,"[294, 185, 138, 86]",0.4437461150806108
100,None,2,2,balanced,0.3326417704011065,0.489265536723164,0.500925925925926,0.529874213836478,0.5963001383125863,0.5994350282485876,0.5824074074074074,0.6226415094339622,"[295, 180, 106, 67]",0.4270543331894347
500,None,5,1,balanced,0.3291839557399724,0.5216666666666666,0.5918918918918918,0.546875,0.6063278008298755,0.6094444444444443,0.6810810810810811,0.66015625,"[300, 185, 128, 85]",0.42670417031235747
100,None,5,1,balanced,0.334716459197787,0.4931034482758621,0.5657142857142857,0.519774011299435,0.5826417704011065,0.5913793103448276,0.6685714285714286,0.6101694915254238,"[290, 175, 118, 72]",0.4251769572169401
500,40,5,1,balanced,0.329875518672199,0.4810996563573884,0.5790476190476191,0.563768115942029,0.5862724757952974,0.5933562428407789,0.6485714285714286,0.6826086956521739,"[291, 175, 115, 79]",0.4221958421654754
100,40,2,2,balanced,0.3201936376210234,0.4864546525323911,0.5764705882352942,0.5463768115942029,0.56932918395574,0.5895170789163722,0.6735294117647059,0.6565217391304348,"[283, 170, 115, 76]",0.40987274973217885
500,40,5,2,balanced,0.3174273858921162,0.507042253521127,0.5790476190476191,0.4811594202898551,0.5778008298755186,0.5991784037558685,0.6514285714285715,0.5652173913043478,"[284, 175, 115, 65]",0.4097498353230793
50,None,2,2,balanced,0.3146611341632087,0.4733796296296296,0.5664621676891616,0.5108024691358025,0.5810857538035962,0.5572916666666665,0.6533742331288344,0.6064814814814815,"[288, 163, 108, 66]",0.4082517166271162
500,None,2,2,balanced,0.316735822959889,0.4739952718676123,0.5955284552845528,0.4985380116959064,0.571058091286307,0.5726950354609928,0.6829268292682927,0.5789473684210527,"[282, 164, 114, 67]",0.40746968772600345
500,40,2,2,balanced,0.3084370677731673,0.4814814814814816,0.5787321063394683,0.5705705705705705,0.5826417704011065,0.5587384259259259,0.6728016359918201,0.6936936936936937,"[288, 163, 111, 78]",0.4033499877359619
50,40,5,2,balanced,0.3001383125864452,0.4753722794959907,0.564870259481038,0.5793650793650793,0.5885200553250345,0.565864833906071,0.6167664670658682,0.6476190476190476,"[291, 167, 105, 68]",0.397537282507494
500,None,5,2,balanced,0.297372060857538,0.4899882214369846,0.5813253012048194,0.515015015015015,0.5715767634854771,0.5736160188457008,0.6566265060240963,0.5945945945945946,"[283, 166, 111, 66]",0.39121051858138506
50,40,2,2,balanced,0.2987551867219916,0.501194743130227,0.5483234714003946,0.5412844036697247,0.5596473029045643,0.5985663082437275,0.6331360946745562,0.6192660550458715,"[279, 169, 109, 68]",0.38955510147798067
100,20,5,1,balanced,0.2897648686030425,0.486810551558753,0.5692771084337349,0.3852201257861635,0.5631051175656984,0.5845323741007195,0.6265060240963856,0.4433962264150943,"[278, 166, 106, 47]",0.3826329523779079
500,20,2,2,balanced,0.2835408022130013,0.4244604316546764,0.5011574074074074,0.3744855967078189,0.5608575380359614,0.5035971223021583,0.5555555555555556,0.4691358024691358,"[278, 144, 81, 38]",0.3766610820552729
50,20,2,1,balanced,0.2759336099585059,0.5096969696969698,0.6131687242798354,0.4598765432098765,0.5544605809128631,0.5806060606060607,0.6481481481481481,0.5509259259259259,"[275, 162, 108, 60]",0.3684859825679487
500,20,5,1,balanced,0.2697095435684644,0.4510869565217392,0.5384615384615384,0.4867424242424242,0.5541147994467497,0.5138888888888888,0.6048951048951049,0.5397727272727273,"[276, 143, 88, 48]",0.3628201834782492
100,20,2,2,balanced,0.2710926694329181,0.4012578616352201,0.5633074935400517,0.4024390243902439,0.5390733056708161,0.480188679245283,0.6291989664082688,0.4451219512195122,"[265, 129, 82, 37]",0.36076267319327315
500,20,5,2,balanced,0.2600276625172887,0.4311454311454311,0.5074074074074073,0.3568376068376068,0.5205739972337482,0.5102960102960103,0.5666666666666667,0.4102564102564102,"[259, 135, 78, 32]",0.3468187339267139
50,20,2,2,balanced,0.2489626556016595,0.4581699346405228,0.5333333333333333,0.5166666666666666,0.5140041493775933,0.5261437908496733,0.5814814814814815,0.5625,"[255, 135, 80, 45]",0.3354479832783748
