learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.001,16,he_uniform,0.27731673582295957,0.4662698412698413,0.504566210045662,0.34538152610441764,0.5089038727524205,0.5734126984126984,0.5616438356164384,0.3855421686746988,"[252, 146, 83, 32]"
0.0001,32,he_uniform,0.2503457814661132,0.42380952380952386,0.5109289617486339,0.3550724637681159,0.495850622406639,0.4897959183673469,0.5601092896174864,0.43478260869565216,"[245, 122, 69, 30]"
0.0001,64,glorot_uniform,0.2233748271092668,0.3616071428571429,0.4494949494949495,0.28846153846153844,0.4519363762102351,0.4267113095238095,0.5176767676767676,0.3269230769230769,"[224, 99, 52, 17]"
0.005,32,glorot_uniform,0.2800829875518671,0.48970398970398976,0.4648526077097505,0.4358974358974359,0.5144363762102352,0.5585585585585586,0.5306122448979592,0.5256410256410257,"[259, 147, 78, 41]"
0.005,16,he_uniform,0.29322268326417694,0.49610894941634254,0.42123287671232884,0.3135964912280701,0.5162517289073306,0.5599870298313878,0.5171232876712328,0.3815789473684211,"[257, 146, 76, 29]"
0.001,16,glorot_uniform,0.262793914246196,0.44712182061579653,0.5396825396825397,0.34177215189873417,0.4998271092669433,0.49665327978580986,0.6177248677248678,0.4050632911392405,"[249, 126, 79, 33]"
0.001,64,he_uniform,0.2849239280774548,0.47474747474747475,0.4920091324200913,0.31300813008130085,0.5329356846473029,0.5373737373737374,0.5582191780821918,0.4024390243902439,"[264, 146, 82, 33]"
0.001,32,glorot_uniform,0.27385892116182575,0.4785615491009682,0.5070921985815603,0.34325396825396826,0.4783886583679115,0.5729598893499309,0.5851063829787234,0.39285714285714285,"[241, 141, 84, 33]"
0.005,64,he_uniform,0.26279391424619614,0.4707112970711297,0.5318066157760813,0.3916666666666666,0.4757952973720609,0.5425383542538353,0.6068702290076335,0.45625,"[239, 131, 80, 37]"
0.001,64,glorot_uniform,0.28215767634854766,0.46734693877551015,0.538095238095238,0.4026217228464419,0.4941217150760719,0.5622448979591836,0.625,0.4606741573033708,"[245, 140, 89, 41]"
0.0001,16,glorot_uniform,0.258644536652835,0.4173177083333333,0.46981627296587924,0.3799019607843137,0.5094225449515907,0.48828125,0.531496062992126,0.4264705882352941,"[256, 127, 68, 29]"
0.0001,16,he_uniform,0.24757952973720562,0.4818688981868899,0.505089058524173,0.2972972972972973,0.4796853388658368,0.5431360828850368,0.5610687022900763,0.36486486486486486,"[239, 131, 74, 27]"
0.005,16,glorot_uniform,0.29460580912863055,0.501953125,0.4515765765765766,0.3568627450980392,0.5131396957123098,0.5693359375000001,0.5664414414414414,0.4235294117647059,"[256, 148, 85, 36]"
0.005,64,glorot_uniform,0.2745504840940524,0.4878048780487805,0.5689655172413792,0.3173758865248226,0.49706085753803597,0.5799457994579945,0.6344827586206897,0.39716312056737585,"[246, 145, 94, 38]"
0.0001,32,glorot_uniform,0.2489626556016594,0.46021947873799723,0.5025839793281652,0.30405405405405406,0.4835753803596127,0.5229766803840877,0.5697674418604651,0.4189189189189189,"[243, 129, 74, 31]"
0.005,32,he_uniform,0.2828492392807747,0.46841397849462363,0.4661835748792269,0.46753246753246736,0.4980982019363762,0.5530913978494625,0.5543478260869565,0.577922077922078,"[248, 138, 77, 45]"
0.001,32,he_uniform,0.2717842323651451,0.49000000000000005,0.5442890442890443,0.2880434782608695,0.5034578146611342,0.5626666666666666,0.6293706293706294,0.34782608695652173,"[250, 143, 92, 32]"
0.0001,64,he_uniform,0.21645919778699846,0.43608414239482196,0.48919753086419754,0.28961748633879786,0.4093188105117566,0.5210355987055016,0.5540123456790123,0.33333333333333337,"[206, 108, 61, 21]"
