Seed,Precision,Recall,F1,Precision_level3,Recall_level3,F1_level3,Precision_level2,Recall_level2,F1_level2,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.026281208935611037,0.022558037669732803,0.023653088042049936,,,,,,,0.2812089356110381,0.48130841121495327,0.5728155339805825,0.3389830508474576,0.2537388148426256,0.47546728971962615,0.5485436893203884,0.3305084745762712,"[214, 103, 59, 20]"
123,0.030223390275952694,0.024967148488830485,0.026500219010074464,,,,,,,0.2943495400788436,0.45089285714285715,0.5544554455445545,0.4107142857142857,0.2794568550153307,0.44419642857142855,0.5297029702970297,0.4017857142857143,"[224, 101, 56, 23]"
47899,0.035479632063074903,0.02885457731055629,0.03073441378303402,,,,,,,0.3035479632063075,0.5021645021645021,0.5,0.46551724137931033,0.2746688776255136,0.494949494949495,0.4841954022988506,0.45689655172413796,"[231, 116, 58, 27]"
2025,0.013140604467805518,0.012264564169951817,0.012483574244415242,,,,,,,0.22996057818659657,0.5428571428571428,0.45263157894736844,0.23255813953488372,0.21414440064242954,0.5357142857142857,0.4385964912280702,0.23255813953488372,"[175, 95, 43, 10]"
1,0.02102496714848883,0.017708528878042674,0.018506351292159436,,,,,,,0.3232588699080158,0.532520325203252,0.5114503816793893,0.23880597014925373,0.3012843376509605,0.5264227642276422,0.5025445292620865,0.23880597014925373,"[246, 131, 67, 16]"
20,0.01971090670170828,0.017958826106000875,0.018396846254927726,,,,,,,0.31274638633377133,0.4831932773109244,0.34782608695652173,0.375,0.2885348226018397,0.47619047619047616,0.3391304347826087,0.3625,"[238, 115, 40, 15]"
99,0.02102496714848883,0.015002190100744635,0.016732369689005697,,,,,,,0.3193166885676741,0.5390946502057613,0.5648854961832062,0.21621621621621623,0.2962345910769038,0.5329218106995884,0.5470737913486006,0.20270270270270271,"[243, 131, 74, 16]"
1020,0.01971090670170828,0.01478318002628121,0.01607533946561542,,,,,,,0.2812089356110381,0.48598130841121495,0.5,0.28846153846153844,0.2627463863337714,0.47897196261682246,0.4919871794871795,0.25641025641025644,"[214, 104, 52, 15]"
345,0.01971090670170828,0.01686377573368375,0.017739816031537452,,,,,,,0.27463863337713534,0.4688995215311005,0.4489795918367347,0.3409090909090909,0.25508416244290094,0.4601275917065391,0.4302721088435374,0.3181818181818182,"[209, 98, 44, 15]"
78,0.023653088042049936,0.019272886552781428,0.020586946999561977,,,,,,,0.2851511169513798,0.5299539170506913,0.5565217391304348,0.28125,0.2593673737563357,0.5276497695852534,0.5333333333333333,0.28125,"[217, 115, 64, 18]"
