Seed,Precision,Recall,F1,Precision_level3,Recall_level3,F1_level3,Precision_level2,Recall_level2,F1_level2,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.02365308804204994,0.06274638633377136,0.03362117514548526,0.06416995181778369,0.15407358738501972,0.08824854514736245,0.13074901445466466,0.26660096364432767,0.16802452912834007,0.2961016206745519,0.44299287410926363,0.47640791476407907,0.3674540682414698,0.5184526416786601,0.511243072050673,0.5616438356164383,0.41338582677165353,"[421, 219, 127, 54]"
123,0.027595269382391586,0.06875821287779238,0.03801815792617369,0.06745510293473507,0.15594768787935673,0.09104874538514482,0.13140604467805497,0.2893561103810775,0.17427257368124666,0.2899693385895754,0.45273023634881815,0.4964234620886981,0.39615384615384613,0.5093016707339966,0.552159739201304,0.5418454935622318,0.4512820512820513,"[409, 233, 130, 61]"
47899,0.024967148488830485,0.06618484450284713,0.035501533070521236,0.0685501533070522,0.1586305612915337,0.09266430022014772,0.1403854577310553,0.2967273637444465,0.1819671276307283,0.3017958826106006,0.47203065134099603,0.47638326585695007,0.36519607843137253,0.5369016331894124,0.5524904214559387,0.5253036437246964,0.41544117647058826,"[435, 247, 136, 57]"
2025,0.02014892685063514,0.05147258202448741,0.02788311119454352,0.057161629434954044,0.13706901946060948,0.07833905034956279,0.13512921594393312,0.27336837494524746,0.17222430803245536,0.25799386771791566,0.5138169257340242,0.4129129129129129,0.35416666666666663,0.4801060634503473,0.5593264248704664,0.4857357357357357,0.39136904761904756,"[386, 222, 112, 45]"
1,0.020148926850635143,0.05469776609724048,0.0287540317763708,0.06285589137100314,0.14785526562793316,0.08540046608377748,0.12833990363556702,0.2782210124522871,0.16853868135077085,0.27639071397284326,0.4711538461538461,0.47037037037037044,0.30107526881720426,0.5095081659470622,0.5322115384615385,0.5314814814814814,0.36693548387096775,"[416, 225, 124, 46]"
20,0.01576872536136663,0.038801284859103516,0.02144421500531882,0.053876478318002664,0.12826690027741278,0.07363744446530253,0.12308366184844488,0.257161629434954,0.15914523496652289,0.28646517739816085,0.43364928909952605,0.4222222222222222,0.2993827160493827,0.5231858665498613,0.48530805687203793,0.4968253968253968,0.3101851851851852,"[422, 210, 108, 36]"
99,0.021901007446342543,0.054862023653088045,0.03046743007321194,0.07074025405168649,0.1702490457418184,0.09765972091859083,0.1456416995181775,0.3146079719667105,0.19171724756481662,0.2987297415681131,0.48858447488584494,0.4869281045751633,0.2884160756501182,0.5428983376092443,0.567351598173516,0.5379084967320261,0.34397163120567376,"[438, 255, 141, 50]"
1020,0.021462987297415692,0.052343407796758654,0.02930980539390526,0.0650459921156374,0.14038545773105562,0.08538264188724105,0.12352168199737171,0.25689881734559794,0.16035083328118827,0.2728865527814285,0.4418316831683168,0.4921752738654147,0.3415300546448088,0.49570688108795863,0.5129950495049505,0.5496870109546166,0.3797814207650273,"[404, 213, 122, 48]"
345,0.022339027595269387,0.05759964958388085,0.031449846692947876,0.05891371003066146,0.1384143670608848,0.08090232150678925,0.12352168199737168,0.25617608409986864,0.1597344763573412,0.28208497590889203,0.4333333333333333,0.4559294871794872,0.35250737463126847,0.48999436831237086,0.5132911392405063,0.5296474358974359,0.4218289085545722,"[395, 208, 113, 49]"
78,0.02058694699956199,0.05540954883924661,0.029391151992991672,0.06679807271134479,0.15612289593892748,0.09031975470871659,0.13074901445466472,0.2603153745072273,0.16577498279206573,0.26894437144108685,0.48560209424083756,0.49768518518518523,0.312,0.4671990697286361,0.5494265769134878,0.5725308641975309,0.356,"[382, 216, 125, 46]"
