learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
0.005,64,he_uniform,0.3125864453665281,0.4696969696969698,0.5925925925925926,0.3582554517133955,0.553250345781466,0.5498181818181818,0.6906318082788672,0.4345794392523364,"[275, 153, 107, 47]",0.3994714956760744
0.001,16,glorot_uniform,0.3015214384508988,0.4731379731379732,0.587719298245614,0.3215488215488215,0.5491009681881052,0.5483516483516483,0.6469298245614036,0.404040404040404,"[273, 152, 99, 41]",0.3892813367967703
0.001,64,he_uniform,0.2980636237897648,0.5102657004830917,0.5050813008130082,0.3097643097643098,0.5518672199170125,0.5905797101449275,0.5955284552845529,0.3636363636363636,"[276, 164, 99, 37]",0.387070417875073
0.005,64,glorot_uniform,0.2946058091286302,0.4876543209876544,0.5861297539149888,0.3213058419243985,0.5435684647302904,0.5462962962962963,0.6364653243847874,0.4175257731958763,"[270, 149, 97, 41]",0.3821124851074315
0.005,16,he_uniform,0.2973720608575378,0.5363984674329502,0.5833333333333334,0.3177570093457944,0.520746887966805,0.60727969348659,0.6625,0.3925233644859813,"[261, 160, 107, 42]",0.37856493968846333
0.001,32,glorot_uniform,0.2897648686030428,0.4759188846641318,0.532183908045977,0.3467432950191571,0.5276625172890733,0.5475285171102662,0.5942528735632184,0.4310344827586206,"[263, 145, 87, 38]",0.3740957609883615
0.001,64,glorot_uniform,0.2856154910096816,0.4949685534591195,0.5642701525054465,0.3571428571428571,0.533195020746888,0.5716981132075472,0.6328976034858388,0.4336734693877551,"[265, 153, 98, 43]",0.37197558035213607
0.0001,16,he_uniform,0.2828492392807743,0.4179389312977099,0.5012919896640826,0.3504273504273504,0.5238589211618258,0.4893129770992366,0.5994832041343668,0.4230769230769231,"[262, 129, 78, 33]",0.3673524196402685
0.005,32,he_uniform,0.2897648686030427,0.4879999999999999,0.5977777777777779,0.3349673202614379,0.4989626556016597,0.5948,0.67,0.4117647058823529,"[250, 150, 102, 42]",0.3666205220466381
0.001,16,he_uniform,0.2821576763485476,0.5118577075098816,0.5144444444444444,0.3864468864468864,0.5117565698478561,0.5889328063241107,0.5955555555555556,0.445054945054945,"[253, 150, 91, 41]",0.3637572830974307
0.0001,16,glorot_uniform,0.2780082987551863,0.4272844272844273,0.5594315245478036,0.3065134099616858,0.5197095435684648,0.4942084942084942,0.6614987080103358,0.3793103448275862,"[259, 129, 87, 33]",0.3622422826432989
0.005,32,glorot_uniform,0.2793914246196404,0.4149933065595716,0.5433604336043361,0.3658536585365853,0.4986168741355463,0.4879518072289157,0.6598915989159893,0.4207317073170731,"[249, 123, 82, 35]",0.3581177193791302
0.001,32,he_uniform,0.2731673582295988,0.5019762845849802,0.5844748858447488,0.3642611683848797,0.5065698478561549,0.5770750988142292,0.658675799086758,0.4123711340206185,"[253, 146, 97, 41]",0.35493585792138566
0.005,16,glorot_uniform,0.2738589211618254,0.4598639455782313,0.5284237726098192,0.3249999999999999,0.4920470262793914,0.5224489795918368,0.6098191214470284,0.40625,"[245, 129, 80, 33]",0.3518747131496864
0.0001,64,he_uniform,0.2461964038727521,0.3831258644536653,0.4378787878787878,0.2573099415204678,0.483402489626556,0.4522821576763485,0.5136363636363637,0.3216374269005848,"[241, 110, 57, 19]",0.32623940532142903
0.0001,32,he_uniform,0.2461964038727521,0.446078431372549,0.4820936639118457,0.3067632850241546,0.4761410788381742,0.5029411764705882,0.5550964187327824,0.3840579710144927,"[238, 121, 69, 27]",0.3245691221950979
0.0001,32,glorot_uniform,0.2420470262793912,0.4942028985507247,0.5483460559796437,0.3065843621399177,0.4605809128630705,0.5673913043478261,0.6055979643765904,0.345679012345679,"[230, 131, 81, 29]",0.317329369098572
0.0001,64,glorot_uniform,0.2413554633471642,0.4290935672514619,0.5028735632183909,0.3019323671497584,0.4595435684647302,0.5030701754385966,0.5876436781609196,0.3405797101449275,"[228, 116, 69, 24]",0.31648881182869404
