learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.001,64,glorot_uniform,0.3063623789764869,0.43381468110709986,0.5057870370370371,0.3122605363984674,0.5554979253112033,0.5102286401925391,0.5891203703703705,0.3448275862068966,"[277, 144, 87, 30]"
0.005,64,glorot_uniform,0.2994467496542187,0.4535623409669212,0.5260047281323877,0.33888888888888885,0.5235131396957123,0.5343511450381679,0.6264775413711584,0.39444444444444443,"[262, 141, 90, 36]"
0.001,64,he_uniform,0.3125864453665285,0.47962962962962963,0.5398322851153039,0.34006734006734,0.5428769017980637,0.578395061728395,0.610062893081761,0.3939393939393939,"[270, 159, 99, 39]"
0.001,16,glorot_uniform,0.2911479944674962,0.4695817490494296,0.5093896713615023,0.26966292134831454,0.5293914246196404,0.5326362484157161,0.6150234741784038,0.30711610486891383,"[263, 142, 89, 29]"
0.001,32,he_uniform,0.3181189488243427,0.4495848161328589,0.562358276643991,0.3333333333333333,0.5618948824343016,0.5148279952550415,0.6587301587301588,0.37755102040816324,"[281, 147, 98, 37]"
0.0001,16,he_uniform,0.27731673582295974,0.4784313725490197,0.5657276995305164,0.30978260869565216,0.5122752420470263,0.5503267973856208,0.6349765258215961,0.3351449275362319,"[255, 142, 92, 32]"
0.0001,32,he_uniform,0.26970954356846455,0.3661518661518662,0.46153846153846145,0.34656084656084657,0.5221300138312587,0.4453024453024453,0.5256410256410257,0.3968253968253968,"[259, 117, 63, 25]"
0.0001,64,he_uniform,0.26071922544951553,0.3748271092669433,0.4737654320987654,0.211864406779661,0.480463347164592,0.43706777316735823,0.5370370370370371,0.23728813559322035,"[241, 108, 59, 14]"
0.005,64,he_uniform,0.3029045643153525,0.45972738537794305,0.5966666666666667,0.3431372549019608,0.5416666666666667,0.5439900867410161,0.6622222222222223,0.3709150326797385,"[269, 150, 102, 39]"
0.001,32,glorot_uniform,0.28077455048409405,0.4614379084967319,0.465962441314554,0.24099099099099103,0.5086445366528355,0.5509803921568628,0.5152582159624413,0.2905405405405405,"[255, 142, 74, 22]"
0.005,16,glorot_uniform,0.2918395573997234,0.4745547073791349,0.5777027027027026,0.3215488215488216,0.52783540802213,0.5534351145038168,0.6565315315315314,0.3973063973063973,"[262, 148, 99, 40]"
0.001,16,he_uniform,0.29391424619640366,0.5012437810945273,0.564755838641189,0.2607260726072607,0.5369986168741356,0.5746268656716418,0.6369426751592356,0.3003300330033003,"[268, 157, 101, 31]"
0.005,16,he_uniform,0.2828492392807744,0.48066666666666674,0.5449172576832151,0.36174242424242425,0.5022475795297372,0.556,0.6146572104018911,0.45833333333333326,"[250, 141, 88, 41]"
0.0001,16,glorot_uniform,0.27731673582295985,0.3981841763942931,0.4173553719008264,0.271505376344086,0.5143499308437068,0.4643320363164721,0.5,0.3225806451612903,"[257, 121, 62, 20]"
0.0001,64,glorot_uniform,0.24481327800829866,0.3603042876901799,0.46788990825688076,0.3017241379310345,0.48443983402489627,0.4412171507607192,0.5321100917431193,0.3275862068965517,"[241, 109, 58, 19]"
0.0001,32,glorot_uniform,0.24827109266943267,0.4403292181069959,0.5147849462365591,0.3023809523809524,0.48997233748271096,0.5041152263374485,0.5470430107526882,0.37142857142857144,"[243, 124, 70, 26]"
0.005,32,glorot_uniform,0.32295988934993075,0.4975031210986269,0.49783549783549785,0.3387096774193548,0.530774550484094,0.5692883895131086,0.5995670995670996,0.41756272401433686,"[267, 154, 93, 40]"
0.005,32,he_uniform,0.32019363762102365,0.5049382716049383,0.5416666666666666,0.29874213836477986,0.5418395573997234,0.6030864197530864,0.6300813008130081,0.3490566037735849,"[270, 164, 106, 37]"
