learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.005,64,glorot_uniform,0.2704011065006914,0.476478494623656,0.5775462962962963,0.3620071684587814,0.4931304748732135,0.5776209677419355,0.6423611111111112,0.43010752688172044,"[248, 144, 93, 40]"
0.0001,16,glorot_uniform,0.2482710926694326,0.4778699861687414,0.5047961630695443,0.35042735042735046,0.48362148455509446,0.5738589211618258,0.5611510791366906,0.391025641025641,"[241, 139, 78, 31]"
0.0001,64,glorot_uniform,0.22130013831258624,0.38669590643274854,0.3818770226537217,0.3439716312056738,0.4531005071461503,0.44956140350877194,0.4563106796116505,0.40425531914893614,"[228, 103, 47, 19]"
0.001,64,glorot_uniform,0.2842323651452281,0.4306615776081426,0.5239808153477218,0.29563492063492064,0.5268441678192715,0.5288167938931299,0.6007194244604317,0.3392857142857143,"[262, 139, 84, 29]"
0.005,16,he_uniform,0.2925311203319502,0.44109772423025434,0.5404411764705883,0.35465116279069764,0.5006800368833564,0.5374354561101549,0.6286764705882353,0.4186046511627907,"[249, 136, 86, 36]"
0.001,16,glorot_uniform,0.28561549100968164,0.43284493284493286,0.5452380952380952,0.33333333333333326,0.5468994928538495,0.5075091575091576,0.6071428571428571,0.4117647058823529,"[273, 140, 85, 35]"
0.001,64,he_uniform,0.2738589211618254,0.47769028871391084,0.5287356321839081,0.3411764705882353,0.5117680958967266,0.5708661417322834,0.5827586206896552,0.43529411764705883,"[254, 145, 85, 37]"
0.0001,16,he_uniform,0.2586445366528351,0.4653333333333333,0.5641975308641974,0.2528735632183908,0.4983287229137851,0.5330666666666666,0.6333333333333333,0.3103448275862069,"[250, 135, 87, 27]"
0.005,16,glorot_uniform,0.267634854771784,0.439521800281294,0.4921259842519685,0.3145539906103287,0.47370908252650995,0.5256680731364275,0.5551181102362205,0.3591549295774648,"[237, 127, 71, 26]"
0.001,32,he_uniform,0.26556016597510346,0.46362433862433866,0.5335820895522387,0.31300813008130085,0.5050599354541263,0.5248015873015873,0.6082089552238806,0.3780487804878049,"[252, 134, 82, 31]"
0.0001,32,he_uniform,0.24688796680497885,0.4275668073136429,0.5454545454545454,0.4025974025974026,0.47101198709082526,0.5084388185654009,0.6322314049586777,0.4675324675324675,"[237, 121, 77, 36]"
0.005,64,he_uniform,0.2863070539419086,0.43407960199004975,0.5000000000000001,0.3273092369477912,0.5397533425541725,0.5179904051172707,0.5815602836879432,0.37349397590361444,"[268, 141, 83, 31]"
0.001,16,he_uniform,0.30567081604425994,0.45186522262334544,0.5151515151515151,0.350187265917603,0.5564084831719686,0.5525270758122744,0.5681818181818182,0.4101123595505618,"[277, 154, 89, 37]"
0.005,32,he_uniform,0.29598893499308415,0.5161290322580645,0.4547461368653421,0.39803921568627454,0.4934186260949746,0.6058467741935484,0.5529801324503312,0.4588235294117647,"[248, 151, 85, 39]"
0.001,32,glorot_uniform,0.2876901798063624,0.4800514800514801,0.5551876379690949,0.3705673758865248,0.5249423697556478,0.5743243243243243,0.6192052980132451,0.425531914893617,"[259, 151, 94, 40]"
0.0001,32,glorot_uniform,0.23789764868603017,0.38244047619047616,0.5480769230769231,0.20646766169154226,0.44778699861687415,0.459077380952381,0.6442307692307693,0.22388059701492538,"[224, 104, 67, 16]"
0.005,32,glorot_uniform,0.31258644536652835,0.4874213836477988,0.5288888888888889,0.2966666666666667,0.531857999077916,0.559119496855346,0.6577777777777778,0.36,"[265, 150, 100, 37]"
0.0001,64,he_uniform,0.22614107883817408,0.4133627019089574,0.4642857142857143,0.2385057471264368,0.45118718303365607,0.4933920704845815,0.5133928571428571,0.29310344827586204,"[227, 112, 58, 17]"
