learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
0.001,32,he_uniform,0.3181189488243427,0.4495848161328589,0.562358276643991,0.3333333333333333,0.5618948824343016,0.5148279952550415,0.6587301587301588,0.3775510204081632,"[281, 147, 98, 37]",0.40624227256546735
0.005,32,he_uniform,0.3201936376210236,0.5049382716049383,0.5416666666666666,0.2987421383647798,0.5418395573997234,0.6030864197530864,0.6300813008130081,0.3490566037735849,"[270, 164, 106, 37]",0.40252180517620856
0.005,32,glorot_uniform,0.3229598893499307,0.4975031210986269,0.4978354978354978,0.3387096774193548,0.530774550484094,0.5692883895131086,0.5995670995670996,0.4175627240143368,"[267, 154, 93, 40]",0.40157426500781185
0.001,64,he_uniform,0.3125864453665285,0.4796296296296296,0.5398322851153039,0.34006734006734,0.5428769017980637,0.578395061728395,0.610062893081761,0.3939393939393939,"[270, 159, 99, 39]",0.396734615380315
0.001,64,glorot_uniform,0.3063623789764869,0.4338146811070998,0.5057870370370371,0.3122605363984674,0.5554979253112033,0.5102286401925391,0.5891203703703705,0.3448275862068966,"[277, 144, 87, 30]",0.39492169454421355
0.005,64,he_uniform,0.3029045643153525,0.459727385377943,0.5966666666666667,0.3431372549019608,0.5416666666666667,0.5439900867410161,0.6622222222222223,0.3709150326797385,"[269, 150, 102, 39]",0.38853633572159657
0.005,64,glorot_uniform,0.2994467496542187,0.4535623409669212,0.5260047281323877,0.3388888888888888,0.5235131396957123,0.5343511450381679,0.6264775413711584,0.3944444444444444,"[262, 141, 90, 36]",0.38097678905587146
0.001,16,he_uniform,0.2939142461964036,0.5012437810945273,0.564755838641189,0.2607260726072607,0.5369986168741356,0.5746268656716418,0.6369426751592356,0.3003300330033003,"[268, 157, 101, 31]",0.37989914635290467
0.005,16,glorot_uniform,0.2918395573997234,0.4745547073791349,0.5777027027027026,0.3215488215488216,0.52783540802213,0.5534351145038168,0.6565315315315314,0.3973063973063973,"[262, 148, 99, 40]",0.3758642348624154
0.001,16,glorot_uniform,0.2911479944674962,0.4695817490494296,0.5093896713615023,0.2696629213483145,0.5293914246196404,0.5326362484157161,0.6150234741784038,0.3071161048689138,"[263, 142, 89, 29]",0.375682747180562
0.005,16,he_uniform,0.2828492392807744,0.4806666666666667,0.5449172576832151,0.3617424242424242,0.5022475795297372,0.556,0.6146572104018911,0.4583333333333332,"[250, 141, 88, 41]",0.36189255234998885
0.001,32,glorot_uniform,0.280774550484094,0.4614379084967319,0.465962441314554,0.240990990990991,0.5086445366528355,0.5509803921568628,0.5152582159624413,0.2905405405405405,"[255, 142, 74, 22]",0.3618216064494983
0.0001,16,glorot_uniform,0.2773167358229598,0.3981841763942931,0.4173553719008264,0.271505376344086,0.5143499308437068,0.4643320363164721,0.5,0.3225806451612903,"[257, 121, 62, 20]",0.36034823720170583
0.0001,16,he_uniform,0.2773167358229597,0.4784313725490197,0.5657276995305164,0.3097826086956521,0.5122752420470263,0.5503267973856208,0.6349765258215961,0.3351449275362319,"[255, 142, 92, 32]",0.3598377439209239
0.0001,32,he_uniform,0.2697095435684645,0.3661518661518662,0.4615384615384614,0.3465608465608465,0.5221300138312587,0.4453024453024453,0.5256410256410257,0.3968253968253968,"[259, 117, 63, 25]",0.3556868216492415
0.0001,64,he_uniform,0.2607192254495155,0.3748271092669433,0.4737654320987654,0.211864406779661,0.480463347164592,0.4370677731673582,0.5370370370370371,0.2372881355932203,"[241, 108, 59, 14]",0.3380166678442752
0.0001,32,glorot_uniform,0.2482710926694326,0.4403292181069959,0.5147849462365591,0.3023809523809524,0.4899723374827109,0.5041152263374485,0.5470430107526882,0.3714285714285714,"[243, 124, 70, 26]",0.32955516469563106
0.0001,64,glorot_uniform,0.2448132780082986,0.3603042876901799,0.4678899082568807,0.3017241379310345,0.4844398340248962,0.4412171507607192,0.5321100917431193,0.3275862068965517,"[241, 109, 58, 19]",0.3252569013652218
