learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.001,64,glorot_uniform,0.2966804979253108,0.4201787994891442,0.6029411764705882,0.4166666666666667,0.5275414937759335,0.5089399744572158,0.6727941176470589,0.5163043478260869,"[261, 136, 92, 49]"
0.001,16,glorot_uniform,0.2925311203319499,0.4539141414141413,0.5316901408450703,0.2481481481481481,0.5301175656984786,0.5359848484848485,0.6267605633802817,0.3111111111111111,"[264, 142, 90, 28]"
0.005,64,glorot_uniform,0.2863070539419086,0.4285714285714286,0.5097323600973237,0.3916666666666666,0.5408022130013831,0.500125313283208,0.5766423357664233,0.4875,"[266, 137, 80, 39]"
0.001,32,he_uniform,0.2828492392807746,0.4364779874213837,0.4830917874396134,0.3290043290043289,0.5344052558782849,0.5135849056603773,0.5579710144927537,0.3896103896103896,"[265, 138, 77, 30]"
0.001,32,glorot_uniform,0.2856154910096816,0.4259974259974259,0.5209876543209876,0.2860082304526748,0.5218706777316736,0.5193050193050193,0.6,0.3580246913580246,"[259, 135, 81, 29]"
0.001,64,he_uniform,0.2849239280774549,0.4474358974358973,0.5460992907801419,0.3524904214559387,0.5228734439834025,0.5391025641025642,0.6063829787234043,0.4022988505747126,"[260, 141, 87, 35]"
0.001,16,he_uniform,0.2786998616874134,0.4385964912280702,0.5523809523809523,0.3277153558052434,0.537396265560166,0.518796992481203,0.625,0.3651685393258427,"[266, 140, 89, 33]"
0.0001,16,he_uniform,0.2738589211618255,0.380952380952381,0.5182072829131652,0.3738095238095238,0.5250691562932226,0.4567567567567567,0.5798319327731093,0.4357142857142857,"[259, 119, 70, 31]"
0.005,16,he_uniform,0.2752420470262795,0.4276228419654715,0.5593434343434343,0.3354166666666667,0.510027662517289,0.5212483399734394,0.5984848484848485,0.375,"[251, 132, 80, 30]"
0.005,16,glorot_uniform,0.2683264177040108,0.4318181818181818,0.5971128608923886,0.3958333333333332,0.4876037344398339,0.518595041322314,0.6889763779527559,0.4602272727272727,"[242, 127, 88, 41]"
0.0001,64,he_uniform,0.2607192254495156,0.3537549407114625,0.546969696969697,0.2095959595959595,0.5096300138312586,0.427536231884058,0.5909090909090909,0.25,"[253, 110, 66, 17]"
0.005,64,he_uniform,0.2669432918395573,0.4476987447698745,0.5520833333333334,0.3008130081300813,0.4809820193637621,0.5271966527196653,0.6328125,0.3597560975609756,"[239, 128, 82, 30]"
0.005,32,he_uniform,0.2641770401106497,0.462431693989071,0.5826972010178116,0.3411764705882353,0.4900069156293222,0.5317622950819673,0.6374045801526718,0.4,"[244, 131, 85, 34]"
0.005,32,glorot_uniform,0.259336099585062,0.4605442176870748,0.562015503875969,0.3012048192771084,0.4940871369294605,0.5244897959183673,0.6317829457364341,0.3493975903614458,"[245, 129, 83, 29]"
0.0001,32,he_uniform,0.2448132780082986,0.3651761517615176,0.5,0.360655737704918,0.4992219917012447,0.420460704607046,0.5761904761904761,0.4016393442622951,"[246, 105, 61, 25]"
0.0001,16,glorot_uniform,0.2503457814661132,0.4830508474576271,0.5194647201946472,0.3293172690763052,0.475155601659751,0.5755649717514123,0.5985401459854015,0.3855421686746988,"[236, 137, 83, 32]"
0.0001,32,glorot_uniform,0.2378976486860302,0.4356223175965664,0.5896358543417366,0.3185654008438818,0.4671507607192254,0.5064377682403434,0.6512605042016807,0.3670886075949367,"[233, 119, 79, 30]"
0.0001,64,glorot_uniform,0.2337482710926691,0.3333333333333332,0.4783333333333333,0.3148148148148148,0.4811203319502075,0.4114365411436541,0.535,0.3333333333333333,"[239, 100, 54, 18]"
