Seed,Precision,Recall,F1,Precision_level3,Recall_level3,F1_level3,Precision_level2,Recall_level2,F1_level2,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.026281208935611033,0.06756460797196671,0.03686252424754396,0.08059570740254066,0.1894176417829506,0.10909830423628056,0.1489268506351289,0.30217132845253736,0.19011013078030167,0.3017958826106008,0.48352490421455935,0.5481029810298105,0.3290870488322718,0.5321934380410072,0.5538040503557745,0.6090785907859079,0.36411889596602975,"[435, 246, 157, 59]"
123,0.02321506789312309,0.05951598773543584,0.03235205442826993,0.07752956636005272,0.18448470058194105,0.10642638132782682,0.14542268944371403,0.3154527251110694,0.1917172475648167,0.31449846692947914,0.4782448377581122,0.5308880308880309,0.2943722943722944,0.5632860897315562,0.5562684365781712,0.5723938223938224,0.3344155844155844,"[452, 259, 154, 52]"
47899,0.02014892685063514,0.05227770477441963,0.028211626306238656,0.06811213315812537,0.1632501095050372,0.09330454915211812,0.13666228646517717,0.2981947312433515,0.18047368750391102,0.29391151992991726,0.4773082942097026,0.48770491803278687,0.28822055137844615,0.5300784264647602,0.5526212832550861,0.5382513661202185,0.32080200501253137,"[426, 244, 133, 45]"
2025,0.01576872536136663,0.04201864714348289,0.02221387898129028,0.0626368812965397,0.13619297916275577,0.08244790688943116,0.1309680245291281,0.2687691633815156,0.16814446321673673,0.27244853263250135,0.4846547314578004,0.46,0.24501424501424499,0.47833312475231005,0.5589514066496164,0.5007407407407407,0.2948717948717949,"[391, 225, 117, 35]"
1,0.020586946999561994,0.04893050080303694,0.02762143681985995,0.06964520367936937,0.16018761863045702,0.09442576696190358,0.13469119579500624,0.28571115699893623,0.17607888534301164,0.2934734997809906,0.46816037735849064,0.5134180790960453,0.286231884057971,0.5210645975429155,0.5420990566037736,0.5603813559322034,0.33212560386473433,"[424, 236, 138, 47]"
20,0.021024967148488845,0.05409548839246605,0.029485013453476,0.06504599211563739,0.15089794130530004,0.08835492146924469,0.14367060884800678,0.2994086727989487,0.1867603195461279,0.30223390275952733,0.48003072196620594,0.45257452574525747,0.31216931216931215,0.5339908850092819,0.5578341013824886,0.49525745257452575,0.37169312169312163,"[434, 246, 126, 48]"
99,0.02233902759526939,0.06074400851010575,0.03195669857956323,0.07161629434954019,0.168496965146111,0.09744696827482632,0.1515549715286899,0.3118703460359176,0.19454977786121022,0.30442400350416166,0.5011600928074247,0.46062992125984265,0.2966903073286052,0.5286496464551655,0.5757927300850735,0.5328083989501312,0.3617021276595745,"[431, 254, 141, 51]"
1020,0.025405168637757335,0.06643827044615482,0.035811275890119516,0.06395094174332028,0.1518521994868907,0.08685939553219447,0.1316250547525183,0.2877135348226018,0.17286673758421472,0.2816469557599656,0.4738154613466335,0.4620886981402003,0.4071038251366121,0.49860094278622535,0.5634247714048213,0.5164520743919886,0.43715846994535523,"[401, 233, 122, 58]"
345,0.024967148488830485,0.06800262812089355,0.0358550779050122,0.0727113447218573,0.17893123083661847,0.10131406044678053,0.15724923346473904,0.3194042925974595,0.20135786246167328,0.3162505475251869,0.4966139954853274,0.4762820512820513,0.3299319727891156,0.554046471851991,0.5726109857035365,0.5525641025641025,0.38095238095238093,"[443, 260, 147, 57]"
78,0.01708278580814718,0.04396627244853263,0.02376685950930366,0.07314936487078418,0.16948251048119642,0.09892997935047866,0.141261498028909,0.2795006570302234,0.17859332957887508,0.28821725799386827,0.4840686274509805,0.5290780141843971,0.2297619047619048,0.4990102830444486,0.5590277777777778,0.5851063829787234,0.275,"[408, 235, 140, 39]"
