learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
0.005,32,glorot_uniform,0.3340248962655602,0.4733333333333336,0.4588607594936709,0.3148148148148148,0.5600795297372061,0.5681818181818182,0.5590717299578059,0.3944444444444444,"[275, 158, 90, 36]",0.4184757426094101
0.005,64,glorot_uniform,0.3243430152143844,0.4964912280701754,0.5525252525252525,0.3333333333333333,0.5755532503457815,0.5681286549707603,0.6282828282828283,0.4252336448598131,"[285, 165, 107, 46]",0.414884879019668
0.005,32,he_uniform,0.3278008298755188,0.4849033816425122,0.4927983539094649,0.3246527777777777,0.561289764868603,0.5782004830917875,0.5730452674897119,0.4010416666666667,"[276, 162, 96, 40]",0.4138863954072422
0.001,16,he_uniform,0.3208852005532501,0.4699157641395908,0.4741935483870967,0.3071161048689138,0.5638831258644535,0.5518050541516245,0.5634408602150537,0.3707865168539326,"[277, 155, 89, 34]",0.4090149805977237
0.001,64,glorot_uniform,0.3132780082987551,0.4954022988505748,0.4906832298136645,0.3478260869565217,0.5877420470262794,0.5470689655172414,0.5590062111801242,0.4565217391304347,"[290, 161, 92, 42]",0.4087071243256713
0.001,16,glorot_uniform,0.3112033195020745,0.4703703703703703,0.5098684210526315,0.3315412186379928,0.5483229598893499,0.5596296296296296,0.6041666666666666,0.3924731182795699,"[270, 152, 93, 37]",0.3970557488889991
0.005,64,he_uniform,0.3070539419087136,0.4555961070559611,0.493006993006993,0.2947154471544715,0.5520401106500691,0.5200729927007299,0.5629370629370629,0.4268292682926829,"[274, 143, 82, 35]",0.3946159132680711
0.001,32,he_uniform,0.304979253112033,0.4666666666666667,0.511904761904762,0.338768115942029,0.5554979253112033,0.5433333333333334,0.5833333333333333,0.4021739130434782,"[275, 154, 92, 38]",0.3937706812332579
0.0001,16,glorot_uniform,0.2959889349930841,0.4881376037959667,0.4978070175438597,0.2897727272727272,0.5680325034578148,0.5382562277580071,0.5657894736842105,0.375,"[281, 152, 88, 33]",0.3891832499929077
0.005,16,glorot_uniform,0.3022130013831257,0.5006172839506173,0.5199161425576521,0.3676975945017182,0.5460753803596127,0.5777777777777777,0.5974842767295597,0.4278350515463917,"[270, 159, 97, 42]",0.38909192494389183
0.001,32,glorot_uniform,0.2987551867219916,0.457107843137255,0.5163170163170163,0.4176029962546817,0.5558437067773168,0.515625,0.6107226107226107,0.5112359550561798,"[272, 143, 89, 47]",0.38862954695982327
0.001,64,he_uniform,0.3022130013831258,0.427860696517413,0.5024691358024691,0.2541666666666667,0.5389868603042877,0.4990671641791044,0.5802469135802468,0.33125,"[268, 135, 80, 27]",0.38727737408771745
0.005,16,he_uniform,0.297372060857538,0.4674479166666667,0.4954022988505747,0.289272030651341,0.5165110650069157,0.5550130208333334,0.5862068965517241,0.3735632183908046,"[256, 145, 87, 33]",0.37743984357382676
0.0001,16,he_uniform,0.2876901798063622,0.4433962264150943,0.5458937198067634,0.2790697674418604,0.5392461964038727,0.5132075471698113,0.6074879227053139,0.3430232558139535,"[265, 138, 86, 30]",0.3752062181961296
0.0001,32,glorot_uniform,0.2773167358229596,0.4483660130718955,0.5632603406326034,0.2722222222222222,0.5178941908713692,0.5313725490196078,0.6532846715328468,0.3333333333333333,"[255, 137, 90, 31]",0.3612141676954781
0.0001,32,he_uniform,0.2662517289073302,0.3891076115485564,0.5536723163841809,0.3468468468468468,0.5102869986168742,0.4625984251968504,0.6228813559322034,0.4459459459459459,"[254, 118, 74, 33]",0.349924068961365
0.0001,64,he_uniform,0.2697095435684646,0.3821138211382114,0.4472222222222222,0.2153846153846154,0.4942946058091286,0.4857723577235772,0.5138888888888888,0.2461538461538461,"[246, 120, 65, 16]",0.3489927970410683
0.0001,64,glorot_uniform,0.2600276625172888,0.3631436314363144,0.4459459459459459,0.2796610169491525,0.496109958506224,0.4467479674796748,0.527027027027027,0.3305084745762712,"[246, 111, 59, 20]",0.3412138459327131
