#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1
19,128,128,3,2,32,128,0.1,1e-05,0.001,0.4944674965421852,0.7422480620155036,0.8134502923976606,0.6342239185750635,0.7019363762102351,0.8270348837209303,0.9070175438596492,0.8301526717557252,"[344, 285, 262, 219]",0.1535269709543569,0.4412171507607192,0.2262793914246197,0.5802133051911191
20,64,128,2,2,32,128,0.2,0.0001,0.001,0.4709543568464731,0.7909090909090909,0.8090277777777777,0.6284461152882206,0.6773858921161827,0.8671717171717173,0.9114583333333334,0.8157894736842105,"[330, 288, 266, 218]",0.1524896265560167,0.4398340248962656,0.2250345781466113,0.5556155284927677
18,128,128,2,2,32,128,0.1,1e-05,0.001,0.451936376210235,0.7915407854984896,0.7890442890442894,0.6524547803617573,0.6761756569847855,0.8610271903323263,0.8933566433566433,0.8197674418604651,"[331, 286, 258, 212]",0.1479944674965423,0.4311894882434301,0.2193637621023513,0.5417695532132504
14,64,128,2,2,64,128,0.1,1e-05,0.001,0.5027662517289071,0.7641025641025643,0.8002364066193857,0.5787760416666666,0.6649377593360996,0.8661538461538462,0.8971631205673759,0.783203125,"[325, 282, 256, 202]",0.1407330567081607,0.406984785615491,0.2079529737206085,0.5725907622592173
18,64,64,4,2,32,128,0.1,0.0001,0.001,0.510027662517289,0.7531249999999997,0.7582070707070708,0.5843621399176953,0.6526625172890734,0.821875,0.9109848484848484,0.8045267489711934,"[320, 264, 243, 197]",0.1365836791147997,0.3959197786998616,0.2020746887966805,0.572596111822384
16,64,64,3,2,64,128,0.1,0.0001,0.001,0.5145228215767631,0.7361546499477535,0.7480916030534351,0.5663780663780663,0.6536998616874137,0.8197492163009404,0.8740458015267175,0.816017316017316,"[319, 262, 231, 190]",0.1320885200553254,0.3824343015214384,0.1952973720608576,0.5758208638098985
25,128,128,4,2,32,64,0.1,0.0001,0.001,0.4792531120331948,0.7359307359307361,0.7956577266922094,0.5776836158192089,0.6310511756569849,0.8441558441558441,0.8908045977011494,0.7733050847457628,"[308, 261, 236, 184]",0.1279391424619644,0.3679114799446749,0.18865836791148,0.5447754154223486
29,128,128,2,2,64,64,0.2,0.0001,0.001,0.4892807745504839,0.7354838709677421,0.7839262187088277,0.5360750360750358,0.6317427385892116,0.8145161290322581,0.9071146245059288,0.7445887445887446,"[310, 253, 231, 175]",0.1217150760719228,0.3502766251728907,0.1795297372060858,0.5514595774853388
28,64,128,2,4,32,128,0.1,1e-05,0.001,0.4674965421853388,0.755700325732899,0.6928763440860213,0.621212121212121,0.6319156293222684,0.8029315960912052,0.875,0.7909090909090909,"[307, 248, 220, 175]",0.1217150760719228,0.3502766251728907,0.1795297372060857,0.5374114991940285
34,64,128,2,2,128,64,0.2,1e-05,0.001,0.5262793914246193,0.7106625258799172,0.7166666666666666,0.5568011958146485,0.6543914246196404,0.8004658385093167,0.8442307692307692,0.7780269058295964,"[322, 260, 223, 175]",0.121023513139696,0.3482019363762102,0.1784923928077455,0.5833848283913265
28,128,128,3,3,64,128,0.1,0.0001,0.001,0.5110650069156293,0.7362459546925566,0.7153047989623866,0.5806938159879336,0.630359612724758,0.8300970873786407,0.8463035019455253,0.7828054298642534,"[309, 257, 221, 174]",0.121023513139696,0.344744121715076,0.177731673582296,0.5644783445060239
33,64,128,3,2,64,64,0.2,1e-05,0.001,0.5138312586445366,0.7255838641188961,0.7590439276485789,0.5268115942028984,0.6422890733056708,0.8174097664543525,0.875968992248062,0.7369565217391304,"[314, 258, 230, 171]",0.1203319502074691,0.3433609958506224,0.1767634854771784,0.5709236207161518
27,64,128,2,2,64,64,0.2,0.0001,0.001,0.499308437067773,0.7030590717299577,0.7636718750000001,0.5416666666666664,0.6483402489626556,0.810126582278481,0.89453125,0.728448275862069,"[316, 256, 232, 172]",0.1189488243430154,0.3440525587828492,0.1757952973720608,0.5641478273588879
