#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1
21,128,128,3,2,64,128,0.1,1e-05,0.001,0.5145228215767634,0.751488095238095,0.8042973286875721,0.6273764258555132,0.6822268326417705,0.8425099206349207,0.903019744483159,0.8637515842839036,"[336, 287, 263, 228]",0.1621715076071921,0.452627939142462,0.2355562141869195,0.5866244016012448
19,128,128,3,2,32,128,0.1,0.0001,0.001,0.520055325034578,0.7311365807067812,0.8082191780821919,0.633828996282528,0.7143845089903182,0.8292741165234001,0.9098173515981736,0.8116480793060719,"[349, 292, 269, 222]",0.1580221300138312,0.4408713692946057,0.2295396166765462,0.6019239784433827
19,64,128,2,2,64,128,0.2,0.0001,0.001,0.5055325034578145,0.7625502008032128,0.823356807511737,0.6003787878787882,0.674792531120332,0.8463855421686747,0.9178403755868544,0.8068181818181818,"[332, 284, 264, 216]",0.1514522821576764,0.4303250345781466,0.2216854376605413,0.5780264716554419
25,64,128,4,2,64,128,0.2,1e-05,0.001,0.5058782849239281,0.7515151515151515,0.7636469221835074,0.6339869281045754,0.6699515905947441,0.8590909090909091,0.8751451800232287,0.8294117647058824,"[330, 287, 255, 214]",0.1497233748271094,0.4239280774550484,0.2188203912270302,0.5764676824232381
23,128,128,2,2,128,128,0.2,1e-05,0.001,0.5262793914246195,0.7633744855967075,0.7458033573141487,0.5998650472334683,0.6599239280774551,0.8472222222222222,0.8812949640287769,0.8319838056680162,"[324, 278, 247, 207]",0.1504149377593361,0.4144190871369295,0.2173285911875123,0.5855730759562084
20,128,128,4,2,64,128,0.1,0.0001,0.001,0.5214384508990316,0.7319277108433732,0.7682481751824817,0.6027777777777776,0.6744467496542185,0.8177710843373494,0.864963503649635,0.85625,"[332, 274, 240, 208]",0.1459197786998618,0.4104426002766252,0.2126654811302114,0.5881542278320435
26,128,128,2,3,32,128,0.1,1e-05,0.001,0.4785615491009681,0.7510288065843619,0.7600000000000001,0.6611341632088523,0.656984785615491,0.84130658436214,0.8642424242424243,0.8457814661134163,"[324, 275, 241, 207]",0.145228215767635,0.4113070539419087,0.2122110254890337,0.5537557510912542
40,64,64,2,2,64,64,0.2,1e-05,0.001,0.4989626556016594,0.7445141065830722,0.7760814249363868,0.6008403361344538,0.6452282157676349,0.812173458725183,0.898854961832061,0.8396358543417366,"[319, 262, 238, 201]",0.1448824343015216,0.4011065006915629,0.209691760521636,0.5627466396812915
38,128,64,4,2,32,64,0.1,1e-05,0.001,0.5103734439834023,0.7103049421661409,0.7963659147869674,0.5811965811965812,0.641597510373444,0.8296529968454258,0.8671679197994987,0.8525641025641025,"[317, 266, 234, 201]",0.1407330567081607,0.3962655601659751,0.2053250345781466,0.5685114364767841
37,64,128,2,2,64,64,0.2,1e-05,0.001,0.5089903181189491,0.7068089430894309,0.7760814249363864,0.6151129943502823,0.6668395573997234,0.7911585365853658,0.893765903307888,0.8305084745762712,"[328, 262, 236, 199]",0.1403872752420472,0.3964384508990318,0.2050187709938747,0.5773197050389021
26,64,64,2,2,128,128,0.1,0.0001,0.001,0.5359612724757954,0.7399380804953558,0.7246913580246911,0.5787623066104077,0.6545643153526971,0.8284313725490198,0.8685185185185185,0.8192686357243321,"[323, 270, 237, 198]",0.1400414937759338,0.391597510373444,0.203635645129421,0.589355032702109
46,128,64,2,3,128,128,0.1,1e-05,0.001,0.5269709543568463,0.7198364008179957,0.7481751824817515,0.5819559228650137,0.6613070539419088,0.8338445807770961,0.8637469586374696,0.8119834710743802,"[326, 274, 242, 197]",0.1407330567081606,0.3890041493775933,0.2036060067180399,0.5865455842906846
31,128,128,2,3,128,128,0.1,1e-05,0.001,0.5048409405255879,0.7310126582278478,0.7442307692307691,0.5946142649199416,0.6431535269709545,0.8135548523206753,0.8711538461538462,0.8180494905385736,"[316, 260, 229, 189]",0.135200553250346,0.3777662517289074,0.19665085951393,0.5656651502274659
29,64,64,2,2,32,64,0.1,1e-05,0.001,0.4840940525587828,0.7340647857889238,0.764705882352941,0.6094632768361582,0.6471300138312586,0.8463949843260188,0.8553921568627451,0.7966101694915254,"[319, 272, 236, 190]",0.1348547717842327,0.3774204702627939,0.1961667654613713,0.5538633772665517
