#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
22,64,128,3,2,128,128,0.1,1e-05,0.001,0.5069156293222684,0.7403343782654126,0.7268694550063374,0.5754310344827585,0.6475622406639004,0.81760710553814,0.867553865652725,0.7952586206896551,"[319, 263, 232, 187]",0.13208852005532537,0.3686894882434302,0.19191050996030248
23,64,128,3,2,128,128,0.1,0.0001,0.001,0.5172890733056709,0.7247311827956987,0.7371541501976283,0.5165165165165163,0.630359612724758,0.8053763440860215,0.8642951251646904,0.7702702702702703,"[310, 253, 222, 172]",0.12309820193637647,0.34327455048409405,0.17866214007292847
22,128,64,4,3,32,128,0.2,0.0001,0.001,0.5027662517289072,0.6815068493150686,0.6925287356321838,0.4635416666666666,0.5922372060857539,0.7853310502283105,0.8096264367816093,0.703125,"[292, 232, 192, 137]",0.09612724757952983,0.27135200553250344,0.1403495536275619
56,64,128,4,2,128,64,0.1,1e-05,0.001,0.4896265560165974,0.6181716833890748,0.650641025641026,0.4407630522088354,0.6084889349930843,0.6836677814938684,0.780448717948718,0.6355421686746988,"[299, 208, 166, 107]",0.07607192254495157,0.21300138312586445,0.11092669432918394
26,64,128,3,3,64,128,0.2,1e-05,0.001,0.4979253112033195,0.731720430107527,0.7272135416666666,0.5352852852852852,0.6254322268326419,0.8171505376344086,0.8483072916666667,0.7454954954954955,"[310, 256, 222, 168]",0.11618257261410814,0.33220954356846477,0.17050169747265187
31,128,128,4,4,32,128,0.2,0.0001,0.001,0.4923928077455046,0.7225877192982456,0.6764705882352943,0.5117845117845115,0.6136756569847855,0.7768092105263158,0.8158263305322129,0.7146464646464646,"[304, 238, 198, 143]",0.10165975103734454,0.28380013831258644,0.14781843329561173
27,128,128,4,2,32,64,0.2,1e-05,0.001,0.48893499308437044,0.7182795698924731,0.7795484727755644,0.5174242424242421,0.6301867219917012,0.8029569892473118,0.855245683930943,0.7568181818181818,"[310, 251, 220, 169]",0.11825726141078863,0.3311721991701245,0.17216144850999623
37,128,64,4,2,128,128,0.1,0.0001,0.001,0.5172890733056708,0.6369636963696369,0.71996996996997,0.47491039426523296,0.6136756569847857,0.7257975797579759,0.8168168168168168,0.75,"[303, 222, 186, 141]",0.09889349930843717,0.279045643153527,0.1446058091286307
45,128,64,4,3,128,128,0.1,1e-05,0.001,0.4702627939142462,0.6560283687943262,0.6905864197530863,0.4638888888888889,0.5742565698478561,0.749822695035461,0.8140432098765432,0.6805555555555556,"[282, 216, 180, 124]",0.08852005532503461,0.24273858921161823,0.1280082987551867
39,64,64,4,2,128,128,0.2,0.0001,0.001,0.48893499308437066,0.6585365853658537,0.7025993883792049,0.5009009009009007,0.5804806362378977,0.7526713124274099,0.8256880733944955,0.745945945945946,"[287, 218, 185, 139]",0.0975103734439835,0.27377247579529734,0.14194014837168362
69,128,64,4,4,128,64,0.1,0.0001,0.001,0.4363762102351315,0.546772068511199,0.6221532091097308,0.3461538461538462,0.5140905947441218,0.6257575757575757,0.6935817805383022,0.5384615384615384,"[253, 161, 117, 63]",0.04426002766251727,0.11998616874135547,0.0635546334716459
36,128,64,4,2,64,64,0.2,0.0001,0.001,0.49446749654218514,0.7198924731182793,0.6761517615176154,0.513201320132013,0.6271611341632087,0.7832795698924732,0.7994579945799457,0.745049504950495,"[310, 246, 202, 152]",0.10580912863070559,0.2991009681881051,0.15491009681881052
23,128,128,3,2,128,128,0.1,0.0001,0.001,0.5172890733056705,0.7237945492662473,0.7535392535392538,0.5088888888888885,0.6434128630705395,0.806027253668763,0.8571428571428571,0.7622222222222222,"[318, 259, 225, 173]",0.12102351313969602,0.34569502074688796,0.1775556393813655
28,64,64,2,2,32,64,0.2,1e-05,0.001,0.5020746887966805,0.7208333333333333,0.7696267696267696,0.5260869565217388,0.6479080221300137,0.8025520833333333,0.8712998712998714,0.7717391304347826,"[320, 259, 230, 180]",0.12759336099585092,0.35615491009681877,0.18575380359612723
36,64,64,4,3,32,128,0.2,1e-05,0.001,0.5159059474412173,0.7177848775292862,0.7512919896640825,0.5519480519480516,0.6361514522821576,0.8162406815761449,0.8753229974160207,0.7748917748917749,"[313, 258, 231, 181]",0.12724757952973753,0.358143153526971,0.18543945680875143
40,64,128,2,3,32,64,0.1,1e-05,0.001,0.4107883817427387,0.7098765432098763,0.7682403433476394,0.5946398659966499,0.6043395573997234,0.7735690235690237,0.8340486409155937,0.7487437185929648,"[297, 233, 199, 151]",0.1044260027662519,0.2987551867219917,0.15352697095435686
25,128,64,3,3,32,128,0.2,0.0001,0.001,0.5221300138312585,0.7298301486199574,0.7263294422827498,0.5321375186846037,0.6399550484094053,0.8082271762208068,0.8450064850843061,0.7847533632286996,"[314, 257, 223, 177]",0.12448132780083018,0.34638658367911485,0.18073682886960893
28,128,128,2,3,32,64,0.1,1e-05,0.001,0.4183955739972337,0.6957026713124274,0.724770642201835,0.5432432432432431,0.5825553250345781,0.752322880371661,0.8333333333333333,0.7378378378378379,"[287, 218, 185, 140]",0.09751037344398351,0.2755878284923928,0.14260027662517286
35,128,64,4,2,128,128,0.1,1e-05,0.001,0.4896265560165976,0.7181616832779621,0.7184873949579834,0.5099009900990096,0.6084889349930843,0.7812292358803987,0.8333333333333334,0.754950495049505,"[301, 238, 202, 154]",0.10926694329183971,0.3028181189488243,0.15833018986545955
53,64,128,4,3,32,64,0.2,0.0001,0.001,0.4695712309820195,0.6958195819581957,0.7478991596638657,0.5383411580594676,0.6140214384508991,0.7759625962596259,0.8704481792717086,0.7629107981220657,"[303, 238, 213, 164]",0.11479944674965448,0.32321922544951587,0.1673205079844084
27,64,128,3,4,32,128,0.2,0.0001,0.001,0.4515905947441216,0.71875,0.6840909090909093,0.485955056179775,0.5808264177040111,0.7560763888888888,0.7856060606060606,0.7528089887640449,"[288, 220, 178, 135]",0.09405255878284935,0.2693637621023513,0.13845089903181187
27,128,128,4,2,32,64,0.1,0.0001,0.001,0.45988934993084374,0.7305644302449414,0.7516087516087516,0.6014814814814814,0.6399550484094053,0.8162406815761449,0.8487773487773488,0.7622222222222222,"[313, 259, 225, 175]",0.12240663900414969,0.3409405255878285,0.17807745504840938
34,64,64,3,4,64,128,0.2,1e-05,0.001,0.49377593360995875,0.7087658592848906,0.6785185185185185,0.48981481481481454,0.5853215767634855,0.7686851211072665,0.7807407407407407,0.7666666666666667,"[289, 225, 180, 140]",0.09820193637621036,0.27653872752420466,0.1432541179429146
46,64,64,4,3,32,64,0.2,0.0001,0.001,0.49100968188105104,0.7273768613974799,0.6760869565217391,0.4991364421416232,0.5880878284923929,0.7832187857961055,0.8181159420289855,0.7383419689119171,"[291, 230, 193, 144]",0.10165975103734454,0.2835408022130014,0.14785615491009682
33,128,128,4,2,128,128,0.2,0.0001,0.001,0.5283540802213,0.7054507337526206,0.7222222222222221,0.5339652448657184,0.6444502074688797,0.7761530398322851,0.821954484605087,0.8270142180094787,"[318, 249, 211, 177]",0.12378976486860335,0.34534923928077454,0.17990695335093676
55,64,128,3,3,128,64,0.2,0.0001,0.001,0.46265560165975106,0.664451827242525,0.6872146118721462,0.48857142857142855,0.6081431535269709,0.7181063122923588,0.7800608828006089,0.7085714285714285,"[301, 219, 175, 126]",0.08782849239280781,0.24541839557399722,0.12769395196781086
22,128,64,4,2,64,128,0.2,0.0001,0.001,0.5214384508990317,0.7541928721174004,0.7179974651457544,0.555797101449275,0.6434128630705395,0.8201781970649895,0.8561470215462612,0.7934782608695652,"[318, 263, 230, 184]",0.13001383125864485,0.36609612724757956,0.18965799069533507
32,64,64,4,3,64,128,0.1,0.0001,0.001,0.5138312586445365,0.7492012779552712,0.7046019900497511,0.5022222222222219,0.6306189488243431,0.846059637912673,0.8289800995024875,0.7355555555555555,"[313, 268, 225, 167]",0.11756569847856181,0.33402489626556015,0.1724066390041494
20,64,64,4,2,32,128,0.1,0.0001,0.001,0.5331950207468881,0.7425149700598801,0.7541371158392434,0.5931972789115646,0.6817946058091287,0.8352794411177645,0.8522458628841608,0.8142857142857143,"[334, 282, 245, 202]",0.1428077455048411,0.39894536652835405,0.20770778322645542
52,128,64,3,4,32,64,0.2,1e-05,0.001,0.4522821576763485,0.6960132890365448,0.7346491228070176,0.43749999999999994,0.6102178423236515,0.7502214839424142,0.8216374269005848,0.6588541666666666,"[301, 228, 192, 129]",0.08921161825726147,0.25198824343015214,0.13032189111027284
28,64,128,4,2,32,64,0.1,0.0001,0.001,0.48478561549100957,0.7021505376344087,0.7584635416666666,0.5900900900900898,0.6299273858921162,0.8198387096774193,0.8489583333333334,0.7680180180180181,"[310, 256, 222, 173]",0.12033195020746915,0.34197786998616875,0.176417704011065
28,128,128,4,2,32,64,0.1,1e-05,0.001,0.46818810511756553,0.7452229299363055,0.7601781170483457,0.5913043478260869,0.6392634854771784,0.8269108280254777,0.8600508905852418,0.7913043478260869,"[314, 262, 230, 184]",0.1286307053941912,0.3665283540802213,0.18893499308437067
79,64,64,4,2,128,64,0.2,1e-05,0.001,0.4834024896265561,0.6120789779326365,0.6458333333333333,0.4387096774193549,0.5808264177040111,0.6930894308943089,0.7541666666666668,0.7096774193548387,"[287, 200, 155, 112]",0.07883817427385889,0.21784232365145226,0.1143153526970954
72,64,128,4,4,128,64,0.2,1e-05,0.001,0.4474412171507605,0.5495169082125605,0.6237524950099799,0.38037634408602156,0.5576590594744121,0.6005434782608695,0.7205588822355289,0.6411290322580645,"[276, 167, 124, 80]",0.055325034578146554,0.1542185338865837,0.080567081604426
