#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1
18,128,128,3,2,32,128,0.1,1e-05,0.001,0.4802904564315354,0.7357357357357357,0.7679856115107916,0.6879150066401063,0.6701244813278008,0.8283283283283283,0.89568345323741,0.8406374501992031,"[333, 278, 251, 213]",0.151106500691563,0.425311203319502,0.22061845485082,0.5595448780068022
17,64,128,2,2,64,128,0.2,1e-05,0.001,0.4681881051175657,0.7619047619047618,0.7482142857142856,0.6529492455418382,0.664764868603043,0.8439716312056739,0.8547619047619048,0.8381344307270233,"[329, 280, 243, 205]",0.1431535269709545,0.4049100968188105,0.2094151353487453,0.549422635182982
19,128,64,3,2,64,128,0.2,1e-05,0.001,0.5152143845089903,0.7223926380368096,0.7506172839506171,0.6236111111111112,0.6536998616874137,0.8179959100204499,0.8808641975308642,0.8451388888888889,"[326, 270, 240, 204]",0.1431535269709546,0.4014522821576763,0.2086544161232958,0.5762536866819974
18,128,64,2,2,32,128,0.1,0.0001,0.001,0.4923928077455051,0.7241025641025642,0.7820987654320988,0.6230982019363762,0.6556016597510373,0.818974358974359,0.8851851851851852,0.8201936376210236,"[325, 270, 241, 200]",0.1410788381742741,0.3928077455048409,0.2047223868800632,0.562395640653902
17,64,64,3,2,32,128,0.1,0.0001,0.001,0.4951590594744117,0.745253164556962,0.7272159800249688,0.6390101892285299,0.633298755186722,0.8380801687763713,0.8558052434456929,0.8551673944687046,"[316, 267, 229, 198]",0.1403872752420472,0.3931535269709543,0.2042382928275045,0.5557737505300354
22,64,128,4,2,64,128,0.2,1e-05,0.001,0.5096818810511754,0.7527363184079603,0.7614035087719297,0.5803212851405622,0.6732365145228216,0.8457711442786069,0.8643274853801169,0.7918340026773761,"[335, 285, 249, 198]",0.1383125864453668,0.3962655601659751,0.2032602252519265,0.580152366212592
42,64,64,2,3,128,128,0.2,0.0001,0.001,0.4979253112033194,0.710928961748634,0.7200263504611331,0.632132132132132,0.6144536652835408,0.8213114754098361,0.8610013175230566,0.8393393393393394,"[305, 253, 222, 187]",0.1320885200553253,0.3672199170124481,0.191315945465323,0.5500859670552057
20,64,128,4,2,64,128,0.2,0.0001,0.001,0.5062240663900415,0.7354740061162078,0.724907063197026,0.585121602288984,0.6550829875518672,0.8160040774719673,0.8587360594795539,0.7918454935622318,"[327, 269, 233, 186]",0.1307053941908717,0.3672199170124481,0.1906046235921754,0.5711129931671483
22,64,128,3,3,32,128,0.1,1e-05,0.001,0.4896265560165972,0.746471226927253,0.7234993614303958,0.6135693215339233,0.6187759336099585,0.8414766558089035,0.8601532567049809,0.8038348082595871,"[307, 261, 226, 183]",0.1300138312586448,0.3651452282157676,0.1893005334914048,0.5466770999792239
39,128,128,3,4,32,128,0.2,1e-05,0.001,0.4723374827109268,0.7540983606557377,0.7081686429512519,0.6248097412480972,0.6128976486860305,0.8224043715846995,0.8636363636363636,0.815068493150685,"[305, 253, 219, 180]",0.1265560165975106,0.3589211618257261,0.1852104327208061,0.5335148562084548
20,64,64,4,2,64,128,0.1,0.0001,0.001,0.5221300138312585,0.7291666666666664,0.698501872659176,0.5754857997010463,0.6568118948824344,0.8058943089430893,0.8283395755305867,0.8064275037369207,"[328, 267, 223, 182]",0.1265560165975107,0.3561549100968187,0.1847263386682474,0.581777950592448
21,64,128,4,3,32,128,0.1,1e-05,0.001,0.4616182572614106,0.7255225522552256,0.7536520584329349,0.6318181818181817,0.6061549100968188,0.8212321232123213,0.8652058432934927,0.8090909090909091,"[303, 251, 220, 179]",0.1269017980636241,0.3507952973720608,0.1837285121517486,0.524104148302625
28,64,64,4,2,32,64,0.1,1e-05,0.001,0.499308437067773,0.7246603970741899,0.7308690012970167,0.5710014947683105,0.6379668049792531,0.800417972831766,0.8618677042801557,0.7855007473841554,"[319, 257, 223, 177]",0.1237897648686033,0.3507952973720608,0.1811005730092867,0.5601848989905998
34,128,64,3,2,128,128,0.2,1e-05,0.001,0.5172890733056708,0.6822916666666665,0.6791338582677167,0.5754716981132072,0.6412517289073306,0.7869791666666667,0.8287401574803149,0.8050314465408804,"[320, 254, 212, 173]",0.1203319502074691,0.340594744121715,0.1760126457221892,0.5726384637787594
18,128,128,3,2,128,128,0.1,0.0001,0.001,0.4993084370677731,0.718817204301075,0.6908602150537635,0.5770440251572325,0.6203319502074689,0.7930107526881721,0.8508064516129032,0.7979559748427674,"[310, 248, 212, 170]",0.1203319502074691,0.3373098201936376,0.1750839754989132,0.5532793922789283
34,128,64,2,2,64,64,0.2,1e-05,0.001,0.4958506224066391,0.6856677524429968,0.7267759562841527,0.5995260663507106,0.615491009681881,0.7893593919652552,0.8586065573770492,0.7954186413902055,"[307, 244, 211, 170]",0.1199861687413557,0.3366182572614108,0.1747381940327998,0.5492309320994508
35,128,128,3,3,128,128,0.1,0.0001,0.001,0.4827109266943289,0.7454954954954955,0.7326666666666667,0.5270061728395059,0.5947441217150761,0.838963963963964,0.86,0.7746913580246912,"[296, 250, 216, 169]",0.1189488243430155,0.334716459197787,0.173661331752618,0.532902948597077
44,128,128,3,3,32,64,0.2,1e-05,0.001,0.4170124481327807,0.7184466019417476,0.7469387755102038,0.6172248803827751,0.6236168741355465,0.7858683926645093,0.8476190476190477,0.7783094098883574,"[309, 245, 209, 164]",0.1154910096818812,0.3241701244813278,0.1681683461766449,0.49980525017941163
33,64,128,2,4,32,128,0.2,0.0001,0.001,0.4142461964038731,0.7360178970917224,0.728395061728395,0.622977346278317,0.5969917012448133,0.8098434004474273,0.8415637860082305,0.7766990291262136,"[298, 243, 206, 162]",0.1147994467496544,0.3195020746887966,0.1667457024303497,0.48910655366133465
33,64,64,3,2,128,128,0.2,1e-05,0.001,0.5186721991701244,0.6840958605664489,0.6463585434173672,0.5606060606060604,0.6116874135546335,0.7723311546840959,0.8242296918767508,0.797979797979798,"[306, 238, 198, 158]",0.1134163208852007,0.3134508990318118,0.1640881248765066,0.5613527808699603
31,64,128,4,2,128,128,0.2,1e-05,0.001,0.4993084370677733,0.6688453159041393,0.680316091954023,0.557239057239057,0.6116874135546335,0.7510893246187365,0.8469827586206896,0.787037037037037,"[306, 232, 198, 157]",0.1099585062240666,0.3125864453665283,0.16134163208852,0.5498142702601251
48,64,64,4,2,64,64,0.2,1e-05,0.001,0.4923928077455048,0.6967213114754096,0.7072829131652658,0.5416666666666664,0.6104771784232366,0.7724043715846994,0.8508403361344538,0.7630718954248366,"[305, 238, 204, 158]",0.1099585062240666,0.3094744121715075,0.1604524797470855,0.5451133419499538
