#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
41,128,64,2,3,32,64,0.2,1e-05,0.001,0.454356846473029,0.7497155858930602,0.7394957983193278,0.5410742496050552,0.5926694329183955,0.8058020477815699,0.8704481792717088,0.7614533965244865,"[293, 238, 211, 161]",0.11479944674965442,0.3177731673582296,0.1665283540802213
46,128,64,2,3,128,64,0.1,0.0001,0.001,0.4356846473029046,0.7028469750889677,0.722473604826546,0.5150709219858154,0.5643153526970953,0.7797153024911032,0.8355957767722473,0.6923758865248228,"[281, 221, 188, 131]",0.09266943291839566,0.2548409405255878,0.13409405255878284
36,64,128,4,4,64,128,0.1,0.0001,0.001,0.44260027662517293,0.7028985507246378,0.7232277526395172,0.5362694300518134,0.5546334716459197,0.7938405797101449,0.856711915535445,0.7236614853195165,"[276, 221, 193, 141]",0.09820193637621034,0.2712655601659751,0.14229401304090095
34,128,64,2,4,32,128,0.2,0.0001,0.001,0.45366528354080227,0.7626752966558792,0.7593307593307591,0.5650584795321635,0.6241355463347165,0.8288025889967638,0.871943371943372,0.7426900584795322,"[309, 259, 228, 171]",0.12240663900414962,0.33644536652835405,0.1771092669432918
77,128,128,4,3,128,64,0.2,1e-05,0.001,0.408713692946058,0.5953360768175582,0.6676413255360626,0.4058524173027991,0.4858229598893499,0.6983539094650205,0.7573099415204678,0.6424936386768447,"[243, 171, 131, 85]",0.05947441217150754,0.16390041493775934,0.08609958506224065
30,64,64,2,3,32,128,0.2,0.0001,0.001,0.4979253112033195,0.7801635991820038,0.7639383155397387,0.5712418300653594,0.6556016597510373,0.8546012269938651,0.8991696322657177,0.7627450980392156,"[326, 281, 255, 197]",0.1383125864453668,0.3879668049792532,0.2016597510373444
44,64,128,3,4,32,128,0.2,1e-05,0.001,0.45781466113416325,0.7971246006389777,0.792742927429274,0.592818428184282,0.6310511756569847,0.8586794462193823,0.8960639606396065,0.7730352303523036,"[313, 271, 246, 194]",0.1355463347164595,0.3772475795297373,0.19716459197786998
27,128,128,4,3,32,128,0.2,1e-05,0.001,0.4792531120331948,0.740273396424816,0.7664233576642335,0.6106442577030813,0.6421161825726142,0.8499474237644583,0.8552311435523114,0.7836134453781513,"[317, 274, 238, 187]",0.13416320885200578,0.3692946058091287,0.19426002766251727
28,64,128,3,2,128,128,0.2,1e-05,0.001,0.5103734439834025,0.7568565400843882,0.6985018726591761,0.5445906432748536,0.6390041493775933,0.8362869198312236,0.8401997503121099,0.7551169590643274,"[316, 267, 228, 173]",0.12240663900414961,0.3369640387275242,0.17707962853191067
41,128,64,3,3,32,64,0.1,0.0001,0.001,0.4591977869986168,0.7569213732004428,0.7338709677419354,0.5401234567901232,0.6068464730290455,0.8192691029900332,0.8581989247311829,0.7222222222222223,"[301, 248, 216, 158]",0.11134163208852026,0.30816044260027664,0.16137621023513135
