n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
500,20,2,2,None,0.3623789764868604,0.5065359477124184,0.618673647469459,0.5671641791044776,0.6146265560165975,0.6146514161220044,0.6989528795811518,0.6741293532338309,"[306, 191, 134, 91]",0.45593957225651693
500,None,5,1,None,0.3616874135546333,0.5179738562091504,0.5671641791044776,0.5789473684210527,0.6130705394190872,0.6478758169934642,0.6600331674958542,0.6679197994987469,"[306, 201, 133, 90]",0.45496401861111385
50,None,5,1,None,0.368603042876902,0.5244596131968144,0.61340206185567,0.6011904761904763,0.5876556016597511,0.6518771331058021,0.7173539518900345,0.7285714285714285,"[293, 194, 140, 103]",0.45303986358292886
50,40,2,1,balanced,0.355463347164592,0.5597587719298245,0.6291666666666668,0.6269841269841269,0.6146265560165975,0.6436403508771931,0.735,0.7312925170068028,"[304, 200, 147, 109]",0.4504267329068346
50,20,5,2,None,0.3506224066390045,0.5197649572649573,0.5552721088435374,0.5362903225806451,0.6281120331950207,0.6228632478632479,0.6258503401360545,0.6411290322580645,"[312, 196, 124, 80]",0.4500304551561572
50,None,2,2,None,0.361687413554634,0.5388513513513513,0.611952861952862,0.4918414918414919,0.5928423236514523,0.6649774774774775,0.7138047138047137,0.5769230769230769,"[296, 198, 143, 83]",0.4492759069294835
50,40,5,1,None,0.3616874135546338,0.5480225988700564,0.6313131313131314,0.5666666666666667,0.5914591977869987,0.6646892655367233,0.7281144781144782,0.6896551724137931,"[295, 198, 145, 101]",0.4488781577255222
500,40,5,1,balanced,0.3485477178423237,0.4978142076502732,0.6225225225225225,0.5997474747474748,0.6168741355463347,0.5939890710382514,0.7018018018018017,0.7007575757575758,"[305, 185, 132, 94]",0.44542201191311276
500,40,5,2,None,0.3520055325034578,0.4728682170542636,0.6064814814814816,0.57421875,0.6044260027662518,0.5908084163898117,0.700925925925926,0.6666666666666667,"[301, 180, 128, 86]",0.4449064864902706
100,40,5,1,None,0.355463347164592,0.4914965986394559,0.6574585635359117,0.533816425120773,0.5916320885200553,0.600907029478458,0.7578268876611419,0.6413043478260869,"[294, 181, 138, 89]",0.4441020715579532
50,None,5,2,None,0.3520055325034579,0.4860646599777035,0.5963963963963965,0.6299212598425197,0.600103734439834,0.6098104793756968,0.6810810810810811,0.7270341207349081,"[299, 185, 127, 94]",0.443730235452879
500,20,5,2,None,0.3437067773167359,0.529642058165548,0.6338514680483592,0.4950980392156862,0.5950899031811896,0.6420581655480985,0.6968911917098446,0.5637254901960783,"[298, 193, 136, 77]",0.4357417044288047
50,None,2,1,balanced,0.3478561549100969,0.5225694444444444,0.6475409836065575,0.6990407673860911,0.5812586445366529,0.6255787037037037,0.750455373406193,0.8117505995203836,"[288, 183, 139, 115]",0.4352409351722165
100,None,5,1,balanced,0.3250345781466115,0.5089786756453422,0.6666666666666665,0.5416666666666667,0.6006224066390041,0.5993265993265994,0.7430939226519337,0.6568627450980392,"[297, 181, 136, 91]",0.42180430499862837
100,40,5,1,balanced,0.3239972337482714,0.5011299435028248,0.6338951310861423,0.5182291666666666,0.5916320885200552,0.596045197740113,0.7097378277153558,0.6171875,"[295, 178, 128, 79]",0.41870035267620254
50,None,5,1,balanced,0.3215767634854772,0.5017241379310345,0.5568181818181818,0.6413690476190476,0.584716459197787,0.5942528735632184,0.631628787878788,0.7633928571428571,"[290, 176, 112, 86]",0.4149456749743929
500,None,5,1,balanced,0.3229598893499306,0.4886904761904763,0.5867850098619329,0.6032448377581121,0.5618948824343016,0.5958333333333333,0.6617357001972386,0.724188790560472,"[280, 169, 113, 83]",0.41016789385981817
500,40,2,2,balanced,0.3132780082987549,0.4800469483568074,0.6017964071856288,0.5446428571428572,0.566908713692946,0.5821596244131456,0.6626746506986029,0.6696428571428571,"[284, 167, 112, 76]",0.40355081092579753
50,None,2,2,balanced,0.3112033195020747,0.5249110320284697,0.5308988764044944,0.6095679012345679,0.563450899031812,0.6257413997627521,0.599250936329588,0.6990740740740741,"[281, 178, 108, 77]",0.4009533972157586
100,None,5,2,balanced,0.3077455048409404,0.4414893617021276,0.5681818181818182,0.5799319727891156,0.5651798063623789,0.5401891252955083,0.6190476190476191,0.6989795918367347,"[282, 154, 98, 69]",0.39850269571203567
50,None,5,2,balanced,0.302213001383126,0.4715447154471545,0.5773809523809524,0.5586419753086419,0.5769363762102352,0.5760743321718932,0.632936507936508,0.6296296296296297,"[287, 168, 108, 68]",0.39665084979960324
500,20,2,1,balanced,0.3035961272475795,0.5011820330969268,0.5842911877394636,0.4568452380952381,0.5682918395573998,0.6057919621749409,0.6408045977011494,0.5669642857142857,"[282, 174, 112, 64]",0.39576461243814953
100,40,2,2,balanced,0.2994467496542186,0.4765342960288808,0.5792181069958847,0.5943396226415095,0.5605117565698479,0.5728038507821902,0.6481481481481481,0.6839622641509434,"[277, 162, 106, 73]",0.3903523773136215
100,20,2,1,balanced,0.2842323651452279,0.5086100861008609,0.5807453416149069,0.4546925566343042,0.5425311203319502,0.5824108241082411,0.6325051759834369,0.5339805825242718,"[271, 161, 103, 55]",0.37303269001494166
100,40,5,2,balanced,0.2821576763485473,0.482716049382716,0.5725108225108224,0.585858585858586,0.5421853388658369,0.5598765432098766,0.632034632034632,0.6767676767676768,"[270, 154, 99, 68]",0.3711604333175524
50,20,5,1,balanced,0.2710926694329182,0.4657960199004974,0.5300925925925926,0.4310344827586206,0.5418395573997233,0.5335820895522388,0.5983796296296295,0.475095785440613,"[268, 144, 87, 43]",0.3613800195673185
100,20,5,2,balanced,0.2745504840940523,0.4442332065906211,0.4556354916067145,0.4266666666666667,0.5255878284923928,0.5126742712294043,0.5359712230215827,0.4977777777777777,"[263, 139, 75, 38]",0.36068862214603253
100,20,5,1,balanced,0.2676348547717839,0.5045395590142675,0.5529801324503312,0.2829861111111111,0.5152143845089904,0.5797665369649806,0.6208609271523179,0.3368055555555555,"[257, 151, 96, 33]",0.35227555972611146
500,20,5,2,balanced,0.2641770401106499,0.4339869281045752,0.5036231884057971,0.3916666666666666,0.5129668049792531,0.5333333333333334,0.5760869565217391,0.4166666666666666,"[255, 138, 80, 34]",0.34874895573227965
500,20,2,2,balanced,0.2558782849239279,0.4833997343957504,0.537037037037037,0.4291187739463601,0.5050138312586445,0.5624169986719787,0.6041666666666666,0.5057471264367817,"[251, 144, 87, 44]",0.3396593820780702
500,20,5,1,balanced,0.2524204702627937,0.5013123359580053,0.5468036529680365,0.4055555555555555,0.5072614107883818,0.5662729658792651,0.6118721461187215,0.4777777777777778,"[254, 146, 90, 43]",0.3370967955170855
