n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
100,None,5,1,None,0.3962655601659753,0.5173824130879343,0.5868544600938966,0.558165548098434,0.654045643153527,0.6482617586912066,0.6948356807511737,0.6431767337807607,"[326, 213, 149, 97]",0.4935218482659701
500,None,2,1,None,0.3976486860304288,0.5555555555555554,0.6399082568807339,0.580712788259958,0.6460926694329184,0.6682242990654207,0.7232415902140674,0.7379454926624738,"[321, 218, 159, 119]",0.49230185181239444
50,40,2,1,None,0.3900414937759339,0.5345717234262126,0.6817460317460317,0.6034136546184738,0.6519709543568465,0.6434468524251806,0.78015873015873,0.7068273092369478,"[323, 210, 166, 119]",0.48808577170368217
50,None,2,1,None,0.3948824343015216,0.5410010649627264,0.6224806201550388,0.6305732484076433,0.6367565698478562,0.672790202342918,0.726356589147287,0.7356687898089171,"[313, 215, 157, 117]",0.4874650596723659
500,None,5,2,None,0.3858921161825728,0.4852191641182466,0.5820770519262981,0.5358024691358024,0.6568118948824344,0.599388379204893,0.675041876046901,0.6395061728395063,"[327, 199, 135, 87]",0.48615624253941103
500,40,2,1,None,0.3879668049792534,0.5321910695742472,0.6866028708133974,0.5828343313373253,0.6417704011065007,0.6474558670820353,0.788676236044657,0.7215568862275449,"[321, 209, 167, 121]",0.4835905910285387
50,40,2,2,None,0.3789764868603046,0.4772961816305469,0.6492146596858638,0.5393518518518517,0.6578492392807745,0.5846233230134159,0.7460732984293194,0.6597222222222222,"[323, 191, 144, 95]",0.4809089653171448
50,40,5,2,None,0.3817427385892116,0.5010515247108308,0.5991666666666667,0.5193236714975846,0.6327800829875518,0.6272344900105152,0.6833333333333335,0.6304347826086957,"[317, 200, 138, 88]",0.4762025982401208
500,20,2,1,None,0.3817427385892118,0.5476973684210527,0.6789215686274512,0.6027944111776448,0.6123789764868603,0.6606359649122807,0.8080065359477123,0.7025948103792415,"[304, 204, 167, 119]",0.47030705394190886
100,40,2,1,None,0.3727524204702631,0.5705944798301485,0.6559139784946235,0.6040404040404039,0.6322614107883817,0.6809978768577495,0.7557603686635944,0.7101010101010101,"[314, 217, 165, 118]",0.4690024433716676
500,20,5,1,None,0.3748271092669434,0.5102481121898598,0.6122625215889463,0.5827338129496404,0.621542185338866,0.6127292340884575,0.7158894645941279,0.7074340527577937,"[309, 193, 139, 100]",0.46763958279183115
100,None,5,2,None,0.3734439834024894,0.5162866449511402,0.5506872852233676,0.5542929292929293,0.6172199170124482,0.6248642779587406,0.668384879725086,0.6477272727272727,"[307, 194, 132, 87]",0.4653385761769241
500,None,2,2,None,0.3727524204702629,0.4858387799564271,0.6163194444444444,0.5760869565217391,0.6184301521438451,0.622004357298475,0.7144097222222223,0.6956521739130435,"[306, 192, 138, 97]",0.46514404605690923
100,40,5,2,None,0.3672199170124484,0.5170394036208734,0.5639730639730639,0.553030303030303,0.6300138312586446,0.6251331203407882,0.6616161616161617,0.6401515151515151,"[313, 198, 132, 85]",0.463990768929737
50,20,5,1,None,0.3706777316735829,0.4978284473398478,0.5905245346869712,0.5945273631840795,0.6189488243430153,0.6297502714440826,0.6759729272419629,0.7201492537313433,"[307, 197, 134, 97]",0.4636709571598275
100,40,2,2,None,0.3706777316735826,0.48914223669924,0.5991452991452991,0.5902255639097744,0.616701244813278,0.6264929424538546,0.6777777777777779,0.6829573934837093,"[307, 195, 133, 93]",0.46303886145321965
50,20,2,2,None,0.3720608575380362,0.5049668874172185,0.6312607944732298,0.5410798122065729,0.6127247579529738,0.6263796909492274,0.7314335060449051,0.6467136150234742,"[302, 193, 142, 93]",0.46298584238581464
100,20,5,2,None,0.3651452282157676,0.4596774193548387,0.5824074074074074,0.536,0.625,0.571236559139785,0.6888888888888889,0.636,"[310, 180, 125, 80]",0.4609743321110529
100,None,2,2,None,0.3727524204702629,0.4955406911928651,0.6085470085470086,0.5507246376811593,0.603042876901798,0.6421404682274249,0.6974358974358974,0.6485507246376812,"[299, 195, 138, 90]",0.46072304840548434
