n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
500,40,2,1,None,0.37621023513139673,0.5399137001078748,0.662621359223301,0.5591397849462365,0.6275069156293224,0.6590614886731392,0.7330097087378641,0.6903225806451613,"[309, 206, 155, 108]"
50,40,2,1,None,0.3672199170124478,0.5632368703108251,0.6555023923444976,0.6103896103896104,0.6308782849239282,0.6658628081457664,0.7208931419457735,0.722943722943723,"[311, 209, 154, 114]"
500,20,2,2,None,0.35408022130013816,0.5149006622516558,0.5977312390924955,0.5193236714975845,0.6147130013831259,0.6253863134657837,0.6980802792321116,0.6014492753623188,"[302, 191, 138, 83]"
100,20,2,2,None,0.35615491009681877,0.4925925925925926,0.5771276595744682,0.4893333333333333,0.6364107883817427,0.5904761904761905,0.6560283687943262,0.572,"[315, 188, 125, 72]"
500,None,5,2,balanced,0.3098201936376207,0.475287356321839,0.5325203252032521,0.40522875816993464,0.5872233748271092,0.5566091954022988,0.6067073170731707,0.4852941176470588,"[290, 164, 102, 50]"
500,40,2,1,balanced,0.3727524204702628,0.551948051948052,0.6356209150326798,0.5335497835497836,0.6253457814661133,0.6479978354978355,0.7483660130718954,0.6688311688311688,"[308, 204, 154, 107]"
50,None,5,1,balanced,0.3098201936376208,0.5040935672514619,0.5866666666666666,0.49420289855072463,0.5765905947441217,0.6008771929824561,0.6361904761904762,0.6,"[285, 175, 115, 69]"
100,20,2,2,balanced,0.26417704011064985,0.46273712737127365,0.5809523809523809,0.37362637362637363,0.4947268326417704,0.558739837398374,0.6357142857142857,0.43956043956043955,"[246, 140, 91, 40]"
50,None,5,2,balanced,0.2994467496542183,0.44669117647058826,0.5357941834451901,0.44629629629629636,0.5524723374827109,0.5273897058823529,0.5861297539149888,0.5555555555555556,"[272, 149, 90, 50]"
100,40,5,1,None,0.3575380359612725,0.5155555555555554,0.6258680555555557,0.4818840579710146,0.6087482710926695,0.6338888888888888,0.7074652777777777,0.5905797101449275,"[300, 192, 138, 83]"
