n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
500,None,2,1,balanced,0.36445366528354084,0.5669882100750268,0.6412698412698411,0.5902335456475584,0.6244813278008298,0.6694533762057877,0.7404761904761903,0.7038216560509554,"[311, 210, 157, 111]"
50,20,5,1,None,0.3582295988934996,0.5665529010238909,0.622112211221122,0.5102040816326532,0.5916320885200553,0.6798634812286689,0.7120462046204621,0.6292517006802721,"[293, 202, 147, 93]"
50,20,2,2,None,0.3596127247579529,0.5336700336700337,0.609715242881072,0.5203836930455636,0.5992392807745506,0.66341189674523,0.6817420435510887,0.60431654676259,"[297, 199, 139, 86]"
50,None,5,1,None,0.38450899031811864,0.5244444444444446,0.6532663316582916,0.522075055187638,0.6054633471645919,0.6517777777777778,0.7479061976549413,0.6390728476821192,"[300, 199, 151, 97]"
50,40,5,1,None,0.3692946058091287,0.5537098560354373,0.6770833333333334,0.5341614906832298,0.6051175656984786,0.6789590254706533,0.7596153846153845,0.6614906832298136,"[301, 208, 161, 108]"
100,None,5,2,None,0.36583679114799456,0.501628664495114,0.6180555555555556,0.5345238095238095,0.6224066390041494,0.614657980456026,0.7152777777777777,0.65,"[307, 192, 140, 91]"
100,20,2,2,balanced,0.27385892116182575,0.4416666666666666,0.5690476190476191,0.367816091954023,0.520746887966805,0.528974358974359,0.6023809523809524,0.4482758620689655,"[260, 140, 87, 39]"
50,20,2,1,None,0.3976486860304285,0.5566239316239315,0.6527777777777779,0.497979797979798,0.632088520055325,0.6865384615384615,0.7492283950617283,0.6393939393939394,"[312, 216, 165, 106]"
50,20,5,1,balanced,0.2759336099585059,0.4707379134860052,0.535632183908046,0.4147727272727273,0.526625172890733,0.5427480916030534,0.603448275862069,0.4943181818181818,"[262, 145, 88, 44]"
50,40,5,1,balanced,0.30705394190871377,0.5171821305841924,0.6031307550644568,0.5,0.5857538035961272,0.6054982817869415,0.6574585635359116,0.6083333333333333,"[291, 181, 120, 73]"
50,None,2,1,balanced,0.3589211618257259,0.5702614379084968,0.6384863123993562,0.5414012738853501,0.6189488243430153,0.668409586056645,0.7439613526570048,0.6581740976645435,"[306, 207, 157, 105]"
500,20,5,1,None,0.3554633471645919,0.5627777777777777,0.6080858085808581,0.552927927927928,0.6044260027662517,0.6606666666666666,0.7136963696369637,0.6756756756756757,"[300, 202, 148, 101]"
50,None,5,1,balanced,0.3395573997233746,0.5158730158730158,0.5885964912280701,0.5262467191601049,0.5940525587828492,0.6259637188208617,0.6535087719298245,0.6377952755905512,"[294, 190, 127, 81]"
500,None,5,1,balanced,0.3312586445366528,0.47823596792668954,0.6070075757575757,0.5347222222222222,0.5899031811894883,0.5901489117983963,0.6723484848484849,0.6583333333333333,"[291, 176, 120, 80]"
500,40,5,2,balanced,0.310511756569848,0.4651300236406619,0.5362318840579711,0.5032679738562091,0.5695020746887965,0.555791962174941,0.6169772256728778,0.5686274509803921,"[282, 161, 102, 58]"
500,20,2,2,None,0.38035961272475816,0.4913419913419913,0.6286701208981001,0.5659722222222222,0.622060857538036,0.6175324675324675,0.7305699481865283,0.6388888888888888,"[308, 193, 144, 93]"
100,None,2,2,balanced,0.31396957123098196,0.4648212226066898,0.6050505050505051,0.5511695906432749,0.579875518672199,0.5629757785467128,0.6737373737373736,0.6271929824561403,"[289, 165, 114, 72]"
100,20,2,1,balanced,0.3278008298755185,0.5154109589041096,0.5962962962962963,0.41456582633053224,0.5843706777316735,0.6045662100456621,0.6583333333333333,0.5336134453781513,"[292, 180, 119, 64]"
