#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precisionatn nivel1,Precisionatn nivel2,Precisionatn nivel3,Precisionatn nivel4,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
116,64,32,2,2,64,64,0.0,1e-05,0.0001,61.029411764705884,77.10843373493977,76.953125,62.43654822335025,0.4978466838931956,0.691532258064516,0.689883913764511,0.5245098039215687,0.605828308929084,0.7806339605734768,0.8060293769248993,0.653921568627451,"[248, 201, 170, 119]"
120,128,64,3,4,64,32,0.1,1e-05,0.0001,32.536764705882355,27.11864406779661,56.25,37.03703703703704,0.1662360034453059,0.30666666666666664,0.5141843971631206,0.3148148148148148,0.35977605512489236,0.3,0.5638297872340425,0.37037037037037035,"[150, 47, 27, 10]"
70,32,64,4,4,32,64,0.2,0.0001,0.001,60.29411764705882,77.7439024390244,77.25490196078432,71.57360406091371,0.47975882859603786,0.7238095238095237,0.7336769759450172,0.558531746031746,0.5945018662072926,0.7709637188208617,0.8224104074619539,0.7480158730158729,"[245, 194, 168, 132]"
53,64,32,2,3,128,64,0.2,1e-05,0.001,56.98529411764706,74.51612903225806,71.86147186147186,54.21686746987952,0.49267872523686473,0.6581920903954801,0.6749539594843462,0.3758620689655173,0.566810221073787,0.7428790018832391,0.7632333596421994,0.5317241379310345,"[236, 181, 145, 81]"
86,32,128,4,4,32,32,0.0,0.0001,0.0001,30.514705882352942,26.506024096385545,50.0,36.36363636363637,0.17484926787252372,0.2685851318944844,0.4844961240310077,0.29545454545454547,0.3374246339362619,0.29136690647482016,0.5116279069767442,0.36363636363636365,"[139, 43, 22, 8]"
95,64,64,3,2,128,32,0.1,1e-05,0.001,51.83823529411765,67.73049645390071,74.3455497382199,59.154929577464785,0.450473729543497,0.6527777777777778,0.6742424242424244,0.3915343915343915,0.5129342520815386,0.6915509259259259,0.7788033395176253,0.5952380952380952,"[216, 154, 126, 79]"
92,64,64,3,4,64,64,0.2,1e-05,0.001,56.25,76.1437908496732,75.10729613733905,64.57142857142857,0.47545219638242914,0.6874999999999997,0.7090395480225993,0.4338061465721041,0.5589721504450185,0.7391642720306513,0.7709846650524617,0.6709219858156028,"[232, 177, 141, 100]"
31,32,128,3,4,32,64,0.0,0.0001,0.001,49.63235294117647,72.22222222222221,74.35897435897436,66.20689655172414,0.3410852713178294,0.6597859327217126,0.7304526748971195,0.5568181818181817,0.5185615848406545,0.726809378185525,0.77826278659612,0.6919191919191919,"[218, 162, 132, 95]"
32,32,64,4,2,128,128,0.2,0.0001,0.001,61.029411764705884,79.51807228915662,77.27272727272727,73.0392156862745,0.5469422911283376,0.7382864792503346,0.7071197411003237,0.5131826741996233,0.6096181452770599,0.8088911200356984,0.8200416088765604,0.7369114877589454,"[249, 206, 177, 135]"
41,32,64,4,3,32,64,0.0,0.0001,0.001,59.19117647058824,77.63975155279503,84.39999999999999,69.19431279620854,0.5271317829457363,0.7462585034013606,0.7037037037037035,0.5028571428571428,0.5905397645707723,0.7805328798185941,0.8612554112554113,0.7133333333333333,"[245, 198, 175, 134]"
127,64,32,3,4,32,128,0.1,1e-05,0.0001,48.345588235294116,72.6235741444867,74.86910994764398,65.73426573426573,0.3410852713178293,0.6816143497757847,0.6521739130434784,0.6351706036745406,0.5270025839793281,0.7137518684603887,0.765527950310559,0.6916010498687662,"[223, 161, 127, 91]"
41,64,128,2,2,64,32,0.0,0.0001,0.001,61.58088235294118,76.71641791044776,80.93385214007782,71.63461538461539,0.513350559862188,0.6928763440860213,0.7554991539763114,0.5482954545454545,0.605354579385587,0.7701500896057348,0.8502175489485135,0.7287878787878787,"[248, 197, 176, 134]"
52,128,32,4,4,128,128,0.0,0.0001,0.001,52.75735294117647,67.24738675958189,68.9119170984456,63.1578947368421,0.4409991386735574,0.634090909090909,0.6165577342047931,0.4561403508771931,0.5284381280505311,0.6729166666666666,0.7117958294428882,0.6377192982456139,"[220, 153, 114, 77]"
61,64,64,2,2,128,128,0.1,1e-05,0.0001,62.31617647058824,79.05604719764013,82.83582089552239,74.32432432432432,0.4694229112833764,0.7163398692810455,0.8074433656957929,0.6267730496453899,0.6237008326155613,0.7842592592592593,0.8760864539990754,0.7632978723404256,"[255, 206, 188, 149]"
46,64,128,3,4,32,64,0.1,1e-05,0.001,56.98529411764706,76.77419354838709,83.61344537815127,70.85427135678391,0.475452196382429,0.7543103448275862,0.701058201058201,0.5608782435129739,0.5566035027275337,0.7837523946360154,0.8571680524061477,0.7271457085828342,"[232, 189, 167, 127]"
44,64,32,2,4,32,64,0.2,1e-05,0.001,55.33088235294118,77.0764119601329,75.86206896551724,60.22727272727273,0.4280792420327306,0.7355072463768115,0.6243243243243243,0.5275938189845475,0.5575078954923914,0.7797705314009662,0.7789832689832691,0.609823399558499,"[230, 185, 151, 99]"
125,128,128,3,2,128,32,0.2,0.0001,0.0001,51.470588235294116,70.0,69.89795918367348,59.12408759124088,0.42377260981912124,0.6378787878787879,0.6625766871165644,0.48280423280423285,0.5306632213608956,0.7255050505050505,0.7381390593047035,0.6031746031746031,"[220, 163, 126, 79]"
56,32,32,3,3,32,64,0.1,0.0001,0.001,63.05147058823529,77.84256559766763,85.76779026217228,72.92576419213974,0.5340223944875111,0.710727969348659,0.7601626016260163,0.5701754385964908,0.6343382141831754,0.7667411664538102,0.8953542392566782,0.7558771929824561,"[261, 205, 190, 153]"
71,32,128,2,2,128,32,0.2,0.0001,0.001,59.92647058823529,81.28834355828221,79.24528301886792,68.57142857142857,0.5305770887166236,0.7458333333333333,0.7466666666666666,0.4522471910112357,0.5849842090152166,0.8098032407407406,0.8449761904761904,0.6910112359550562,"[240, 200, 178, 128]"
71,32,32,3,4,64,64,0.0,0.0001,0.0001,31.25,30.58823529411765,50.0,19.230769230769234,0.20155038759689922,0.2534246575342466,0.4869281045751634,0.19230769230769232,0.35099052540913006,0.3458904109589041,0.5,0.19230769230769232,"[146, 51, 26, 5]"
112,32,32,2,2,32,64,0.0,0.0001,0.0001,56.61764705882353,75.32467532467533,70.6896551724138,64.02439024390245,0.446167097329888,0.6797101449275361,0.6703296703296703,0.4870892018779342,0.5569049669824864,0.7582971014492753,0.7404892726321298,0.6379107981220657,"[230, 182, 142, 96]"
44,32,64,3,4,128,128,0.1,1e-05,0.001,59.00735294117647,71.96261682242991,78.78787878787878,60.98901098901099,0.5133505598621878,0.6562932226832642,0.6838768115942031,0.4528508771929825,0.5829600918748207,0.7287574919317656,0.7918737060041406,0.6086622807017543,"[241, 184, 152, 97]"
98,128,32,4,2,128,64,0.2,0.0001,0.0001,59.74264705882353,79.07692307692308,72.37354085603113,65.05376344086021,0.5185185185185184,0.7091633466135457,0.6493399339933996,0.4808080808080807,0.6029859316681021,0.7854692341744134,0.7747289014615747,0.6722222222222223,"[251, 202, 165, 116]"
37,32,64,4,4,32,128,0.2,0.0001,0.001,60.47794117647059,80.54711246200608,84.15094339622642,73.54260089686099,0.5228251507321274,0.7696476964769647,0.7673107890499196,0.5096491228070174,0.6007895492391616,0.814351851851852,0.87989417989418,0.7461403508771929,"[246, 207, 190, 146]"
103,64,32,2,2,64,128,0.2,1e-05,0.0001,65.625,80.3921568627451,83.62369337979094,77.91666666666667,0.4978466838931958,0.743781094527363,0.7878787878787882,0.6609477124183005,0.6545793855871376,0.8011919568822553,0.8875216450216451,0.7962418300653595,"[268, 220, 204, 168]"
23,64,128,2,3,64,128,0.0,0.0001,0.001,61.94852941176471,85.7566765578635,85.12110726643598,73.57723577235772,0.500430663221361,0.8047808764940239,0.7835595776772247,0.557723577235772,0.6151737008326156,0.85744798583444,0.8989226459814695,0.7570731707317072,"[251, 221, 205, 163]"
92,32,128,3,2,32,128,0.2,1e-05,0.0001,64.88970588235294,81.30311614730878,83.97212543554006,73.85892116182573,0.44272179155900093,0.7528735632183907,0.8235735735735735,0.6412151067323482,0.6383003158196956,0.8220412941677311,0.8844809094809095,0.7586206896551724,"[261, 222, 203, 160]"
82,64,64,4,4,128,64,0.2,0.0001,0.001,50.18382352941176,58.24175824175825,71.0691823899371,50.442477876106196,0.4194659776055125,0.5391236306729268,0.6399491094147584,0.34477124183006536,0.5121447028423771,0.5946791862284819,0.7478371501272265,0.5016339869281046,"[213, 131, 102, 54]"
36,64,128,3,2,128,128,0.2,1e-05,0.001,67.83088235294117,82.38482384823848,84.21052631578947,81.640625,0.5848406546080964,0.7478787878787877,0.8034188034188032,0.5989345509893453,0.6736146999712892,0.8264949494949495,0.8968457468457468,0.8315068493150685,"[275, 234, 219, 188]"
80,128,128,2,4,128,64,0.1,1e-05,0.001,59.74264705882353,75.6923076923077,76.82926829268293,69.84126984126983,0.4737295434969851,0.6762688614540466,0.7281639928698754,0.5559071729957805,0.5860178007464828,0.7544010059442158,0.8085688820982939,0.7164556962025316,"[243, 187, 158, 119]"
99,128,128,2,4,128,32,0.1,1e-05,0.001,46.50735294117647,64.42687747035573,68.71165644171779,57.14285714285714,0.40568475452196373,0.5541237113402064,0.6629353233830848,0.41077441077441085,0.457723227103072,0.6651632302405498,0.7110874200426439,0.5757575757575758,"[194, 134, 99, 61]"
133,128,32,3,2,64,64,0.2,1e-05,0.0001,59.74264705882353,82.46153846153847,77.61194029850746,68.26923076923077,0.49440137812230867,0.7605442176870747,0.7147435897435895,0.5376344086021504,0.592348550100488,0.8244331065759636,0.8453296703296703,0.6944444444444444,"[245, 208, 186, 134]"
59,128,128,2,3,128,64,0.0,0.0001,0.001,65.99264705882352,79.66573816155989,77.27272727272727,75.56561085972851,0.5538329026701119,0.720754716981132,0.7119815668202764,0.5828729281767956,0.6457507895492391,0.7922746331236897,0.7990234803598858,0.7826887661141805,"[265, 217, 181, 148]"
53,128,64,2,3,128,64,0.0,1e-05,0.001,56.80147058823529,81.22977346278317,78.08764940239044,72.44897959183673,0.4883720930232557,0.7195994277539343,0.7187500000000003,0.5345528455284552,0.56534596612116,0.802515498330949,0.8196552579365081,0.7398373983739838,"[233, 192, 164, 128]"
70,128,32,2,2,128,32,0.2,1e-05,0.001,56.06617647058824,67.8688524590164,72.46376811594203,56.00000000000001,0.4806201550387596,0.6326086956521738,0.6555555555555554,0.38589743589743597,0.557723227103072,0.6877415458937197,0.750981240981241,0.5717948717948718,"[230, 165, 130, 80]"
145,128,128,4,2,128,32,0.1,0.0001,0.0001,58.63970588235294,78.0564263322884,72.69076305220884,65.19337016574586,0.47459086993970756,0.6994421199442123,0.6718480138169258,0.5555555555555557,0.5772753373528566,0.7908298465829846,0.7616333580064151,0.6873638344226579,"[239, 193, 153, 112]"
42,128,64,4,4,128,128,0.1,0.0001,0.001,50.91911764705882,66.78700361010831,66.48648648648648,60.16260162601627,0.44702842377260976,0.6132075471698113,0.5722610722610723,0.44444444444444436,0.5100057421762848,0.6548087002096435,0.689027639027639,0.5906349206349206,"[212, 143, 105, 65]"
88,32,32,4,4,64,128,0.2,0.0001,0.0001,50.36764705882353,66.78832116788321,58.46994535519126,58.87850467289719,0.33850129198966417,0.6888888888888889,0.55175983436853,0.4488448844884489,0.5468130921619294,0.6935802469135802,0.6107660455486543,0.594059405940594,"[225, 161, 101, 61]"
157,32,32,2,3,64,64,0.2,0.0001,0.0001,54.96323529411765,66.88963210702342,64.5,55.81395348837209,0.33247200689061135,0.6473533619456365,0.6153846153846154,0.5103244837758112,0.5608957795004307,0.6543872198378636,0.6783119658119657,0.5943952802359881,"[233, 156, 113, 72]"
17,32,128,3,2,64,128,0.0,0.0001,0.001,67.09558823529412,87.94520547945206,84.11214953271028,78.88888888888889,0.5452196382428939,0.8037037037037035,0.774793388429752,0.619155354449472,0.6669394200401952,0.8782201646090535,0.8802833530106258,0.801734539969834,"[270, 242, 221, 184]"
125,128,64,2,4,64,128,0.2,0.0001,0.0001,30.330882352941174,52.72727272727272,66.66666666666666,79.3103448275862,0.17226528854435835,0.5122549019607844,0.7115384615384616,0.7192982456140351,0.3332902670111972,0.5559640522875817,0.7094017094017094,0.7982456140350878,"[136, 78, 57, 46]"
128,128,128,3,4,128,32,0.1,1e-05,0.0001,38.60294117647059,55.714285714285715,52.13675213675214,45.90163934426229,0.2713178294573642,0.49625468164793995,0.501557632398754,0.41379310344827586,0.42472006890611536,0.5898876404494382,0.5233644859813084,0.47413793103448276,"[178, 107, 58, 28]"
72,128,64,4,4,64,32,0.2,1e-05,0.001,40.625,57.466063348416284,51.96850393700787,43.93939393939394,0.34022394487510765,0.5277777777777779,0.4781931464174455,0.3,0.4210594315245478,0.6053639846743295,0.5373831775700935,0.4388888888888889,"[174, 107, 60, 28]"
102,32,32,4,3,64,128,0.2,0.0001,0.0001,58.27205882352941,79.17981072555204,74.9003984063745,67.02127659574468,0.3850129198966408,0.776388888888889,0.7297979797979797,0.588235294117647,0.5781797301177145,0.7990162037037037,0.8121693121693121,0.6906862745098039,"[240, 198, 170, 120]"
92,128,64,2,3,64,32,0.2,1e-05,0.001,53.67647058823529,74.65753424657534,72.47706422018348,62.65822784810127,0.46253229974160215,0.6770370370370371,0.6279069767441862,0.4987654320987654,0.5399224806201549,0.7419753086419753,0.7526716500553711,0.6370370370370371,"[225, 172, 135, 93]"
63,64,64,4,4,128,32,0.2,0.0001,0.001,36.94852941176471,51.243781094527364,40.77669902912621,28.57142857142857,0.3264427217915589,0.39359698681732597,0.3263888888888888,0.25416666666666665,0.4191214470284238,0.5329566854990584,0.4166666666666667,0.2875,"[177, 96, 40, 12]"
141,128,64,2,3,32,64,0.1,0.0001,0.0001,52.02205882352941,68.55123674911661,78.35051546391753,63.1578947368421,0.329888027562446,0.6615271659324523,0.7626262626262625,0.559610705596107,0.5454780361757107,0.7090063631913853,0.8010101010101012,0.645985401459854,"[227, 165, 137, 91]"
80,64,128,2,2,128,128,0.2,1e-05,0.0001,65.25735294117648,82.53521126760563,85.6655290102389,79.6812749003984,0.4814814814814817,0.7828863346104726,0.8467261904761905,0.6341269841269841,0.6426069480333046,0.8360898254576415,0.9077593537414966,0.8099999999999998,"[261, 224, 210, 176]"
25,128,64,4,2,64,128,0.1,1e-05,0.001,68.19852941176471,81.40161725067385,81.12582781456953,80.0,0.565030146425495,0.7737226277372261,0.730880230880231,0.6203252032520324,0.6731840367499282,0.8186232765612328,0.8478870336013192,0.8114634146341463,"[274, 231, 205, 172]"
82,64,128,4,3,32,64,0.0,1e-05,0.0001,31.801470588235293,47.398843930635834,67.07317073170732,49.09090909090909,0.21360895779500416,0.42643678160919535,0.6600877192982456,0.4074074074074074,0.3520671834625323,0.5076628352490422,0.6973684210526315,0.48148148148148145,"[145, 76, 54, 26]"
75,128,32,2,3,32,32,0.1,0.0001,0.001,57.904411764705884,76.5079365079365,75.51867219917013,68.68131868131869,0.46511627906976727,0.7257834757834757,0.6728723404255319,0.5331196581196581,0.5738730979041056,0.7752018043684711,0.7892857142857144,0.6933760683760684,"[234, 188, 156, 113]"
151,32,64,3,2,64,32,0.1,0.0001,0.0001,55.51470588235294,74.50331125827815,67.11111111111111,61.58940397350994,0.42850990525409083,0.5968660968660969,0.707156308851224,0.5277777777777778,0.5606086706861901,0.7347459639126305,0.7311407048695184,0.6256038647342995,"[234, 177, 138, 88]"
89,64,32,4,2,32,128,0.1,1e-05,0.0001,63.970588235294116,80.17241379310344,82.79569892473118,72.2943722943723,0.4806201550387598,0.7226463104325701,0.8052959501557632,0.6023688663282573,0.6358455354579385,0.8010920271416454,0.8796951490876724,0.7335025380710661,"[262, 214, 197, 150]"
