#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
45,32,64,3,3,64,64,0.2,0.0001,0.001,0.432918395573997,0.7324723247232474,0.6635802469135803,0.5019047619047617,0.5451244813278008,0.7890528905289054,0.7978395061728394,0.7228571428571429,"[271, 216, 175, 127]",0.4825850101625642
25,32,64,2,4,64,128,0.0,1e-05,0.001,0.4266943291839556,0.7308641975308642,0.6697819314641746,0.4969879518072288,0.5418395573997234,0.784567901234568,0.7671339563862929,0.7379518072289156,"[270, 214, 166, 123]",0.47742235903695723
27,128,64,3,4,32,128,0.1,0.0001,0.001,0.4239280774550483,0.7162990196078431,0.7300150829562589,0.5794473229706388,0.5442600276625174,0.8020833333333334,0.8612368024132729,0.7642487046632125,"[272, 221, 193, 149]",0.4766162813673187
58,64,64,4,4,64,64,0.1,0.0001,0.001,0.4370677731673582,0.664705882352941,0.6631578947368421,0.4437367303609343,0.5121023513139696,0.7366013071895425,0.8166666666666668,0.6825902335456476,"[255, 190, 157, 108]",0.4716192146162897
49,64,32,3,2,128,64,0.1,1e-05,0.001,0.4315352697095435,0.6420982735723774,0.6431159420289856,0.4149659863945579,0.5010373443983404,0.7244355909694555,0.7835144927536233,0.6473922902494331,"[251, 184, 147, 96]",0.46369640771904236
53,64,32,4,4,64,64,0.1,0.0001,0.001,0.4315352697095436,0.5681511470985154,0.584795321637427,0.375,0.4961964038727524,0.6862348178137652,0.6910331384015594,0.5138888888888888,"[247, 171, 120, 63]",0.46161245772135295
35,32,128,4,3,32,64,0.1,0.0001,0.001,0.3865836791147993,0.7119565217391305,0.7457364341085273,0.5590828924162257,0.5554979253112033,0.7693236714975846,0.8643410852713177,0.707231040564374,"[276, 215, 189, 134]",0.4558977283890073
38,64,64,2,3,32,64,0.2,1e-05,0.001,0.3879668049792531,0.72323600973236,0.7757296466973884,0.5529100529100528,0.5523858921161826,0.7840632603406327,0.860215053763441,0.7601410934744269,"[274, 217, 189, 145]",0.45580214815543807
23,32,128,2,3,32,64,0.0,0.0001,0.001,0.372060857538036,0.6587009803921571,0.6777777777777776,0.6193415637860082,0.5432226832641771,0.7126225490196079,0.823931623931624,0.7366255144032922,"[272, 195, 162, 121]",0.44163778405157134
34,32,128,4,4,32,64,0.0,0.0001,0.001,0.3852005532503458,0.7095238095238096,0.6648841354723709,0.44824016563147,0.4891078838174274,0.7523809523809524,0.8431372549019609,0.6097308488612836,"[245, 187, 161, 99]",0.43097977660479664
54,128,32,3,4,64,64,0.0,1e-05,0.001,0.392116182572614,0.6190476190476191,0.6084337349397588,0.5155038759689923,0.4614453665283541,0.7092352092352093,0.7660642570281124,0.731266149870801,"[231, 166, 129, 95]",0.42396519800944177
31,64,32,4,4,32,64,0.0,0.0001,0.001,0.3395573997233748,0.5934230194319879,0.5795206971677559,0.363036303630363,0.4479598893499308,0.6763826606875935,0.6546840958605664,0.5231023102310232,"[223, 153, 101, 54]",0.38629779261614233
34,32,64,4,4,32,64,0.0,0.0001,0.001,0.3215767634854771,0.6270833333333331,0.6594202898550725,0.468503937007874,0.481673582295989,0.663888888888889,0.7836438923395446,0.6049868766404201,"[240, 161, 127, 78]",0.38567062551465314
33,64,32,4,4,128,64,0.2,0.0001,0.001,0.3091286307053943,0.3952380952380952,0.3773584905660378,0.2170542635658915,0.4244467496542184,0.4968253968253968,0.4009433962264151,0.2790697674418604,"[210, 106, 43, 12]",0.35772368059474086
