#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
38,64,128,3,3,32,64,0.2,1e-05,0.001,0.3789764868603042,0.7431372549019608,0.6939102564102563,0.5941176470588234,0.508402489626556,0.8107843137254902,0.8076923076923077,0.7647058823529411,"[255, 208, 170, 131]",0.09128630705394197,0.25484094052558787,0.13305670816044257
21,64,64,3,2,32,128,0.2,0.0001,0.001,0.4910096818810509,0.772256728778468,0.768953068592058,0.6176870748299318,0.6460235131396957,0.8574016563146999,0.8794223826714801,0.8374149659863946,"[322, 277, 245, 207]",0.14557399723374842,0.4077916090364223,0.2118948824343016
23,128,128,4,2,64,64,0.1,1e-05,0.001,0.43222683264177036,0.7052238805970151,0.684126984126984,0.5462962962962961,0.53917704011065,0.7789179104477612,0.8547619047619047,0.7527777777777778,"[268, 210, 180, 138]",0.09612724757952984,0.2693637621023513,0.14031811894882432
20,64,64,2,2,32,128,0.1,0.0001,0.001,0.46403872752420455,0.7068783068783069,0.7871794871794873,0.675141242937853,0.6315006915629322,0.8203703703703703,0.9038461538461539,0.8389830508474576,"[315, 260, 236, 200]",0.1414246196403875,0.3969571230982019,0.20643153526970956
51,64,128,4,4,32,64,0.2,1e-05,0.001,0.3852005532503457,0.6607611548556432,0.7003454231433507,0.5677083333333333,0.5097856154910096,0.7549212598425197,0.8246977547495682,0.753125,"[254, 193, 160, 121]",0.08437067773167362,0.23710235131396956,0.122964829085161
38,128,128,3,4,64,128,0.2,0.0001,0.001,0.4453665283540801,0.7309523809523809,0.7065217391304347,0.5659898477157358,0.5630359612724758,0.8169642857142857,0.85,0.7817258883248731,"[280, 230, 197, 154]",0.10719225449515925,0.30567081604426,0.15753803596127244
50,128,64,2,4,128,128,0.2,0.0001,0.001,0.45020746887966817,0.6280637254901961,0.67,0.48282828282828305,0.5452282157676348,0.7297794117647058,0.8158333333333333,0.6848484848484848,"[272, 200, 165, 114]",0.07952973720608573,0.2230982019363762,0.11594052558782846
26,128,64,2,2,128,128,0.2,0.0001,0.001,0.5179806362378977,0.7186836518046711,0.6934640522875818,0.61036036036036,0.6307514983863532,0.8082802547770701,0.8653594771241829,0.8355855855855856,"[314, 255, 222, 188]",0.13139695712309857,0.3702166897187644,0.19190871369294607
19,64,64,4,2,64,128,0.1,1e-05,0.001,0.4910096818810511,0.7539936102236423,0.7459119496855345,0.598124098124098,0.630232826187183,0.8436102236421725,0.8641509433962264,0.8354978354978355,"[313, 265, 231, 195]",0.13692946058091315,0.38439372982941444,0.19965421853388662
39,128,128,3,4,32,64,0.2,0.0001,0.001,0.3374827109266943,0.6634366925064601,0.7158469945355191,0.5629139072847682,0.5143499308437067,0.7073643410852714,0.8142076502732241,0.7218543046357616,"[258, 183, 151, 110]",0.07607192254495156,0.21438450899031813,0.11127247579529734
32,128,64,4,4,32,128,0.1,0.0001,0.001,0.4460580912863072,0.7139393939393942,0.7061011904761905,0.5742659758203797,0.550875979714154,0.8101818181818182,0.8556547619047619,0.7694300518134715,"[275, 224, 193, 150]",0.1044260027662519,0.2955278930382665,0.15269709543568463
28,64,64,2,3,64,128,0.2,1e-05,0.001,0.44951590594744134,0.7253521126760561,0.7160228898426322,0.6092233009708736,0.5744467496542185,0.8177816901408451,0.8776824034334764,0.7985436893203883,"[284, 233, 206, 166]",0.11618257261410814,0.3274550484094052,0.16998616874135547
19,64,128,2,2,64,128,0.1,1e-05,0.001,0.45919778699861663,0.7208067940552019,0.7750000000000002,0.6788268955650929,0.6310972798524666,0.8214968152866242,0.8852564102564103,0.8626609442060086,"[314, 260, 233, 202]",0.1410788381742741,0.3976486860304288,0.20636237897648693
35,64,128,3,4,64,128,0.2,1e-05,0.001,0.4190871369294605,0.6935081148564295,0.737976782752902,0.5295238095238095,0.5368718303365607,0.7473782771535581,0.8582089552238806,0.7742857142857142,"[267, 201, 175, 136]",0.09474412171507615,0.26648224988473956,0.13817427385892112
39,64,64,2,4,128,128,0.1,1e-05,0.001,0.4308437067773167,0.635897435897436,0.6754385964912283,0.4287280701754388,0.5201590594744122,0.7278846153846154,0.7947368421052632,0.6677631578947368,"[260, 190, 152, 102]",0.07053941908713686,0.2008990318118949,0.10359612724757951
22,64,128,3,2,128,128,0.1,0.0001,0.001,0.48340248962655613,0.7136752136752136,0.7111553784860555,0.588836477987421,0.6250461041954818,0.8036858974358975,0.8426294820717132,0.8136792452830188,"[312, 251, 212, 174]",0.121023513139696,0.34508990318118943,0.17786998616874136
40,128,64,2,2,128,64,0.2,0.0001,0.001,0.4910096818810512,0.6861111111111113,0.6940928270042194,0.5434027777777776,0.6001498386353159,0.7868333333333334,0.8037974683544303,0.7786458333333334,"[300, 237, 192, 151]",0.10650069156293239,0.29760258183494703,0.15497925311203317
48,128,64,4,4,32,64,0.1,1e-05,0.001,0.4080221300138314,0.6388888888888888,0.6574074074074076,0.5199530516431926,0.5026394651913324,0.710515873015873,0.7805555555555556,0.7253521126760564,"[252, 180, 142, 104]",0.07192254495159053,0.2042415859843246,0.10518672199170123
53,64,128,4,3,64,64,0.2,1e-05,0.001,0.4260027662517289,0.6660353535353535,0.7047377326565146,0.5118343195266272,0.5344513600737667,0.7426136363636364,0.8460236886632825,0.7396449704142012,"[264, 197, 169, 126]",0.08852005532503465,0.24926233287229138,0.12894190871369293
46,64,128,4,3,128,64,0.2,0.0001,0.001,0.37828492392807717,0.6756569847856153,0.7071823204419889,0.4935483870967743,0.4870331950207469,0.7468879668049793,0.8480662983425414,0.6580645161290323,"[241, 181, 155, 103]",0.07123098201936369,0.20193637621023516,0.1044260027662517
36,64,128,4,4,64,128,0.2,1e-05,0.001,0.44052558782849244,0.7067901234567902,0.7292644757433492,0.5531914893617019,0.5420585523282619,0.7853703703703704,0.8755868544600939,0.8058510638297872,"[270, 213, 188, 152]",0.10580912863070557,0.30071461502996777,0.15497925311203317
30,128,128,2,3,32,64,0.1,1e-05,0.001,0.30152143845089874,0.7328042328042329,0.7663316582914573,0.6117647058823529,0.5018326417704011,0.7847222222222222,0.8517587939698492,0.7441176470588236,"[252, 199, 170, 127]",0.08852005532503465,0.25069156293222683,0.1297372060857538
43,128,64,4,4,128,64,0.2,0.0001,0.001,0.3035961272475794,0.3851468048359241,0.3838951310861423,0.3287037037037037,0.3852005532503458,0.46113989637305697,0.398876404494382,0.5138888888888888,"[193, 89, 36, 19]",0.013139695712309815,0.03630705394190872,0.019087136929460582
59,128,128,2,4,64,64,0.2,1e-05,0.001,0.41977869986168725,0.7055555555555555,0.709501557632399,0.5908289241622573,0.544017980636238,0.7898148148148149,0.8746105919003114,0.7619047619047619,"[270, 214, 189, 147]",0.10165975103734455,0.2874135546334716,0.14872060857538033
29,128,128,2,4,32,128,0.2,1e-05,0.001,0.38105117565698465,0.7316176470588235,0.7391975308641976,0.6621863799283151,0.5427501152604886,0.7884191176470587,0.8518518518518519,0.8198924731182796,"[272, 216, 186, 153]",0.10650069156293239,0.3001383125864454,0.15573997233748268
53,64,128,3,3,64,64,0.2,1e-05,0.001,0.4280774550484091,0.6512915129151292,0.6437908496732024,0.6024096385542167,0.5460926694329185,0.7481549815498155,0.8063725490196079,0.7831325301204819,"[271, 204, 166, 130]",0.08990318118948831,0.25795297372060855,0.13243430152143842
62,128,128,4,3,64,64,0.2,1e-05,0.001,0.40940525587828497,0.6535580524344569,0.6641025641025644,0.5658174097664542,0.5353734439834024,0.7275280898876404,0.7948717948717948,0.7547770700636943,"[267, 195, 157, 119]",0.0822959889349931,0.23305670816044258,0.12060857538035959
