Seed,Precision,Recall,F1,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.12220762155059132,0.10476503347725424,0.10970214629872972,0.3955321944809461,0.7142857142857143,0.6604651162790698,0.6549295774647887,0.3672298354295726,0.7051495016611296,0.6302325581395349,0.6302816901408451,"[301, 215, 142, 93]"
123,0.04993429697766097,0.040735873850197106,0.043583004818221645,0.27989487516425754,0.6009389671361502,0.625,0.475,0.25940961141355356,0.5873239436619718,0.6067708333333333,0.46875,"[213, 128, 80, 38]"
47899,0.09986859395532194,0.08190976784932107,0.0870784056066579,0.33508541392904073,0.6745098039215687,0.686046511627907,0.6440677966101694,0.30230429885489024,0.6656862745098039,0.6564922480620154,0.6299435028248589,"[255, 172, 118, 76]"
2025,0.12089356110381078,0.09876259307928163,0.10515403708570593,0.39421813403416556,0.6733333333333333,0.7128712871287128,0.6388888888888888,0.36487026260350836,0.6561111111111111,0.683993399339934,0.6111111111111112,"[300, 202, 144, 92]"
1,0.04993429697766097,0.042542706964520366,0.04440064242955176,0.290407358738502,0.6334841628959276,0.6142857142857143,0.4418604651162791,0.2656732995432075,0.627450980392157,0.5690476190476191,0.4418604651162791,"[221, 140, 86, 38]"
20,0.12746386333771353,0.10621988611476127,0.11204555409548839,0.3718791064388962,0.7173144876325088,0.7438423645320197,0.6423841059602649,0.34504255052875293,0.7058303886925795,0.7105911330049262,0.6291390728476821,"[283, 203, 151, 97]"
99,0.12220762155059132,0.10145641699518178,0.10747554387501823,0.36268068331143233,0.7536231884057971,0.6971153846153846,0.6413793103448275,0.332648666124356,0.7406400966183575,0.6610576923076923,0.6344827586206897,"[276, 208, 145, 93]"
1020,0.1366622864651774,0.11503504161191414,0.12101036647685794,0.3718791064388962,0.6678445229681979,0.7883597883597884,0.697986577181208,0.344327117618839,0.661660777385159,0.7610229276895945,0.6901565995525728,"[283, 189, 149, 104]"
345,0.12483574244415244,0.1033180026281209,0.10931522850051102,0.40473061760841,0.7045454545454546,0.6589861751152074,0.6643356643356644,0.3778210583401121,0.6934523809523809,0.6390168970814133,0.6363636363636364,"[308, 217, 143, 95]"
78,0.08409986859395532,0.06512629580960724,0.06979121039567819,0.33771353482260186,0.7315175097276264,0.6063829787234043,0.5614035087719298,0.3094737500782179,0.7227626459143969,0.5682624113475178,0.5482456140350878,"[257, 188, 114, 64]"
