#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
13,128,256,2,3,4,0.0,0.0001,0.001,0.3201936376210236,0.6241134751773052,0.7670565302144251,0.5769230769230769,0.473374827109267,0.7158865248226951,0.8265107212475632,0.7156177156177156,"[235, 171, 143, 103]",0.3820000783469989,0.6388291600194215,0.5104146191832102
24,64,256,2,2,2,0.1,0.0001,0.001,0.3706777316735821,0.6472868217054264,0.752577319587629,0.5131313131313131,0.5169432918395573,0.7437984496124032,0.8427835051546392,0.6878787878787879,"[258, 194, 165, 115]",0.4317594147658787,0.5877921349746413,0.50977577487026
34,128,256,4,4,2,0.0,0.0001,0.001,0.3160442600276623,0.5952380952380952,0.7009259259259258,0.538369304556355,0.5200553250345782,0.686100386100386,0.7666666666666667,0.6654676258992805,"[259, 180, 139, 93]",0.3931601051129894,0.5952090916907908,0.4941845984018901
19,64,64,2,3,4,0.1,1e-05,0.001,0.3098201936376209,0.5813953488372093,0.7344827586206897,0.5579096045197741,0.4308437067773167,0.6646511627906977,0.7988505747126436,0.7161016949152542,"[215, 145, 118, 85]",0.3604444082842911,0.6271844112894134,0.4938144097868522
26,64,64,2,2,2,0.1,0.0001,0.001,0.3374827109266942,0.5985732814526589,0.7396449704142012,0.5023148148148149,0.5197095435684648,0.6443579766536964,0.8362919132149901,0.6388888888888888,"[257, 169, 144, 93]",0.4092267160329338,0.5624295695289611,0.48582814278094744
24,128,128,2,4,4,0.0,0.0001,0.0001,0.330567081604426,0.630758807588076,0.7314814814814813,0.5068493150684932,0.491701244813278,0.724390243902439,0.8037037037037037,0.6506849315068494,"[246, 180, 146, 96]",0.3953459966707265,0.5698305909054067,0.48258829378806656
13,64,64,2,3,2,0.0,0.0001,0.001,0.2894190871369293,0.572429906542056,0.7529137529137528,0.5413223140495869,0.4294605809128631,0.6658878504672897,0.8403263403263403,0.6694214876033058,"[214, 143, 121, 81]",0.3457994287869805,0.5985953233858912,0.47219737608643586
14,128,64,2,3,4,0.2,0.0001,0.001,0.3195020746887966,0.585648148148148,0.704225352112676,0.5084745762711866,0.4315352697095436,0.6507716049382716,0.8204225352112676,0.6624293785310734,"[216, 142, 118, 79]",0.3671626051672358,0.5753307027049132,0.47124665393607446
11,64,64,2,3,2,0.0,1e-05,0.001,0.2946058091286308,0.6081081081081081,0.6870967741935484,0.5316804407713499,0.4484785615491009,0.6887387387387388,0.7709677419354839,0.6487603305785122,"[222, 155, 121, 80]",0.3556107347043593,0.5844142067755094,0.47001247073993435
23,64,256,2,3,2,0.2,0.0001,0.001,0.3098201936376211,0.6334841628959276,0.6710816777041942,0.5071225071225072,0.4426002766251729,0.6773755656108597,0.7538631346578366,0.6581196581196581,"[221, 151, 117, 77]",0.3644943454560248,0.5728376486322696,0.46866599704414724
17,64,128,2,4,4,0.1,0.0001,0.001,0.3056708160442599,0.5852713178294573,0.6787439613526568,0.484567901234568,0.437759336099585,0.628062015503876,0.7717391304347826,0.6882716049382716,"[215, 138, 108, 75]",0.3599807005693331,0.5687296946068876,0.4643551975881104
14,64,256,2,3,2,0.0,1e-05,0.001,0.3042876901798064,0.6279761904761905,0.7222222222222221,0.5076335877862596,0.4533195020746888,0.7040178571428571,0.8165618448637315,0.6335877862595419,"[224, 159, 131, 83]",0.364145286924442,0.5636600372743751,0.46390266209940856
28,128,64,2,3,2,0.0,1e-05,0.0001,0.3008298755186721,0.6255506607929515,0.7658486707566461,0.5060827250608274,0.4560857538035961,0.7110132158590309,0.8312883435582822,0.6253041362530414,"[227, 163, 137, 87]",0.3625350441380799,0.5594118724328285,0.4609734582854542
34,128,256,2,2,4,0.1,1e-05,0.0001,0.3098201936376208,0.603244837758112,0.741561181434599,0.4938725490196078,0.4526279391424619,0.6907079646017699,0.8396624472573839,0.6127450980392156,"[226, 158, 136, 84]",0.3678500076840324,0.5469241960350032,0.4573871018595178
45,128,128,2,2,4,0.1,0.0001,0.0001,0.3284923928077454,0.6132208157524613,0.6973415132924334,0.4656488549618322,0.4764868603042877,0.6839662447257384,0.7965235173824131,0.5992366412213741,"[237, 163, 131, 79]",0.3888853241315061,0.5240635858710225,0.4564744550012643
43,64,128,4,3,2,0.1,0.0001,0.001,0.3056708160442601,0.6015736766809727,0.629746835443038,0.4886039886039886,0.4688796680497925,0.6675250357653791,0.7341772151898734,0.5754985754985755,"[233, 158, 117, 68]",0.3700800237107291,0.5285033772316237,0.4492917004711764
27,64,256,4,4,2,0.0,1e-05,0.001,0.298063623789765,0.5734848484848485,0.7398648648648649,0.4875,0.4387966804979253,0.6668181818181818,0.8074324324324325,0.6,"[220, 148, 120, 73]",0.3549908386571672,0.5379310344827586,0.4464609365699629
21,128,128,4,4,4,0.0,1e-05,0.001,0.2876901798063623,0.529595015576324,0.6250000000000001,0.4880952380952381,0.4263485477178423,0.6504672897196261,0.6892857142857143,0.5850340136054422,"[214, 140, 98, 58]",0.3435564084273557,0.5321862500943325,0.4378713292608441
52,64,256,2,4,4,0.1,1e-05,0.0001,0.2842323651452281,0.5837037037037036,0.6793981481481481,0.4684684684684685,0.452627939142462,0.6364444444444444,0.7638888888888888,0.5840840840840842,"[225, 144, 111, 66]",0.3491883303379668,0.5199264885427511,0.434557409440359
19,128,128,4,2,4,0.0,1e-05,0.0001,0.3070539419087138,0.5848909657320872,0.7167832167832167,0.4344729344729346,0.4336099585062241,0.664018691588785,0.81002331002331,0.5968660968660968,"[214, 143, 117, 71]",0.3595197415065612,0.5028844186302751,0.43120208006841815
