#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
16,64,128,2,3,2,0.0,1e-05,0.001,0.3450899031811896,0.6221374045801525,0.7286212914485165,0.5941558441558441,0.5257607192254495,0.7251908396946565,0.8036649214659686,0.7337662337662337,"[262, 191, 154, 113]"
41,64,128,2,4,2,0.0,1e-05,0.0001,0.32226832641770436,0.6015736766809731,0.681726907630522,0.46223958333333337,0.47406639004149376,0.6988555078683834,0.7710843373493976,0.5755208333333333,"[233, 166, 128, 75]"
32,64,64,2,3,2,0.1,0.0001,0.001,0.3789764868603043,0.6433333333333331,0.6980286738351253,0.5464852607709751,0.5086445366528355,0.74,0.7885304659498209,0.673469387755102,"[250, 186, 147, 101]"
29,64,256,4,2,4,0.2,0.0001,0.001,0.17634854771784234,0.2980392156862745,0.6145833333333334,0.2972972972972973,0.17427385892116182,0.5588235294117647,0.7708333333333334,0.35135135135135137,"[85, 48, 37, 13]"
17,128,128,2,2,4,0.2,1e-05,0.001,0.32157676348547704,0.5942367601246106,0.6563926940639269,0.48599439775910364,0.43672199170124487,0.677570093457944,0.8047945205479452,0.5980392156862744,"[214, 146, 119, 73]"
54,64,128,2,3,4,0.2,1e-05,0.0001,0.2717842323651452,0.5441988950276242,0.5765765765765766,0.30303030303030304,0.3673928077455048,0.6132596685082873,0.6936936936936937,0.44805194805194803,"[181, 111, 77, 35]"
39,64,256,4,2,4,0.0,0.0001,0.001,0.3042876901798065,0.5409604519774011,0.6898454746136865,0.5213675213675214,0.4809820193637621,0.635593220338983,0.7748344370860927,0.6452991452991453,"[236, 151, 117, 76]"
21,128,64,4,3,4,0.2,1e-05,0.0001,0.29253112033195017,0.5864197530864199,0.5846774193548387,0.3856589147286821,0.3808782849239281,0.6543209876543209,0.6908602150537634,0.5697674418604651,"[189, 124, 86, 49]"
39,64,128,4,2,2,0.0,0.0001,0.001,0.30774550484094043,0.5931972789115646,0.670756646216769,0.518970189701897,0.4934301521438451,0.6612244897959184,0.754601226993865,0.6246612466124662,"[245, 163, 123, 78]"
33,128,256,2,2,4,0.1,1e-05,0.0001,0.3540802213001383,0.640646976090014,0.7321772639691714,0.4482758620689657,0.47977178423236516,0.7257383966244726,0.8333333333333335,0.603448275862069,"[237, 173, 145, 89]"
25,64,64,4,2,2,0.0,0.0001,0.001,0.16528354080221308,0.23376623376623376,0.5166666666666667,0.3870967741935484,0.3144882434301521,0.38636363636363635,0.5166666666666667,0.3870967741935484,"[154, 60, 31, 12]"
31,64,64,4,3,4,0.1,0.0001,0.001,0.3374827109266942,0.5977242302543507,0.6882716049382714,0.5098039215686275,0.5058782849239281,0.6465863453815262,0.8364197530864198,0.6642156862745099,"[249, 162, 136, 91]"
107,64,64,2,4,2,0.1,1e-05,0.0001,0.3450899031811897,0.6283602150537636,0.7155172413793102,0.5648148148148149,0.5008644536652835,0.6975806451612904,0.8275862068965517,0.6886574074074073,"[248, 174, 144, 101]"
27,128,256,2,3,2,0.0,1e-05,0.0001,0.31950207468879677,0.576233183856502,0.771875,0.5977443609022557,0.4533195020746888,0.7122571001494767,0.825,0.7431077694235589,"[223, 160, 133, 100]"
18,128,128,4,3,4,0.1,1e-05,0.001,0.12932226832641777,0.1796875,0.43478260869565216,0.45,0.26054633471645916,0.1796875,0.43478260869565216,0.7,"[128, 23, 10, 7]"
12,64,64,2,3,2,0.0,1e-05,0.001,0.31189488243430163,0.5883940620782726,0.7093495934959351,0.5576441102756892,0.49878976486860305,0.6585695006747638,0.8089430894308944,0.6691729323308271,"[247, 164, 133, 89]"
25,128,128,4,2,2,0.0,1e-05,0.0001,0.35753803596127237,0.5753803596127248,0.7361111111111112,0.5190476190476192,0.4880705394190871,0.6970954356846473,0.8303571428571429,0.6416666666666667,"[241, 168, 140, 92]"
50,64,64,2,2,4,0.0,1e-05,0.0001,0.29806362378976486,0.5697674418604651,0.7209595959595959,0.3928571428571429,0.43533886583679116,0.6093023255813953,0.8446969696969697,0.5104166666666666,"[215, 132, 112, 58]"
31,64,128,4,3,2,0.2,1e-05,0.0001,0.2033195020746888,0.5425790754257909,0.5223577235772358,0.21568627450980393,0.279045643153527,0.5985401459854015,0.6219512195121951,0.3431372549019608,"[137, 82, 51, 18]"
21,64,64,2,3,4,0.0,0.0001,0.001,0.29183955739972317,0.6260683760683761,0.7171717171717172,0.5,0.47216459197787003,0.6994301994301994,0.7979797979797981,0.5871212121212122,"[234, 165, 132, 78]"
24,128,128,2,3,4,0.0,1e-05,0.0001,0.3022130013831259,0.6304044630404464,0.7186274509803922,0.5137844611528822,0.48599585062240663,0.705718270571827,0.7745098039215688,0.6541353383458647,"[239, 170, 133, 88]"
49,64,256,4,4,4,0.0,0.0001,0.001,0.23928077455048402,0.4709302325581394,0.5544554455445545,0.5073529411764706,0.34716459197787003,0.5843023255813954,0.6732673267326733,0.5882352941176471,"[172, 101, 68, 40]"
14,128,64,2,3,4,0.1,1e-05,0.001,0.33817427385892107,0.5955459770114943,0.6773504273504276,0.5555555555555556,0.4685338865836791,0.6702586206896551,0.8237179487179487,0.7312661498708011,"[232, 156, 129, 96]"
48,64,64,4,4,2,0.1,1e-05,0.0001,0.25587828492392795,0.6164021164021163,0.6679487179487179,0.45087719298245627,0.3801867219917012,0.6807760141093474,0.7307692307692307,0.5947368421052631,"[189, 130, 95, 57]"
31,64,256,2,3,2,0.1,0.0001,0.001,0.35615491009681877,0.6020000000000002,0.712121212121212,0.5431235431235432,0.5070885200553251,0.6986666666666667,0.8096590909090909,0.6911421911421912,"[250, 176, 143, 101]"
79,64,64,2,3,4,0.2,1e-05,0.0001,0.2904564315352699,0.521969696969697,0.6679197994987467,0.3771043771043771,0.4483056708160443,0.6045454545454545,0.738095238095238,0.5151515151515151,"[220, 133, 99, 51]"
58,64,256,2,3,4,0.0,0.0001,0.0001,0.3008298755186723,0.5750360750360749,0.7142857142857143,0.5619834710743802,0.468015214384509,0.6666666666666666,0.7857142857142857,0.6680440771349863,"[231, 154, 121, 83]"
25,64,64,4,4,2,0.1,1e-05,0.001,0.293914246196404,0.535532994923858,0.58203125,0.48084291187739464,0.39574688796680496,0.6429780033840947,0.67578125,0.5957854406130269,"[197, 128, 87, 53]"
14,128,256,2,3,2,0.0,0.0001,0.001,0.3381742738589209,0.6242559523809522,0.7228571428571426,0.5706018518518519,0.4566044260027663,0.7775297619047619,0.8209523809523811,0.7048611111111112,"[224, 175, 144, 102]"
22,128,64,4,3,4,0.0,0.0001,0.001,0.17634854771784234,0.32941176470588235,0.3333333333333333,0.25,0.17427385892116182,0.3235294117647059,1.0,0.25,"[85, 28, 28, 7]"
24,64,64,4,4,2,0.0,1e-05,0.001,0.2524204702627937,0.568144499178982,0.7177615571776156,0.5257575757575758,0.41355463347164595,0.6699507389162561,0.7992700729927007,0.5954545454545455,"[203, 137, 110, 66]"
27,64,256,2,3,4,0.1,0.0001,0.001,0.3367911479944675,0.6376811594202899,0.7284313725490196,0.6080459770114943,0.46939834024896265,0.7355072463768115,0.8490196078431371,0.7517241379310344,"[230, 170, 145, 110]"
42,64,256,2,3,4,0.2,0.0001,0.0001,0.26002766251728915,0.5145719489981786,0.6279761904761906,0.28846153846153844,0.37015905947441213,0.6120218579234973,0.6934523809523808,0.3974358974358974,"[183, 112, 78, 31]"
9,128,256,2,2,4,0.0,1e-05,0.001,0.2800829875518672,0.568527918781726,0.6529850746268657,0.5657051282051282,0.3983402489626556,0.6751269035532995,0.7723880597014925,0.6794871794871794,"[197, 134, 104, 71]"
12,128,128,2,4,2,0.0,1e-05,0.001,0.3208852005532504,0.5718518518518519,0.7080459770114942,0.5098039215686275,0.4538381742738589,0.6385185185185185,0.8149425287356322,0.6680672268907563,"[225, 145, 119, 81]"
28,128,64,4,2,2,0.0,1e-05,0.001,0.24481327800829872,0.4787414965986395,0.5666666666666668,0.4357142857142857,0.39678423236514526,0.5518707482993197,0.6287878787878787,0.4857142857142857,"[196, 110, 70, 34]"
28,128,256,4,3,2,0.2,0.0001,0.0001,0.30705394190871366,0.5598705501618125,0.5738095238095239,0.45108695652173914,0.41614799446749656,0.6771844660194175,0.6547619047619047,0.6195652173913043,"[206, 140, 92, 58]"
29,128,256,2,4,2,0.2,1e-05,0.0001,0.2586445366528355,0.5917159763313611,0.6638418079096046,0.43157894736842106,0.33903872752420466,0.6932938856015779,0.8050847457627118,0.5789473684210527,"[169, 118, 95, 55]"
