#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
50,64,256,4,3,4,0.2,1e-05,0.0001,0.23374827109266952,0.5240847784200385,0.5339805825242718,0.2512437810945274,0.34872060857538034,0.5924855491329479,0.6423948220064724,0.28109452736318413,"[173, 103, 67, 20]"
12,128,64,2,4,2,0.2,1e-05,0.001,0.3257261410788382,0.5861788617886178,0.6690647482014388,0.3968253968253968,0.41096127247579534,0.675609756097561,0.7482014388489209,0.5730158730158731,"[205, 139, 105, 62]"
16,128,256,2,3,2,0.0,0.0001,0.0001,0.3042876901798063,0.5106060606060606,0.6353383458646616,0.3697916666666667,0.4419087136929461,0.6,0.7105263157894737,0.4826388888888889,"[220, 133, 96, 47]"
20,64,64,4,2,4,0.0,1e-05,0.001,0.2710926694329183,0.533003300330033,0.6878306878306878,0.42409240924092406,0.4050829875518673,0.6188118811881188,0.7976190476190477,0.5082508250825082,"[202, 126, 101, 53]"
19,64,256,4,3,2,0.2,1e-05,0.001,0.16528354080221305,0.4894179894179894,0.3835978835978836,0.2878787878787879,0.2546680497925311,0.5,0.5238095238095238,0.45454545454545453,"[126, 63, 33, 15]"
24,64,128,4,4,2,0.2,0.0001,0.001,0.26348547717842313,0.5431778929188256,0.468,0.3263888888888889,0.3909059474412172,0.6424870466321243,0.572,0.4027777777777778,"[193, 125, 72, 29]"
14,128,256,2,4,2,0.0,1e-05,0.001,0.32918395573997233,0.5624048706240488,0.6918859649122807,0.5490196078431372,0.4370677731673583,0.6872146118721462,0.7763157894736842,0.6848739495798319,"[219, 152, 119, 84]"
21,64,64,4,2,2,0.2,0.0001,0.0001,0.16320885200553256,0.48717948717948717,0.5972222222222222,0.26136363636363635,0.26054633471645916,0.5538461538461539,0.6111111111111112,0.38636363636363635,"[130, 72, 44, 17]"
23,64,256,2,2,4,0.0,1e-05,0.0001,0.24688796680497926,0.4411231884057971,0.5656565656565656,0.3794871794871795,0.3682572614107884,0.5353260869565217,0.6531986531986531,0.44358974358974357,"[184, 99, 65, 30]"
18,128,256,2,3,2,0.2,0.0001,0.001,0.2925311203319502,0.5745192307692307,0.6492537313432836,0.44949494949494956,0.4145919778699862,0.6442307692307693,0.7350746268656716,0.5606060606060607,"[208, 134, 99, 57]"
