#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precisionatn nivel1,Precisionatn nivel2,Precisionatn nivel3,Precisionatn nivel4,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
24,128,64,2,2,4,0.2,1e-05,0.0001,35.47794117647059,58.03108808290155,66.07142857142857,54.054054054054056,0.27045650301464247,0.551948051948052,0.6198501872659176,0.3968253968253968,0.36356589147286816,0.5544733044733045,0.6730337078651685,0.5608465608465609,"[154, 89, 63, 39]"
39,32,256,2,3,4,0.0,0.0001,0.0001,35.845588235294116,59.48717948717949,68.96551724137932,37.5,0.2713178294573642,0.5281385281385281,0.5970695970695971,0.2960199004975124,0.3642118863049096,0.5692640692640693,0.6913919413919415,0.36318407960199,"[154, 91, 67, 28]"
19,32,128,3,3,4,0.2,1e-05,0.001,36.580882352941174,60.80402010050251,70.24793388429752,49.411764705882355,0.27390180878552967,0.5848861283643891,0.6808176100628931,0.3734177215189873,0.3787252368647717,0.6256038647342995,0.7044025157232705,0.5,"[161, 106, 79, 41]"
21,128,256,4,2,2,0.0,0.0001,0.0001,41.544117647058826,69.91150442477876,66.45569620253164,59.04761904761905,0.2739018087855298,0.6677148846960168,0.6695906432748536,0.4862745098039216,0.3815819695664657,0.69075821104123,0.685985797827903,0.6011764705882353,"[159, 114, 85, 55]"
17,64,64,4,4,2,0.0,1e-05,0.001,41.17647058823529,65.625,71.42857142857143,59.04761904761905,0.2747631352282515,0.6021194605009634,0.7122507122507123,0.4963768115942029,0.4155038759689922,0.6608863198458574,0.7378917378917379,0.6068840579710145,"[173, 117, 92, 60]"
23,128,128,4,4,2,0.2,1e-05,0.0001,37.86764705882353,61.6504854368932,66.92913385826772,44.70588235294118,0.27562446167097326,0.5485232067510549,0.6319444444444444,0.3287037037037037,0.37648578811369515,0.5836849507735583,0.7144097222222223,0.4444444444444444,"[158, 96, 72, 36]"
23,128,128,4,4,4,0.2,1e-05,0.0001,38.970588235294116,61.32075471698113,63.84615384615384,42.168674698795186,0.2764857881136949,0.5231788079470197,0.6629213483146067,0.37562189054726364,0.3586276198679299,0.563999264164827,0.6959069020866774,0.43283582089552236,"[151, 89, 67, 34]"
53,64,64,3,2,2,0.0,0.0001,0.0001,38.60294117647059,70.47619047619048,70.94594594594594,52.38095238095239,0.27648578811369506,0.6420940170940171,0.7006172839506172,0.4274509803921569,0.3627189204708584,0.6751246438746439,0.7337962962962963,0.5425490196078432,"[156, 108, 85, 51]"
25,128,128,2,3,4,0.2,1e-05,0.0001,38.786764705882355,63.507109004739334,58.2089552238806,44.871794871794876,0.2782084409991387,0.5579710144927535,0.5723270440251571,0.3695652173913043,0.38229974160206714,0.6307798481711525,0.5965408805031447,0.4661835748792271,"[161, 106, 69, 34]"
51,64,256,3,3,4,0.1,0.0001,0.0001,40.99264705882353,69.05829596412556,63.63636363636363,59.183673469387756,0.27820844099913883,0.6004016064257028,0.6449275362318843,0.5308641975308642,0.40034453057708863,0.6733601070950469,0.6537267080745341,0.6082304526748972,"[166, 115, 81, 53]"
33,128,128,3,2,2,0.2,0.0001,0.0001,36.029411764705884,66.3265306122449,63.84615384615384,50.602409638554214,0.27906976744186046,0.5873563218390806,0.5894736842105263,0.43181818181818177,0.343252942865346,0.6382183908045977,0.6510025062656642,0.5338383838383839,"[145, 95, 66, 40]"
21,64,128,3,2,4,0.0,1e-05,0.0001,35.47794117647059,55.95854922279793,68.51851851851852,47.2972972972973,0.2799310938845821,0.5389610389610389,0.5934065934065935,0.3589743589743589,0.36860465116279073,0.5656565656565656,0.6915227629513344,0.48205128205128206,"[154, 91, 65, 34]"
40,128,256,3,2,2,0.1,0.0001,0.001,44.48529411764706,66.52892561983471,75.77639751552795,63.114754098360656,0.27993109388458226,0.5974658869395711,0.7412280701754386,0.5746527777777778,0.4073356302038473,0.6386452241715399,0.7913951545530492,0.6361111111111112,"[171, 114, 96, 66]"
38,128,128,4,4,2,0.1,0.0001,0.001,30.88235294117647,56.547619047619044,48.421052631578945,36.95652173913043,0.27993109388458226,0.39716312056737596,0.4878048780487805,0.2936507936507936,0.3430232558139535,0.5606776989755713,0.47560975609756095,0.376984126984127,"[141, 82, 42, 17]"
18,64,128,3,4,4,0.1,1e-05,0.001,42.64705882352941,65.51724137931035,67.76315789473685,57.28155339805825,0.280792420327304,0.5373737373737373,0.6405228758169934,0.5405982905982906,0.4041056560436405,0.599915824915825,0.7109243697478992,0.6017094017094018,"[165, 102, 78, 53]"
27,128,128,3,2,4,0.2,1e-05,0.0001,38.970588235294116,63.20754716981132,67.91044776119402,52.74725274725275,0.28165374677002575,0.5848484848484847,0.6650943396226414,0.4209401709401709,0.38742463393626186,0.6181818181818182,0.6949685534591195,0.5448717948717948,"[165, 106, 78, 45]"
46,64,64,4,2,4,0.1,1e-05,0.0001,36.94852941176471,57.711442786069654,57.758620689655174,55.223880597014926,0.28165374677002586,0.4968354430379746,0.5599250936329588,0.48587570621468923,0.37045650301464256,0.5513361462728551,0.6078116639914393,0.5649717514124293,"[158, 89, 59, 36]"
17,64,128,2,2,4,0.1,0.0001,0.001,40.25735294117647,66.21004566210046,70.34482758620689,69.6078431372549,0.28165374677002586,0.6395348837209304,0.68732782369146,0.5507246376811594,0.40887166236003447,0.6728036175710596,0.7258953168044077,0.6920289855072465,"[172, 121, 92, 65]"
26,64,256,4,2,4,0.0,1e-05,0.0001,38.05147058823529,65.70048309178745,69.11764705882352,57.446808510638306,0.2816537467700259,0.5502136752136751,0.727891156462585,0.4479166666666667,0.36991099626758545,0.6110220797720798,0.7589893100097181,0.5966666666666667,"[156, 98, 80, 50]"
25,128,128,2,3,4,0.2,0.0001,0.0001,40.25735294117647,63.013698630136986,59.42028985507246,45.1219512195122,0.28509905254091295,0.49898373983739835,0.6083333333333333,0.39062499999999994,0.3986649440137812,0.5857046070460705,0.5895833333333333,0.4619791666666666,"[164, 100, 64, 34]"
25,32,128,3,3,2,0.0,1e-05,0.001,48.345588235294116,65.0190114068441,71.34502923976608,59.83606557377049,0.2859603789836346,0.5762411347517731,0.7427821522309711,0.5653594771241831,0.44952627045650295,0.6422872340425532,0.7358267716535434,0.5990196078431372,"[188, 127, 102, 67]"
24,128,256,3,4,2,0.2,1e-05,0.0001,37.86764705882353,67.47572815533981,66.18705035971223,41.30434782608695,0.28596037898363474,0.6212121212121214,0.5809523809523808,0.3675799086757991,0.36589147286821705,0.6537518037518038,0.66281179138322,0.40958904109589034,"[154, 105, 73, 35]"
30,32,128,3,2,4,0.2,0.0001,0.001,40.99264705882353,60.98654708520179,60.29411764705882,51.21951219512195,0.2859603789836351,0.5319767441860465,0.6237623762376237,0.3681592039800995,0.41223083548664935,0.5713824289405686,0.613979255068364,0.5238805970149254,"[172, 101, 67, 39]"
25,128,64,3,3,2,0.2,1e-05,0.0001,35.845588235294116,59.48717948717949,64.65517241379311,44.0,0.2868217054263565,0.5353881278538812,0.6136363636363634,0.3682795698924732,0.3532299741602067,0.5818112633181126,0.662878787878788,0.4553763440860215,"[146, 88, 62, 32]"
40,128,64,4,4,2,0.2,0.0001,0.001,29.22794117647059,57.861635220125784,52.17391304347826,20.833333333333336,0.28854435831180014,0.4160756501182032,0.3995983935742973,0.20652173913043478,0.34323858742463387,0.5815602836879432,0.5301204819277109,0.20652173913043478,"[141, 83, 46, 10]"
24,128,256,2,2,2,0.2,1e-05,0.001,40.80882352941176,66.66666666666666,68.91891891891892,50.98039215686274,0.28854435831180025,0.5964912280701755,0.6826086956521741,0.42528735632183917,0.41202985931668096,0.6464424951267056,0.7061076604554866,0.48965517241379314,"[171, 115, 87, 45]"
21,32,256,2,4,4,0.0,0.0001,0.001,42.279411764705884,68.26086956521739,74.52229299363057,61.53846153846154,0.29026701119724363,0.6129943502824857,0.7622950819672131,0.53,0.4255383290267011,0.6588198367859385,0.7760538641686183,0.6343333333333334,"[177, 122, 100, 66]"
27,128,64,3,4,4,0.2,1e-05,0.0001,40.80882352941176,60.36036036036037,67.91044776119402,53.84615384615385,0.29026701119724363,0.5654761904761905,0.6343042071197412,0.4316239316239315,0.4068475452196383,0.5922619047619048,0.7135922330097088,0.5525641025641026,"[168, 103, 78, 46]"
38,128,64,2,3,2,0.2,1e-05,0.0001,39.705882352941174,61.57407407407407,75.18796992481202,51.0,0.2911283376399656,0.5396825396825398,0.7369281045751634,0.4411764705882353,0.39717197817973005,0.5746527777777778,0.7819794584500467,0.5207843137254903,"[168, 102, 85, 49]"
22,128,256,4,2,4,0.0,0.0001,0.0001,43.75,65.12605042016807,74.19354838709677,62.60869565217392,0.2919896640826871,0.5718390804597702,0.7629310344827587,0.5347222222222222,0.4178438128050531,0.6501436781609196,0.7784893267651887,0.6460069444444444,"[174, 116, 96, 67]"
21,32,64,4,4,4,0.0,1e-05,0.001,44.85294117647059,59.01639344262295,68.75,56.56565656565656,0.2919896640826874,0.5249554367201426,0.6921921921921923,0.5080321285140563,0.4520671834625322,0.5686868686868687,0.7170742170742171,0.5783132530120483,"[187, 111, 83, 52]"
19,128,256,4,4,2,0.0,1e-05,0.0001,43.56617647058824,68.35443037974683,76.5432098765432,65.32258064516128,0.29328165374677007,0.6019047619047618,0.7713498622589531,0.5616666666666668,0.41141257536606374,0.6778412698412699,0.7804407713498622,0.6593333333333333,"[175, 121, 100, 72]"
39,64,128,3,3,2,0.1,0.0001,0.001,47.794117647058826,66.53846153846153,67.63005780346822,55.55555555555556,0.2937123169681307,0.6328257191201354,0.6804511278195489,0.46127946127946123,0.47786391042204995,0.6520022560631699,0.6973684210526315,0.5513468013468014,"[197, 133, 99, 58]"
28,64,128,4,2,4,0.1,1e-05,0.001,40.44117647058824,57.27272727272727,67.46031746031747,52.94117647058824,0.2954349698535745,0.490253411306043,0.654882154882155,0.4460093896713615,0.40621590582830897,0.5583983105912931,0.6860509860509861,0.5330985915492958,"[171, 99, 71, 39]"
25,128,256,4,3,4,0.0,0.0001,0.0001,47.24264705882353,62.64591439688716,75.77639751552795,63.934426229508205,0.29543496985357454,0.6128472222222222,0.7437810945273633,0.5654205607476636,0.46214470284237724,0.6568865740740741,0.7711442786069651,0.639563862928349,"[192, 134, 107, 72]"
55,64,256,2,4,2,0.2,1e-05,0.0001,38.419117647058826,62.67942583732058,67.93893129770993,47.19101123595505,0.29801894918173977,0.5558943089430894,0.6423948220064726,0.37662337662337664,0.401464254952627,0.6097560975609757,0.6957928802588996,0.4632034632034633,"[164, 103, 77, 39]"
25,128,128,2,4,4,0.1,0.0001,0.0001,42.64705882352941,61.63793103448276,65.03496503496503,58.06451612903226,0.3006029285099053,0.5587121212121212,0.6196969696969697,0.47863247863247865,0.4154751650875681,0.5979324494949494,0.666017316017316,0.5961538461538461,"[176, 110, 78, 51]"
42,64,64,3,3,4,0.0,0.0001,0.0001,42.830882352941174,66.95278969957081,64.74358974358975,49.504950495049506,0.3006029285099053,0.598314606741573,0.6097222222222223,0.4431372549019608,0.43010335917312664,0.6495006242197253,0.6702380952380953,0.512549019607843,"[178, 120, 85, 47]"
19,32,256,2,3,4,0.1,0.0001,0.001,42.64705882352941,65.08620689655173,63.576158940397356,58.333333333333336,0.30146425495262696,0.5754189944134077,0.6091954022988505,0.49382716049382736,0.4296726959517657,0.6374922408441962,0.6574302134646962,0.5979423868312757,"[179, 116, 81, 52]"
32,32,128,2,2,2,0.1,0.0001,0.001,45.036764705882355,66.53061224489795,69.32515337423312,65.48672566371681,0.30146425495262696,0.6101851851851853,0.7675070028011206,0.5096153846153848,0.4254665518231409,0.6277006172839505,0.8024009603841538,0.6602564102564101,"[180, 119, 104, 72]"
20,128,256,4,4,4,0.0,1e-05,0.0001,46.13970588235294,67.33067729083665,71.59763313609467,57.85123966942148,0.30146425495262713,0.5613553113553112,0.7371273712737128,0.522108843537415,0.4358311800172266,0.6480463980463981,0.7379016647309329,0.6095238095238096,"[182, 123, 98, 67]"
13,64,128,2,3,4,0.1,1e-05,0.001,44.669117647058826,72.0164609053498,66.28571428571428,56.896551724137936,0.3023255813953488,0.611111111111111,0.7046070460704608,0.482638888888889,0.41732701693942004,0.6799968071519795,0.7174603174603175,0.5885416666666667,"[174, 123, 96, 60]"
13,32,128,2,3,4,0.0,1e-05,0.001,43.19852941176471,71.91489361702128,73.37278106508876,64.51612903225806,0.30232558139534893,0.6162790697674417,0.7520325203252034,0.5544554455445546,0.41655182314097033,0.6985626614987079,0.7668795973674022,0.6683168316831684,"[172, 123, 101, 72]"
27,64,128,4,2,4,0.0,1e-05,0.001,44.30147058823529,68.46473029045643,71.51515151515152,70.33898305084746,0.30318690783807056,0.5736648250460407,0.7394957983193277,0.5975177304964538,0.43472581108240016,0.6325199508901167,0.7440976390556223,0.6950354609929079,"[181, 119, 94, 71]"
16,32,256,2,4,2,0.0,1e-05,0.001,39.88970588235294,72.81105990783409,72.15189873417721,61.40350877192983,0.3031869078380707,0.6517094017094017,0.7045454545454546,0.4963369963369963,0.3724519092736146,0.6839921652421652,0.772878787878788,0.6117216117216117,"[156, 110, 91, 61]"
15,64,64,3,2,4,0.2,1e-05,0.001,39.338235294117645,65.88785046728972,66.66666666666666,62.76595744680851,0.3031869078380708,0.5802083333333334,0.5952380952380952,0.5228310502283104,0.3772609819121447,0.6371527777777778,0.6580498866213152,0.6383561643835618,"[160, 105, 73, 51]"
23,128,256,2,2,4,0.1,0.0001,0.0001,42.279411764705884,62.17391304347826,67.83216783216784,60.824742268041234,0.3040482342807924,0.5502958579881656,0.6712962962962962,0.4899598393574297,0.4106517370083261,0.6090565417488495,0.7117504409171075,0.6297188755020081,"[169, 108, 83, 55]"
17,64,256,3,4,4,0.0,1e-05,0.001,46.69117647058824,64.56692913385827,76.21951219512195,68.0,0.30490956072351405,0.5506872852233677,0.7741935483870969,0.5817307692307693,0.4646856158484066,0.6166093928980527,0.797244623655914,0.6769230769230768,"[194, 124, 104, 74]"
23,128,64,4,4,2,0.0,1e-05,0.0001,46.69117647058824,71.25984251968504,66.85082872928176,59.50413223140496,0.3083548664944014,0.6194158075601375,0.7052238805970148,0.49038461538461536,0.46448463967843806,0.6803407789232531,0.7152629708599857,0.5971153846153846,"[194, 134, 104, 65]"
42,64,128,4,2,4,0.0,0.0001,0.0001,43.01470588235294,72.64957264957265,70.58823529411765,55.00000000000001,0.309216192937123,0.6221590909090912,0.6786666666666668,0.450171821305842,0.4192075796726959,0.694760101010101,0.7286285714285714,0.5378006872852233,"[176, 125, 97, 56]"
25,128,128,3,4,2,0.0,0.0001,0.001,44.669117647058826,62.55144032921811,69.07894736842105,63.8095238095238,0.3092161929371231,0.5735567970204842,0.7198275862068966,0.5164835164835165,0.4301464254952627,0.616387337057728,0.7183908045977011,0.6373626373626373,"[179, 116, 91, 61]"
20,32,128,2,4,4,0.0,0.0001,0.001,47.24264705882353,62.64591439688716,69.56521739130434,65.17857142857143,0.31007751937984485,0.5538971807628524,0.6981627296587927,0.5833333333333334,0.4876830318690783,0.6122166943062466,0.7190288713910761,0.6683673469387755,"[201, 127, 98, 70]"
21,64,64,4,4,2,0.2,0.0001,0.001,44.30147058823529,68.46473029045643,66.66666666666666,57.27272727272727,0.3152454780361756,0.6186274509803921,0.6374269005847955,0.4864341085271318,0.4034165948894631,0.6492647058823529,0.682936507936508,0.6166666666666667,"[170, 114, 86, 57]"
40,128,64,2,4,4,0.1,0.0001,0.0001,45.404411764705884,67.20647773279353,69.87951807228916,56.896551724137936,0.3152454780361757,0.5818882466281308,0.7212643678160922,0.5263157894736842,0.4190496698248635,0.6390333975594092,0.7509852216748768,0.5971929824561404,"[173, 116, 95, 62]"
22,32,128,2,3,4,0.1,1e-05,0.001,46.69117647058824,66.14173228346458,71.42857142857143,61.66666666666667,0.31524547803617575,0.6059027777777778,0.6878306878306881,0.5433333333333334,0.4597042779213321,0.6393952546296297,0.7451814058956916,0.634,"[192, 126, 100, 68]"
26,64,128,3,4,2,0.1,1e-05,0.001,40.44117647058824,64.54545454545455,72.53521126760563,65.0485436893204,0.3161068044788974,0.6092278719397364,0.6977401129943502,0.5035842293906811,0.4229974160206718,0.6487758945386064,0.751412429378531,0.6666666666666666,"[177, 118, 93, 65]"
31,32,128,3,3,4,0.2,0.0001,0.001,45.955882352941174,66.0,66.66666666666666,57.27272727272727,0.31610680447889755,0.595108695652174,0.6180555555555557,0.5000000000000001,0.4454062589721504,0.6348882850241546,0.6715277777777777,0.6037254901960785,"[184, 120, 85, 58]"
13,64,128,2,3,2,0.2,1e-05,0.001,40.625,61.53846153846154,73.52941176470588,56.00000000000001,0.3161068044788976,0.5815018315018315,0.6533923303834808,0.44573643410852715,0.4367786391042205,0.5979853479853481,0.7389380530973451,0.5709302325581396,"[182, 113, 86, 52]"
26,32,128,4,4,4,0.0,0.0001,0.001,45.036764705882355,63.6734693877551,64.1025641025641,50.0,0.31782945736434104,0.5428051001821494,0.6681547619047619,0.4357429718875502,0.43485501004880844,0.5919095324833029,0.6797406462585034,0.5020080321285141,"[183, 112, 83, 46]"
20,128,64,4,3,2,0.0,0.0001,0.0001,43.75,63.86554621848739,71.05263157894737,63.888888888888886,0.31869078380706295,0.567219152854512,0.7040229885057473,0.5289855072463768,0.42438989376973874,0.6153314917127072,0.7452791461412152,0.6521739130434782,"[181, 116, 92, 65]"
20,64,128,4,2,2,0.0,1e-05,0.001,42.095588235294116,59.388646288209614,66.17647058823529,53.333333333333336,0.31955211024978475,0.46317829457364346,0.6274509803921569,0.4588744588744588,0.41770025839793273,0.569186046511628,0.6911764705882354,0.5367965367965368,"[172, 102, 77, 44]"
14,32,256,3,4,4,0.0,1e-05,0.001,42.64705882352941,65.51724137931035,61.18421052631579,50.53763440860215,0.3195521102497848,0.550561797752809,0.6194690265486726,0.4465020576131688,0.4209876543209876,0.6225811485642946,0.6571849978929625,0.5156378600823045,"[178, 113, 81, 44]"
24,128,128,2,2,2,0.0,1e-05,0.0001,43.75,62.60504201680672,68.45637583892618,66.66666666666666,0.32127476313522807,0.5571161048689138,0.7051282051282052,0.5549645390070922,0.42740453631926495,0.621332709113608,0.733007733007733,0.6702127659574468,"[178, 117, 94, 64]"
10,128,256,2,4,2,0.0,1e-05,0.001,47.794117647058826,65.76923076923077,73.09941520467837,60.8,0.3212747631352282,0.6067019400352734,0.6959999999999998,0.4982638888888889,0.45186620729256377,0.6424897119341564,0.7172380952380952,0.6121527777777778,"[189, 125, 96, 64]"
18,64,256,3,3,4,0.1,1e-05,0.001,42.463235294117645,66.23376623376623,69.28104575163398,65.09433962264151,0.32127476313522835,0.6346516007532957,0.6409214092140922,0.49267399267399264,0.42166236003445307,0.6713747645951036,0.7066395663956638,0.6362637362637362,"[177, 123, 91, 60]"
36,64,256,2,4,2,0.0,0.0001,0.0001,47.05882352941176,67.578125,69.94219653179191,57.02479338842975,0.3221360895779499,0.569084628670121,0.7700258397932818,0.470679012345679,0.4584553545793855,0.6484599884858951,0.772702104097453,0.5734567901234568,"[193, 129, 108, 64]"
20,128,64,2,4,4,0.0,0.0001,0.0001,45.404411764705884,57.89473684210527,65.73426573426573,60.63829787234043,0.3221360895779499,0.4729493891797557,0.7023809523809524,0.5365853658536586,0.4617140396210163,0.560500290866783,0.6880952380952381,0.6016260162601625,"[191, 112, 82, 52]"
42,32,128,3,2,2,0.1,0.0001,0.001,42.64705882352941,64.65517241379311,72.66666666666667,57.798165137614674,0.3229974160206719,0.548964218455744,0.7181818181818181,0.4625468164794007,0.4271317829457364,0.610797237915882,0.7561688311688312,0.6048689138576779,"[177, 110, 89, 58]"
17,32,64,3,3,4,0.0,1e-05,0.001,46.32352941176471,64.28571428571429,65.4320987654321,50.943396226415096,0.32342807924203243,0.5421146953405017,0.6422764227642277,0.4616858237547892,0.44999999999999996,0.6190561529271207,0.662020905923345,0.5283524904214559,"[186, 123, 87, 50]"
32,32,64,3,2,2,0.1,0.0001,0.001,45.588235294117645,68.95161290322581,71.34502923976608,62.295081967213115,0.3238587424633935,0.6123188405797101,0.7480314960629921,0.5033003300330033,0.4406258972150444,0.6584390096618357,0.7620547431571054,0.6122112211221122,"[184, 127, 101, 67]"
19,32,64,2,3,2,0.0,0.0001,0.001,46.32352941176471,71.03174603174604,74.86033519553072,70.1492537313433,0.3238587424633935,0.6539115646258504,0.7535211267605634,0.5434782608695653,0.46998277347114553,0.6992630385487528,0.7676056338028169,0.6826086956521739,"[196, 142, 115, 81]"
14,128,64,2,2,4,0.1,0.0001,0.001,43.56617647058824,73.83966244725738,76.0,66.16541353383458,0.32385874246339363,0.6732954545454546,0.7493638676844784,0.5420289855072464,0.4201693942004019,0.7211963383838383,0.8216466739367503,0.6702898550724639,"[176, 131, 115, 82]"
18,128,256,3,3,4,0.0,1e-05,0.0001,50.73529411764706,71.37681159420289,69.03553299492386,58.82352941176471,0.3247200689061153,0.6316666666666666,0.7446808510638298,0.49999999999999994,0.48218489807637094,0.6733194444444445,0.7484042553191489,0.5739766081871346,"[200, 141, 114, 69]"
10,64,128,2,2,4,0.0,1e-05,0.001,47.05882352941176,67.578125,73.98843930635837,65.625,0.3247200689061154,0.6338652482269503,0.7192982456140351,0.5625000000000001,0.45331610680447876,0.6856382978723403,0.780827067669173,0.6770833333333334,"[188, 133, 112, 81]"
8,64,64,3,2,4,0.0,1e-05,0.001,41.72794117647059,59.91189427312775,71.32352941176471,62.88659793814433,0.3255813953488374,0.5277777777777777,0.6637426900584795,0.5462962962962963,0.431266149870801,0.597530864197531,0.7543859649122808,0.6277777777777778,"[180, 114, 90, 58]"
10,128,256,2,4,4,0.1,1e-05,0.001,43.38235294117647,61.016949152542374,72.22222222222221,60.57692307692307,0.32644272179155887,0.571969696969697,0.6666666666666667,0.4469696969696969,0.42149009474590865,0.6115845959595959,0.7410714285714286,0.6003787878787878,"[176, 112, 88, 57]"
34,128,128,4,2,2,0.1,1e-05,0.0001,45.036764705882355,68.57142857142857,69.04761904761905,65.51724137931035,0.3273040482342807,0.6137992831541219,0.6989247311827956,0.5306122448979592,0.4498420901521676,0.6511947431302271,0.7543682795698925,0.6625850340136055,"[186, 124, 98, 68]"
13,64,256,2,3,4,0.0,0.0001,0.001,48.529411764705884,70.45454545454545,70.96774193548387,62.878787878787875,0.3281653746770026,0.5923076923076924,0.7407407407407407,0.5462962962962964,0.4643123743898937,0.670014245014245,0.746031746031746,0.6419753086419754,"[195, 135, 108, 75]"
25,32,256,2,3,4,0.1,1e-05,0.001,43.75,65.54621848739495,69.87179487179486,66.05504587155964,0.3281653746770026,0.595505617977528,0.7086834733893559,0.5238095238095238,0.42803617571059427,0.6464419475655432,0.7163865546218487,0.6648351648351649,"[178, 119, 91, 65]"
26,32,128,2,4,2,0.2,1e-05,0.001,42.64705882352941,65.51724137931035,68.42105263157895,61.53846153846154,0.3290267011197244,0.5546139359698681,0.6887905604719765,0.4794007490636705,0.43139534883720926,0.6211550533584432,0.72606405394016,0.6367041198501873,"[177, 113, 89, 62]"
9,128,64,2,3,4,0.1,1e-05,0.001,40.25735294117647,60.273972602739725,74.24242424242425,64.28571428571429,0.3290267011197244,0.5399610136452242,0.7419871794871794,0.4696969696969697,0.4052110249784668,0.5935672514619883,0.799198717948718,0.6344696969696969,"[171, 104, 88, 58]"
16,64,128,2,2,4,0.2,1e-05,0.001,41.911764705882355,70.17543859649122,68.125,63.30275229357798,0.32988802756244623,0.5895238095238095,0.6737891737891739,0.50936329588015,0.4228682170542636,0.6615873015873015,0.6995319495319494,0.6393258426966291,"[175, 117, 89, 61]"
50,32,256,3,4,2,0.2,0.0001,0.001,46.32352941176471,61.50793650793651,68.38709677419355,53.77358490566038,0.33074935400516803,0.5670194003527337,0.6391184573002756,0.5116279069767442,0.4463967843812804,0.6141240446796004,0.6814246359700905,0.5503875968992248,"[189, 121, 86, 53]"
27,128,128,2,2,4,0.1,1e-05,0.0001,43.19852941176471,65.1063829787234,70.58823529411765,54.629629629629626,0.3316106804478897,0.5448717948717949,0.6869565217391305,0.44886363636363635,0.43096468561584833,0.6154456654456655,0.7196687370600414,0.556060606060606,"[182, 115, 88, 54]"
37,128,256,4,3,2,0.1,0.0001,0.0001,44.30147058823529,65.56016597510373,68.35443037974683,56.481481481481474,0.33247200689061157,0.566849816849817,0.6695156695156698,0.4944444444444445,0.43481194372667237,0.6260683760683761,0.7187627187627187,0.5714814814814815,"[182, 117, 90, 57]"
7,128,64,2,3,4,0.0,1e-05,0.001,46.13970588235294,66.53386454183267,74.25149700598801,66.93548387096774,0.3333333333333334,0.5942028985507246,0.7419354838709679,0.5738993710691824,0.4411714039621016,0.646135265700483,0.8033410138248848,0.6864779874213837,"[184, 124, 106, 77]"
12,128,256,2,3,4,0.0,1e-05,0.001,44.85294117647059,69.26229508196722,69.8224852071006,63.559322033898304,0.33591731266149844,0.5686813186813187,0.69140625,0.5716666666666667,0.44048234280792414,0.677960927960928,0.7274739583333334,0.66,"[182, 128, 100, 69]"
13,128,256,2,4,4,0.0,0.0001,0.001,47.42647058823529,63.17829457364341,74.84662576687117,78.68852459016394,0.33677863910422046,0.5607638888888887,0.7513227513227514,0.6635514018691591,0.4640970427792133,0.6249855324074075,0.7984882842025699,0.7929906542056074,"[192, 126, 107, 87]"
17,64,256,2,3,4,0.1,1e-05,0.001,46.69117647058824,70.47244094488188,76.53631284916202,63.503649635036496,0.3376399655469425,0.6326352530541012,0.7493917274939172,0.5172413793103449,0.45288544358311805,0.697847585805701,0.7995133819951337,0.6402298850574711,"[191, 137, 116, 78]"
24,32,256,2,3,2,0.0,0.0001,0.001,46.32352941176471,74.60317460317461,73.93617021276596,73.38129496402878,0.3385012919896642,0.6403985507246376,0.7476190476190476,0.6144927536231886,0.44295147861039325,0.7411684782608695,0.7729931972789116,0.7342028985507245,"[184, 140, 115, 88]"
32,128,64,2,3,4,0.1,0.0001,0.0001,47.24264705882353,67.70428015564202,68.39080459770115,55.46218487394958,0.3419465977605514,0.5790378006872854,0.6437659033078881,0.4814814814814815,0.47081538903244313,0.6588631156930125,0.7166484914576517,0.5673400673400674,"[194, 131, 99, 62]"
24,64,64,3,2,2,0.1,0.0001,0.001,44.85294117647059,61.885245901639344,66.22516556291392,53.0,0.34280792420327316,0.5043859649122806,0.6612021857923497,0.46212121212121215,0.45267011197243756,0.626608187134503,0.6789617486338798,0.5321969696969697,"[190, 122, 88, 50]"
18,64,256,2,2,4,0.1,1e-05,0.001,48.345588235294116,68.8212927756654,74.58563535911603,65.92592592592592,0.34280792420327316,0.6280068728522338,0.7529550827423168,0.514367816091954,0.4738300315819695,0.6895618556701031,0.7819148936170212,0.6643678160919542,"[194, 141, 116, 80]"
18,64,128,2,4,2,0.0,0.0001,0.001,53.49264705882353,71.1340206185567,71.01449275362319,65.98639455782312,0.34366925064599463,0.6415525114155254,0.7172043010752688,0.5867768595041323,0.5237869652598335,0.6856291222729577,0.737941628264209,0.6721763085399448,"[219, 155, 121, 88]"
32,128,256,2,3,2,0.1,0.0001,0.0001,46.13970588235294,68.52589641434263,74.4186046511628,60.15625,0.3445305770887167,0.6071428571428572,0.6924019607843137,0.48611111111111116,0.463479758828596,0.6706349206349206,0.76234243697479,0.6327160493827161,"[196, 136, 108, 73]"
18,128,64,3,4,4,0.1,1e-05,0.001,46.69117647058824,64.1732283464567,73.00613496932516,59.66386554621849,0.3471145564168821,0.577127659574468,0.7013333333333334,0.44833333333333336,0.45525409130060296,0.6380614657210403,0.7501333333333333,0.586,"[188, 125, 100, 62]"
