#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
39,32,32,4,3,32,64,0.1,0.0001,0.001,0.3976486860304284,0.7272159800249689,0.7003129890453835,0.5725047080979282,0.537448132780083,0.7911985018726592,0.8262910798122066,0.7824858757062146,"[267, 213, 177, 139]",0.4570982159502238
37,128,64,2,4,128,128,0.1,0.0001,0.001,0.4121715076071923,0.6256830601092898,0.6273408239700378,0.3625304136253041,0.4881166436145689,0.7256147540983607,0.7612359550561798,0.5802919708029197,"[244, 178, 137, 80]",0.44694084358158437
47,32,64,4,4,32,64,0.0,1e-05,0.001,0.3997233748271091,0.6573705179282869,0.6907216494845361,0.5497835497835497,0.5054057169202397,0.7604913678618858,0.7835051546391752,0.7532467532467533,"[251, 194, 154, 117]",0.4463948417220112
47,64,64,3,3,128,64,0.2,0.0001,0.001,0.4004149377593362,0.5819783197831978,0.602880658436214,0.3827683615819209,0.4945712309820193,0.6534552845528455,0.7191358024691358,0.5805084745762712,"[246, 162, 118, 69]",0.44254026618025616
31,32,128,3,4,32,64,0.0,0.0001,0.001,0.3775933609958503,0.6486486486486486,0.6514336917562723,0.519406392694064,0.5184301521438451,0.7123552123552124,0.7768817204301075,0.684931506849315,"[259, 186, 146, 100]",0.4369434076649393
72,32,128,2,4,64,64,0.2,0.0001,0.001,0.3561549100968186,0.6918465227817746,0.7564102564102565,0.6474358974358974,0.5571576763485476,0.7455035971223022,0.8677884615384616,0.7857142857142857,"[278, 208, 182, 143]",0.43453784624162645
32,64,128,3,4,32,64,0.1,1e-05,0.001,0.3900414937759335,0.6783264746227712,0.6086556169429098,0.4635036496350365,0.487425080682342,0.7397119341563786,0.7486187845303868,0.6751824817518248,"[243, 181, 137, 93]",0.4333293417827754
56,128,32,2,4,128,64,0.1,1e-05,0.001,0.3810511756569845,0.5639455782312928,0.5955414012738853,0.4365781710914454,0.4922660212079298,0.6377551020408163,0.7144373673036094,0.6327433628318584,"[245, 157, 113, 73]",0.42957712682321675
49,64,128,4,4,128,128,0.1,1e-05,0.001,0.3858921161825727,0.6276595744680851,0.6232741617357002,0.4005167958656331,0.4714038727524204,0.7159574468085106,0.7603550295857988,0.5930232558139535,"[235, 169, 129, 77]",0.42438327107788587
53,64,32,4,2,128,64,0.2,1e-05,0.001,0.3831258644536651,0.5532212885154062,0.5471491228070177,0.3733974358974359,0.4731327800829875,0.6355042016806722,0.6842105263157895,0.5288461538461539,"[238, 152, 104, 55]",0.4233987160941324
21,32,64,3,4,32,128,0.0,0.0001,0.001,0.3568464730290454,0.7202141900937082,0.7426597582037996,0.5389221556886227,0.4990663900414937,0.7707496653279785,0.8575129533678757,0.718562874251497,"[249, 193, 167, 121]",0.4161406815519908
60,64,64,4,4,128,64,0.1,1e-05,0.001,0.3665283540802212,0.5594202898550724,0.5586854460093896,0.3584229390681003,0.4565352697095435,0.616304347826087,0.6549295774647887,0.5268817204301075,"[230, 142, 93, 49]",0.40661041540319803
36,128,32,2,4,32,64,0.2,0.0001,0.001,0.3513139695712309,0.5662482566248256,0.6040268456375837,0.4922118380062306,0.4788381742738589,0.6223849372384938,0.7080536912751678,0.6401869158878505,"[239, 149, 107, 69]",0.4052812271428195
48,32,64,4,4,128,64,0.2,1e-05,0.001,0.3402489626556016,0.4842767295597484,0.4887005649717514,0.2717948717948719,0.4246196403872752,0.5566037735849056,0.5508474576271186,0.5076923076923077,"[212, 118, 65, 33]",0.3777809458780097
26,128,32,2,4,32,64,0.0,0.0001,0.001,0.3326417704011066,0.705607476635514,0.6216768916155418,0.4724409448818897,0.4264522821576763,0.7605140186915887,0.7760736196319018,0.6692913385826772,"[214, 163, 127, 85]",0.37375037164459046
