#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
20,128,32,3,2,64,128,0.0,0.0001,0.001,0.511756569847856,0.6972677595628413,0.6875000000000006,0.5771028037383175,0.6145573997233749,0.7860655737704918,0.8854166666666666,0.7897196261682243,"[305, 240, 214, 169]",0.5584655706202035
14,128,32,3,2,32,128,0.0,1e-05,0.001,0.4975795297372061,0.6732456140350876,0.7397660818713446,0.5185185185185183,0.6119064084831719,0.7491776315789473,0.9035087719298246,0.7681159420289855,"[304, 228, 207, 160]",0.5488525676397745
28,32,32,2,2,128,128,0.2,1e-05,0.001,0.4951590594744121,0.7062430323299886,0.7427385892116185,0.5735524256651015,0.6046449976947902,0.8018394648829431,0.8817427385892116,0.8356807511737089,"[299, 241, 213, 180]",0.5444523438931069
30,64,32,2,2,128,128,0.2,1e-05,0.001,0.4910096818810508,0.7205720572057204,0.7195121951219513,0.5979938271604937,0.6098317196864914,0.8077557755775577,0.8739837398373984,0.8171296296296297,"[303, 246, 216, 178]",0.5440080256027081
33,128,32,2,2,64,64,0.2,0.0001,0.001,0.4958506224066389,0.7115600448933782,0.714689265536723,0.51797385620915,0.598248040571692,0.7905723905723906,0.8524011299435028,0.7671568627450981,"[297, 236, 204, 157]",0.542257610412418
20,32,64,2,2,128,128,0.2,0.0001,0.001,0.4882434301521437,0.6907158836689039,0.6983122362869199,0.5837438423645317,0.5984209313047487,0.7927852348993288,0.8544303797468354,0.8177339901477833,"[298, 237, 203, 168]",0.5377467018120504
22,128,128,3,2,128,128,0.1,1e-05,0.001,0.4771784232365142,0.6921373200442967,0.7382920110192835,0.6168224299065419,0.6053365606270171,0.8024916943521595,0.8760330578512396,0.8317757009345794,"[301, 242, 214, 179]",0.5336712190282796
31,64,128,4,2,128,128,0.2,0.0001,0.001,0.4827109266943291,0.7126823793490458,0.7289073305670818,0.5568720379146916,0.5963462425080682,0.8082491582491583,0.8713692946058091,0.7962085308056872,"[297, 241, 211, 170]",0.5335451272976189
18,128,64,3,2,64,128,0.0,0.0001,0.001,0.4647302904564316,0.7483552631578947,0.7244094488188975,0.6265432098765431,0.6115606270170586,0.8314144736842105,0.844488188976378,0.8402777777777778,"[304, 254, 216, 183]",0.528129975290543
29,128,64,2,3,64,128,0.2,1e-05,0.001,0.4751037344398339,0.7060502283105023,0.711994421199442,0.6019417475728153,0.5865491009681881,0.8159246575342466,0.8556485355648535,0.8276699029126213,"[292, 239, 206, 172]",0.5249770150996909
18,32,128,3,2,32,128,0.2,0.0001,0.001,0.4419087136929459,0.7324973876698012,0.7673076923076925,0.6499272197962155,0.6439488243430151,0.8106060606060608,0.8734615384615384,0.8442503639010188,"[319, 260, 229, 195]",0.5241324698343299
21,128,32,4,3,32,128,0.1,0.0001,0.001,0.4792531120331946,0.7068764568764568,0.7229629629629629,0.5263605442176869,0.5761756569847857,0.7840909090909091,0.8666666666666667,0.7704081632653061,"[286, 225, 196, 152]",0.5232640700985569
32,32,32,2,2,32,64,0.2,0.0001,0.001,0.4633471645919777,0.7076124567474049,0.7200292397660821,0.585833333333333,0.5804402950668511,0.7846020761245674,0.868421052631579,0.8325,"[289, 228, 200, 168]",0.5153259170637355
18,64,64,2,3,64,128,0.0,1e-05,0.001,0.4723374827109267,0.7214369846878681,0.6343612334801767,0.5008635578583766,0.5668395573997235,0.799469964664311,0.8458149779735683,0.6917098445595855,"[283, 227, 193, 135]",0.5152915418813577
46,128,128,2,2,128,64,0.2,1e-05,0.001,0.4612724757952974,0.6941580756013748,0.7471264367816093,0.5483091787439611,0.5825149838635316,0.7946735395189003,0.8857758620689655,0.7584541062801933,"[291, 232, 207, 157]",0.5148521881694483
32,32,64,2,3,128,128,0.1,1e-05,0.001,0.4661134163208851,0.6568287037037037,0.6790123456790125,0.5564814814814814,0.5749077916090363,0.7467013888888889,0.8287037037037037,0.7666666666666667,"[288, 216, 180, 139]",0.5148256976421224
29,32,64,4,2,64,64,0.0,0.0001,0.001,0.4681881051175657,0.680308422301305,0.6927803379416284,0.4723756906077348,0.5651106500691563,0.7654211150652431,0.8271889400921659,0.7265193370165746,"[281, 217, 181, 132]",0.5121037514263211
52,128,32,4,3,128,128,0.0,1e-05,0.001,0.4522821576763486,0.62603062426384,0.6560975609756097,0.4300411522633745,0.5706431535269708,0.7217314487632509,0.7829268292682927,0.6327160493827161,"[283, 205, 162, 103]",0.5046149780707013
14,64,128,3,2,32,128,0.1,1e-05,0.001,0.428769017980636,0.7713815789473686,0.8074494949494951,0.6666666666666666,0.6106385431074228,0.8643092105263158,0.8996212121212122,0.8410041841004184,"[304, 264, 239, 202]",0.5037925415805481
43,32,32,2,3,32,64,0.1,1e-05,0.001,0.4508990318118948,0.6843345111896351,0.6988041853512708,0.5567567567567566,0.5700668510834487,0.7846289752650177,0.820627802690583,0.7891891891891892,"[283, 223, 185, 147]",0.5035282677470848
25,128,64,4,2,32,64,0.2,0.0001,0.001,0.4467496542185337,0.712121212121212,0.7413043478260867,0.5619765494137351,0.574562010142923,0.8008741258741259,0.8565217391304348,0.7788944723618091,"[286, 230, 199, 158]",0.5026582742868037
56,128,32,2,3,64,64,0.2,1e-05,0.001,0.442600276625173,0.7057109557109555,0.6881481481481483,0.5703124999999999,0.5787113877362839,0.7816433566433567,0.8466666666666667,0.7578125,"[286, 225, 192, 147]",0.5015860079466715
23,128,64,3,2,64,64,0.0,1e-05,0.001,0.4571230982019363,0.7214199759326112,0.7085168869309837,0.503472222222222,0.5549100968188105,0.8158844765342961,0.8377386196769456,0.7369791666666666,"[277, 227, 192, 142]",0.50129229738586
25,64,128,2,2,32,64,0.0,0.0001,0.001,0.436030428769018,0.7093287827076225,0.7520661157024794,0.6650793650793649,0.5877017058552328,0.8226962457337884,0.8574380165289256,0.819047619047619,"[293, 242, 210, 173]",0.5006306203065439
22,128,64,3,4,32,128,0.0,1e-05,0.001,0.4515905947441215,0.7145454545454544,0.6334841628959277,0.6029143897996355,0.5512793914246197,0.8009090909090909,0.8235294117647058,0.7540983606557377,"[275, 221, 183, 139]",0.4964802849364225
37,128,128,2,3,128,128,0.2,1e-05,0.001,0.4419087136929461,0.700474495848161,0.7171052631578949,0.6073883161512026,0.5628054402950668,0.8080071174377225,0.8464912280701754,0.7912371134020618,"[281, 228, 194, 155]",0.4950833571777321
48,64,64,2,3,128,64,0.1,0.0001,0.001,0.4419087136929459,0.6851190476190477,0.7354260089686098,0.4807017543859647,0.5613070539419086,0.79375,0.8452914798206278,0.6973684210526315,"[280, 223, 190, 133]",0.4945027504482536
30,64,64,3,2,128,64,0.0,0.0001,0.001,0.454356846473029,0.6828358208955221,0.6508688783570299,0.5146198830409356,0.5382549562010143,0.7826492537313433,0.8009478672985783,0.7222222222222222,"[268, 211, 171, 125]",0.4927602590240012
18,32,32,3,3,32,128,0.0,1e-05,0.001,0.4495159059474412,0.6943419434194342,0.6868932038834953,0.522099447513812,0.5451705855232827,0.7555350553505535,0.8721682847896439,0.7375690607734806,"[271, 206, 181, 135]",0.4927438982006285
50,64,64,3,4,32,64,0.1,1e-05,0.001,0.4329183955739967,0.6432098765432102,0.7373737373737376,0.5327552986512525,0.5427501152604887,0.727962962962963,0.8611111111111112,0.7456647398843931,"[270, 198, 173, 131]",0.4816523368069071
35,128,128,2,4,128,128,0.0,0.0001,0.001,0.4322268326417702,0.6951672862453531,0.7336448598130842,0.5992907801418437,0.5405601659751038,0.7859355638166047,0.8738317757009346,0.8377659574468085,"[269, 214, 188, 158]",0.48036128921116095
45,64,32,3,4,64,128,0.2,0.0001,0.001,0.4225449515905951,0.6533078880407125,0.6476683937823837,0.458612975391499,0.5261526048870447,0.7318702290076335,0.7668393782383419,0.697986577181208,"[262, 193, 149, 105]",0.4686912608623375
33,64,32,3,4,64,128,0.1,0.0001,0.001,0.4363762102351313,0.6326666666666666,0.619047619047619,0.4630952380952381,0.5039073305670817,0.723,0.7664835164835165,0.6678571428571428,"[250, 182, 140, 94]",0.4677167294345287
31,32,64,4,4,64,128,0.1,0.0001,0.001,0.4183955739972336,0.6851851851851853,0.6700507614213198,0.4968354430379748,0.5249999999999999,0.7506385696040868,0.7969543147208121,0.7436708860759493,"[261, 197, 158, 119]",0.46567459590221005
24,32,128,2,4,64,128,0.1,1e-05,0.001,0.4284232365145228,0.7246666666666667,0.6725888324873098,0.5315581854043392,0.5025933609958506,0.784,0.8527918781725888,0.7751479289940828,"[250, 197, 169, 132]",0.4625538898970168
