#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
14,128,128,3,4,4,0.0,0.0001,0.0001,0.5546334716459196,0.7311178247734141,0.793286219081272,0.5361757105943148,0.6772130013831259,0.8534743202416919,0.901060070671378,0.8023255813953488,"[331, 283, 258, 209]",0.14522821576763506,0.4187413554633471,0.21438450899031813
21,128,128,3,4,2,0.1,0.0001,0.001,0.5131396957123099,0.7159552845528455,0.7684478371501273,0.5899581589958158,0.6732365145228217,0.7931910569105691,0.9007633587786259,0.801255230125523,"[328, 262, 239, 193]",0.13554633471645955,0.39004149377593367,0.19979253112033193
15,64,128,3,4,2,0.1,0.0001,0.001,0.5055325034578145,0.727272727272727,0.7809139784946236,0.4863013698630134,0.6277662517289074,0.8035714285714286,0.8729838709677419,0.7579908675799086,"[308, 248, 219, 169]",0.11687413554633497,0.33644536652835405,0.17233748271092672
15,128,256,3,3,2,0.0,0.0001,0.0001,0.5456431535269708,0.7257900101936804,0.816193853427896,0.5747126436781608,0.668222683264177,0.8577981651376146,0.9184397163120568,0.8026819923371648,"[327, 282, 261, 211]",0.14764868603042894,0.4249654218533886,0.2178423236514523
15,128,128,3,4,2,0.1,1e-05,0.001,0.49999999999999967,0.7140575079872202,0.7249322493224933,0.43008130081300816,0.639868603042877,0.7827476038338658,0.823170731707317,0.6682926829268293,"[313, 246, 205, 138]",0.09612724757952984,0.2766251728907331,0.1417704011065007
18,64,256,4,4,4,0.0,1e-05,0.0001,0.5380359612724755,0.69831223628692,0.7871794871794873,0.529202279202279,0.6447095435684648,0.8227848101265823,0.8884615384615384,0.7841880341880342,"[316, 260, 234, 186]",0.1296680497925315,0.36860304287690177,0.19031811894882436
32,64,128,3,3,4,0.1,1e-05,0.0001,0.5435684647302903,0.685303514376997,0.6973333333333335,0.5149371069182389,0.6405601659751037,0.7987220447284346,0.836,0.7594339622641509,"[313, 250, 212, 163]",0.11272475795297394,0.32814661134163214,0.16694329183955742
20,64,256,4,4,4,0.0,0.0001,0.0001,0.5345781466113413,0.7476038338658147,0.7984790874524715,0.48523206751054826,0.6405601659751039,0.8375931842385517,0.8878326996197718,0.7784810126582279,"[313, 263, 237, 186]",0.1300138312586449,0.37448132780082993,0.191701244813278
9,64,256,3,4,4,0.0,0.0001,0.001,0.48686030428768984,0.6892744479495269,0.7585301837270343,0.6193693693693693,0.6478215767634855,0.7996845425867508,0.8700787401574803,0.795045045045045,"[317, 254, 222, 179]",0.12378976486860335,0.35857538035961267,0.18305670816044264
17,128,128,3,3,2,0.1,1e-05,0.0001,0.5567081604426002,0.7565308254963428,0.7522179974651456,0.463431786216596,0.6514522821576764,0.822884012539185,0.8935361216730038,0.7658227848101266,"[319, 263, 237, 184]",0.12724757952973753,0.3668741355463347,0.18782849239280777
26,64,256,3,3,4,0.1,0.0001,0.0001,0.5401106500691563,0.7045690550363446,0.7442307692307693,0.46726190476190455,0.6562932226832643,0.8084112149532711,0.85,0.7522321428571429,"[321, 260, 224, 170]",0.11756569847856181,0.34301521438450894,0.1743430152143845
15,128,128,4,4,4,0.0,0.0001,0.001,0.4951590594744124,0.6517489711934155,0.764857881136951,0.5645645645645644,0.6656293222683265,0.7932098765432098,0.8468992248062015,0.7477477477477478,"[324, 258, 222, 167]",0.1154910096818813,0.33886583679114796,0.1716459197786999
12,128,256,3,4,4,0.0,0.0001,0.001,0.47302904564315384,0.7072784810126578,0.785243741765481,0.5703703703703701,0.645746887966805,0.7974683544303798,0.8814229249011858,0.7666666666666667,"[316, 253, 225, 173]",0.11964038727524232,0.34923928077455046,0.1774550484094053
24,64,256,3,4,4,0.1,1e-05,0.0001,0.5276625172890735,0.6840168243953731,0.7956104252400547,0.5095447870778265,0.6495504840940526,0.7665615141955836,0.9238683127572016,0.762114537444934,"[317, 243, 227, 174]",0.12102351313969602,0.35338865836791145,0.17952973720608575
15,128,128,3,4,4,0.1,1e-05,0.001,0.49585062240663935,0.7458333333333333,0.7752525252525252,0.47916666666666635,0.6530082987551867,0.825,0.8409090909090909,0.75,"[320, 264, 224, 170]",0.1196403872752423,0.3419778699861687,0.1760027662517289
27,64,128,3,4,2,0.1,1e-05,0.0001,0.5221300138312585,0.6875669882100748,0.7085048010973936,0.4599358974358973,0.6343360995850622,0.7813504823151125,0.8477366255144033,0.6947115384615384,"[311, 243, 208, 146]",0.1009681881051177,0.29529737206085754,0.1498616874135546
13,64,256,3,3,4,0.1,1e-05,0.001,0.49654218533886585,0.6991614255765198,0.7673333333333336,0.5287878787878785,0.6502420470262794,0.7830188679245284,0.87,0.7613636363636364,"[318, 250, 220, 169]",0.11687413554633497,0.34094052558782845,0.17330567081604425
19,64,256,4,4,2,0.0,1e-05,0.0001,0.5622406639004146,0.7041666666666669,0.8009768009768009,0.5522088353413652,0.6568118948824344,0.85,0.9047619047619048,0.785140562248996,"[320, 273, 249, 197]",0.13796680497925343,0.39799446749654216,0.20373443983402492
23,64,128,4,4,2,0.0,0.0001,0.0001,0.5262793914246195,0.6982851018220791,0.6956521739130438,0.5145929339477725,0.6343360995850622,0.8118971061093248,0.8478260869565217,0.7350230414746544,"[311, 253, 217, 161]",0.11307053941908737,0.3243430152143845,0.16652835408022132
21,128,128,4,4,4,0.1,0.0001,0.0001,0.5373443983402488,0.7149532710280372,0.7620865139949108,0.5598290598290596,0.6571576763485477,0.8130841121495327,0.8816793893129771,0.7991452991452992,"[321, 262, 234, 188]",0.13070539419087174,0.37828492392807744,0.19322268326417705
12,64,128,3,3,2,0.0,0.0001,0.001,0.5159059474412173,0.7249757045675412,0.7530193236714979,0.5474198047419803,0.702627939142462,0.8002915451895044,0.8605072463768116,0.7761506276150628,"[343, 276, 239, 187]",0.13001383125864488,0.37828492392807744,0.19260027662517284
