#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
20,128,128,3,3,2,0.1,1e-05,0.0001,0.5401106500691562,0.7507886435331232,0.7420924574209246,0.5271966527196649,0.6422544951590594,0.8596214511041009,0.8576642335766423,0.7740585774058577,"[317, 274, 239, 186]",0.1313969571230985,0.3727524204702628,0.19219521833629719
14,128,256,4,3,2,0.0,1e-05,0.0001,0.5463347164591975,0.7078373015873013,0.811265969802555,0.6003861003861005,0.6808437067773169,0.8505952380952382,0.8867595818815331,0.833976833976834,"[336, 287, 259, 218]",0.15283540802213005,0.43324688796680494,0.22324325052540822
17,128,256,3,4,4,0.1,0.0001,0.0001,0.5401106500691563,0.7614770459081837,0.7714958775029446,0.5778210116731516,0.6770401106500692,0.8422155688622754,0.8904593639575972,0.8229571984435797,"[334, 283, 257, 213]",0.14799446749654233,0.4232192254495159,0.216950027842144
25,64,128,3,3,4,0.0,1e-05,0.0001,0.5245504840940525,0.7066027689030885,0.7790549169859512,0.5854519774011299,0.6340248962655601,0.8296059637912672,0.8856960408684548,0.8305084745762712,"[313, 261, 236, 198]",0.13934993084370703,0.385874827109267,0.20133058504427798
24,128,256,4,3,4,0.0,1e-05,0.001,0.47233748271092635,0.7407991587802314,0.8108614232209738,0.645578231292517,0.6445885200553251,0.8359621451104101,0.9001248439450688,0.8530612244897959,"[317, 267, 245, 209]",0.1493775933609959,0.41675311203319504,0.21694508810691385
20,128,128,4,3,4,0.1,0.0001,0.001,0.48962655601659755,0.7507886435331228,0.7860606060606061,0.5796221322537112,0.6432399723374828,0.861093585699264,0.8845454545454545,0.7800269905533063,"[317, 275, 247, 194]",0.1348547717842327,0.3812932226832642,0.19630373084729927
18,64,128,4,4,4,0.1,1e-05,0.001,0.5172890733056704,0.7257053291536054,0.7659176029962544,0.5269503546099289,0.6465248962655602,0.8276907001044931,0.8655430711610487,0.7645390070921986,"[319, 267, 235, 181]",0.1279391424619643,0.3561549100968189,0.18503619478723204
22,128,256,4,3,4,0.1,0.0001,0.001,0.5214384508990318,0.7009063444108762,0.783882783882784,0.596883468834688,0.6702455048409406,0.823262839879154,0.8858363858363858,0.8292682926829268,"[331, 273, 246, 205]",0.14661134163208858,0.40817773167358223,0.2116285857987103
24,64,128,4,3,2,0.0,0.0001,0.0001,0.5262793914246194,0.7056623931623929,0.742894056847545,0.5045045045045043,0.6330048409405257,0.8221153846153846,0.8484496124031008,0.7454954954954955,"[312, 258, 222, 167]",0.11687413554633497,0.33255532503457813,0.17099567099567098
17,64,128,4,3,4,0.0,1e-05,0.001,0.4896265560165977,0.7238955823293174,0.8244047619047616,0.6253229974160206,0.6740145228215768,0.833433734939759,0.9047619047619048,0.810077519379845,"[332, 280, 258, 209]",0.14661134163208864,0.4141597510373444,0.21401088538018
18,128,256,3,3,4,0.1,0.0001,0.0001,0.5560165975103735,0.7342342342342343,0.7795321637426899,0.5588235294117648,0.6764868603042878,0.8473473473473472,0.8789473684210526,0.8313725490196079,"[333, 285, 255, 213]",0.15006915629322273,0.42505186721991695,0.21922724578326244
32,64,128,3,3,2,0.1,1e-05,0.0001,0.5553250345781466,0.6968253968253968,0.7072072072072072,0.5358744394618832,0.6368948824343016,0.8195767195767194,0.8532818532818532,0.7757847533632287,"[315, 259, 223, 174]",0.12309820193637645,0.3498443983402489,0.17977852023495178
