#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
19,64,256,3,4,4,0.1,1e-05,0.001,0.4868603042876901,0.6918238993710691,0.8072916666666666,0.6391304347826087,0.64072153065929,0.8011006289308176,0.888671875,0.8478260869565217,"[318, 256, 230, 197]",0.1369294605809131,0.3868142000922084,0.2002074688796681,0.5532935521174378,0.72883295194508,0.6410632520312589
16,128,128,3,3,2,0.0,0.0001,0.001,0.4640387275242045,0.6930379746835443,0.7681451612903227,0.6555059523809522,0.6394536652835409,0.7803270042194093,0.8935483870967742,0.855654761904762,"[316, 248, 224, 193]",0.1365836791147997,0.3778815122176118,0.1976882039122703,0.5378039161536123,0.7423257954092518,0.6400648557814321
21,128,128,4,4,4,0.1,1e-05,0.0001,0.5214384508990316,0.6846707818930042,0.7402343749999997,0.5941704035874436,0.6515560165975104,0.7862654320987654,0.8671875,0.852017937219731,"[324, 256, 223, 191]",0.1327800829875522,0.3803596127247579,0.1955048409405256,0.5792804133060434,0.7001077623666003,0.6396940878363219
19,128,128,4,4,2,0.0,0.0001,0.0001,0.4993084370677733,0.7246376811594205,0.8070818070818071,0.6244897959183673,0.6494813278008299,0.8403209109730848,0.8956043956043956,0.8326530612244898,"[322, 273, 245, 205]",0.1455739972337484,0.4084831719686492,0.2119640387275242,0.564579380154952,0.7137026239067055,0.6391410020308288
12,128,256,4,4,2,0.0,0.0001,0.0001,0.5076071922544947,0.6646341463414636,0.8035714285714288,0.5994152046783625,0.6629668049792531,0.7624491869918699,0.8992063492063492,0.8428362573099416,"[328, 252, 228, 194]",0.1362378976486863,0.3828953434762563,0.198478561549101,0.5749772662449669,0.7005836097254455,0.6377804379852062
15,128,128,3,4,4,0.0,0.0001,0.001,0.4875518672199166,0.6975890985324944,0.772030651340996,0.6323731138545954,0.6386468418626096,0.8183962264150944,0.9233716475095786,0.8168724279835391,"[318, 261, 243, 199]",0.1403872752420472,0.3951129552789304,0.2049792531120332,0.5529636248613408,0.7128787303367942,0.6329211775990675
22,128,128,3,4,4,0.1,1e-05,0.0001,0.5290456431535268,0.7157784743991639,0.754557291666667,0.574314574314574,0.6406062701705856,0.8017241379310345,0.89453125,0.8463203463203464,"[319, 256, 231, 196]",0.1369294605809131,0.3883125864453666,0.2007607192254495,0.5795056671987282,0.6842772937237129,0.6318914804612206
12,64,256,3,3,4,0.0,1e-05,0.001,0.4913554633471645,0.6692872117400419,0.7823529411764707,0.6215429403202328,0.6420470262793915,0.7961215932914045,0.8901960784313725,0.8187772925764192,"[318, 255, 229, 188]",0.1317427385892119,0.3719455970493315,0.1923928077455048,0.5566836441167949,0.7066556926329075,0.6316696683748513
21,64,128,4,4,4,0.1,1e-05,0.001,0.4778699861687414,0.6644880174291941,0.7517433751743373,0.6317460317460317,0.6200322729368373,0.7795751633986928,0.8682008368200836,0.8357142857142857,"[306, 239, 210, 176]",0.1230982019363765,0.3518902720147533,0.1808437067773167,0.5397471609793032,0.7195549717994282,0.6296510663893657
22,128,128,4,4,4,0.0,1e-05,0.001,0.4678423236514524,0.7271241830065358,0.8003952569169961,0.6249999999999998,0.6219917012448132,0.8194444444444444,0.9094861660079052,0.8369252873563219,"[306, 253, 232, 196]",0.1383125864453668,0.3882549562010143,0.2012151748666271,0.5340153383997921,0.7156019656019654,0.6248086520008788
16,64,128,3,4,2,0.0,1e-05,0.001,0.4591977869986169,0.725396825396825,0.7769130998702984,0.62905604719764,0.6312701705855234,0.8112698412698413,0.8754863813229572,0.831858407079646,"[315, 257, 226, 189]",0.1341632088520058,0.3754034117104656,0.1954356846473029,0.5316577407250315,0.7163808392114468,0.6240192899682391
14,64,256,4,3,4,0.0,1e-05,0.001,0.4785615491009679,0.720257234726688,0.7794871794871794,0.6127659574468084,0.6290225910557861,0.8310825294748125,0.9,0.8170212765957446,"[311, 260, 235, 194]",0.1376210235131399,0.3885431074227755,0.2011065006915629,0.5435722933926412,0.7003039513677811,0.6219381223802112
22,64,256,3,3,2,0.0,1e-05,0.0001,0.5269709543568465,0.6666666666666672,0.7771084337349397,0.5650224215246633,0.6401452282157677,0.7789169295478443,0.891566265060241,0.804932735426009,"[317, 249, 223, 181]",0.1265560165975106,0.3556938681420009,0.1846473029045643,0.5780708842478179,0.6639707015625341,0.6210207929051761
12,128,256,4,4,4,0.0,1e-05,0.0001,0.4792531120331952,0.7456709956709956,0.7889733840304183,0.6090277777777777,0.6188220378054403,0.8491883116883118,0.9068441064638784,0.825,"[308, 263, 240, 199]",0.1396957123098204,0.3947671738128169,0.2042185338865836,0.5401677425385009,0.7007506053268764,0.6204591739326886
19,64,256,4,3,4,0.0,1e-05,0.0001,0.5331950207468881,0.6486625514403291,0.7650918635170604,0.5431818181818179,0.6489050253573075,0.7795781893004116,0.8608923884514436,0.8181818181818182,"[324, 254, 220, 181]",0.1286307053941911,0.3555325034578147,0.1865491009681881,0.5853868792213077,0.6529063590833205,0.6191466191523141
16,128,256,4,3,4,0.0,0.0001,0.001,0.4792531120331948,0.648089171974522,0.7840277777777778,0.613149847094801,0.6357653296449977,0.7619426751592356,0.9011111111111112,0.7920489296636086,"[314, 240, 218, 175]",0.1237897648686033,0.3443061318579991,0.1791839557399723,0.5465246158558389,0.6912113619044766,0.6188679888801578
