#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
18,64,256,4,3,2,0.0,1e-05,0.001,0.4751037344398343,0.779032258064516,0.7558859975216852,0.6046025104602508,0.6243084370677732,0.867741935483871,0.8767038413878562,0.811018131101813,"[310, 269, 239, 195]",0.13623789764868632,0.3876210235131397,0.19959494171112435
18,128,128,3,4,2,0.1,1e-05,0.0001,0.5352697095435683,0.7487257900101936,0.7550776583034645,0.47882513661202153,0.659923928077455,0.8521916411824667,0.8626045400238949,0.7301912568306012,"[327, 279, 244, 179]",0.12586445366528384,0.3497579529737206,0.18261213198972542
15,128,256,3,3,4,0.0,1e-05,0.001,0.5131396957123098,0.7121676891615542,0.7549382716049381,0.5783475783475781,0.6626901798063622,0.8241308793456031,0.856172839506173,0.7984330484330483,"[326, 270, 234, 188]",0.1320885200553254,0.3732710926694329,0.19305473226635056
25,64,256,3,4,2,0.1,1e-05,0.0001,0.5145228215767637,0.7212931995540692,0.726775956284153,0.48086124401913877,0.6011410788381742,0.8115942028985507,0.8490437158469945,0.748006379585327,"[299, 244, 209, 158]",0.1099585062240666,0.30688105117565695,0.1598597115194626
22,128,128,4,4,4,0.0,0.0001,0.001,0.48686030428769034,0.762487257900102,0.7736406619385342,0.5768707482993197,0.6618257261410787,0.8593272171253823,0.8622931442080378,0.798639455782313,"[327, 282, 245, 197]",0.14107883817427405,0.3881396957123098,0.20377395771586648
17,128,128,3,4,2,0.0,0.0001,0.0001,0.5159059474412175,0.7583857442348009,0.7841726618705035,0.5669344042838018,0.6424619640387275,0.8710691823899371,0.8854916067146282,0.8052208835341366,"[318, 278, 249, 203]",0.14246196403872774,0.3992047026279391,0.20737008496344603
13,64,128,4,3,4,0.0,1e-05,0.001,0.4474412171507604,0.7057546145494028,0.791994750656168,0.5747384155455902,0.6201590594744122,0.8246471226927252,0.8628608923884514,0.7571001494768311,"[307, 254, 223, 171]",0.11929460580912889,0.33281466113416325,0.17348350128433115
28,64,128,3,4,4,0.1,1e-05,0.0001,0.49377593360995853,0.738962472406181,0.7383798140770251,0.537369207772795,0.608921161825726,0.8294701986754967,0.8718459495351926,0.757100149476831,"[302, 251, 223, 171]",0.1196403872752423,0.33454356846473027,0.17403675163011267
22,64,256,4,3,4,0.0,0.0001,0.0001,0.4896265560165978,0.7535287730727468,0.728923476005188,0.5657698056801193,0.6196403872752421,0.8338762214983714,0.8586251621271076,0.7997010463378176,"[307, 257, 223, 180]",0.12655601659751067,0.35338865836791145,0.18409405255878292
16,64,128,3,4,4,0.1,0.0001,0.001,0.47648686030428744,0.7304250559284116,0.7557354925775974,0.5642201834862383,0.6014868603042878,0.8243847874720358,0.8731443994601888,0.7744648318042813,"[298, 247, 218, 170]",0.12033195020746913,0.33454356846473027,0.1746591582691168
28,64,256,4,3,4,0.1,1e-05,0.0001,0.495850622406639,0.7390139335476954,0.7317708333333331,0.5275297619047616,0.6234439834024896,0.8231511254019293,0.8619791666666666,0.7559523809523808,"[311, 256, 224, 171]",0.1196403872752423,0.3324688796680498,0.17362181387077655
17,128,256,4,4,2,0.0,0.0001,0.0001,0.5134854771784232,0.7666666666666668,0.7658303464755075,0.6000000000000002,0.6400414937759334,0.8809523809523809,0.884109916367981,0.8286666666666667,"[315, 279, 250, 209]",0.1473029045643155,0.41234439834024894,0.21449318316538238
22,64,128,3,3,4,0.0,1e-05,0.0001,0.512448132780083,0.7209302325581389,0.7324037184594953,0.521406727828746,0.6051175656984786,0.8322259136212624,0.8592297476759628,0.8012232415902142,"[301, 251, 218, 176]",0.12309820193637651,0.3449170124481328,0.1792234736218139
23,128,256,4,4,4,0.0,0.0001,0.001,0.4930843706777315,0.7352625937834939,0.7453183520599252,0.5930735930735931,0.6288035961272476,0.8520900321543409,0.8576779026217228,0.7987012987012988,"[311, 267, 231, 186]",0.13001383125864488,0.36600968188105115,0.1897352301916618
12,64,256,3,4,4,0.0,0.0001,0.001,0.46403872752420455,0.7594390507011864,0.7754975124378107,0.6075498575498577,0.6253457814661134,0.8656957928802589,0.8606965174129354,0.8112535612535613,"[309, 268, 234, 191]",0.13554633471645952,0.3784578146611342,0.1969966409800435
23,64,256,4,3,2,0.1,1e-05,0.001,0.491009681881051,0.7288317256162915,0.7579821200510856,0.5646108663729806,0.6293222683264177,0.8338692390139335,0.8646232439335887,0.8039647577092511,"[311, 261, 227, 184]",0.1286307053941912,0.35978561549100974,0.18724560363564519
34,64,128,3,3,4,0.1,0.0001,0.0001,0.5110650069156294,0.6791530944625406,0.7479508196721314,0.5168269230769229,0.6210235131396957,0.7923452768729642,0.8415300546448087,0.7636217948717949,"[307, 244, 208, 161]",0.11307053941908733,0.31604426002766256,0.16425607587433316
17,128,128,4,4,4,0.1,0.0001,0.001,0.4923928077455049,0.6750261233019855,0.7368421052631581,0.5404530744336569,0.6467842323651452,0.7727272727272727,0.8259109311740892,0.7888349514563107,"[319, 247, 206, 164]",0.11479944674965444,0.326417704011065,0.16832641770401105
22,128,256,4,4,2,0.1,1e-05,0.001,0.4073305670816045,0.7012121212121214,0.6983024691358024,0.5361445783132528,0.5561894882434301,0.78,0.757716049382716,0.7319277108433734,"[275, 216, 166, 123]",0.08782849239280777,0.24239280774550484,0.12698083382730682
19,128,256,3,3,2,0.0,0.0001,0.001,0.49999999999999994,0.7541407867494827,0.8041362530413623,0.5619047619047619,0.6511065006915627,0.8493788819875776,0.8838199513381995,0.7993197278911564,"[322, 274, 245, 198]",0.1390041493775936,0.3895228215767635,0.2024599881446355
