#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
20,128,256,3,3,4,0.1,1e-05,0.0001,0.5541752933057278,0.7563725490196077,0.7603795966785291,0.5151515151515146,0.6868530020703933,0.8205882352941176,0.887900355871886,0.7859025032938076,"[340, 281, 253, 201]",0.6134218942444329
20,128,256,4,3,4,0.1,1e-05,0.0001,0.564527260179434,0.7824773413897285,0.7442922374429224,0.5250965250965248,0.6697722567287786,0.8736153071500504,0.8687214611872146,0.8024453024453023,"[331, 292, 259, 210]",0.6126627967616894
22,128,128,3,4,4,0.1,0.0001,0.0001,0.5548654244306415,0.7482376636455187,0.78,0.5119521912350594,0.6702898550724637,0.824773413897281,0.8945454545454544,0.7802124833997344,"[331, 275, 251, 199]",0.6071404517428651
16,128,256,4,3,4,0.0,1e-05,0.0001,0.5389924085576259,0.7581602373887237,0.7791666666666668,0.5215924426450738,0.684265010351967,0.8254203758654796,0.8607142857142857,0.800944669365722,"[337, 280, 247, 200]",0.6030025084173609
21,128,128,3,3,2,0.1,1e-05,0.0001,0.5562456866804693,0.740454076367389,0.7271604938271605,0.4784722222222219,0.6523464458247067,0.8281733746130031,0.8777777777777777,0.7145833333333333,"[323, 270, 240, 174]",0.6004753579839698
17,64,256,3,3,2,0.1,0.0001,0.001,0.5403726708074533,0.7223895582329317,0.7593939393939395,0.5499999999999996,0.672360248447205,0.8192771084337349,0.8618181818181817,0.8034722222222221,"[332, 275, 240, 196]",0.599184037028495
24,128,128,3,4,4,0.1,1e-05,0.0001,0.5431331953071081,0.7540404040404041,0.7755952380952381,0.4933598937582997,0.6668391994478952,0.8424242424242424,0.8857142857142856,0.7403718459495351,"[330, 280, 251, 188]",0.5986624268820685
17,128,128,3,3,4,0.1,1e-05,0.001,0.5472739820565904,0.7101226993865029,0.7385620915032678,0.5323054331864902,0.6573498964803313,0.778118609406953,0.8751633986928105,0.8054331864904551,"[326, 255, 227, 186]",0.5972826902422257
24,128,128,3,3,4,0.1,1e-05,0.0001,0.545893719806763,0.7251282051282052,0.741016109045849,0.4900284900284898,0.6559696342305038,0.8205128205128204,0.8568773234200743,0.7585470085470085,"[325, 269, 234, 180]",0.5958908764586027
26,64,256,4,3,4,0.1,0.0001,0.0001,0.5527950310559001,0.7014767932489452,0.7132545931758528,0.5198776758409782,0.6392339544513459,0.7932489451476793,0.8405511811023622,0.7905198776758409,"[316, 254, 218, 174]",0.5928804718662934
17,128,256,4,4,4,0.1,1e-05,0.0001,0.5355417529330573,0.7357723577235773,0.775522755227552,0.5726141078838172,0.6620082815734991,0.8170731707317073,0.8720787207872078,0.8360995850622407,"[328, 271, 241, 203]",0.5920973075937591
16,128,128,3,3,4,0.0,0.0001,0.0001,0.5231193926846102,0.7274096385542165,0.7703836930455635,0.5643631436314361,0.6758109040717737,0.8313253012048193,0.8657074340527577,0.8089430894308943,"[332, 278, 246, 202]",0.5897420236424286
18,128,256,4,3,2,0.1,0.0001,0.0001,0.5396825396825391,0.732291666666667,0.7922885572139303,0.4817073170731703,0.6497584541062803,0.8302083333333332,0.9029850746268656,0.7574525745257452,"[320, 268, 246, 188]",0.5896270508977206
14,128,128,4,3,2,0.0,1e-05,0.0001,0.5369220151828847,0.7694704049844232,0.7856257744733579,0.4965706447187925,0.6502760524499656,0.8302180685358256,0.8884758364312266,0.7818930041152263,"[321, 269, 243, 192]",0.5881874946154025
20,128,256,3,4,4,0.1,0.0001,0.001,0.5279503105590063,0.752803261977574,0.7317073170731705,0.5913978494623654,0.6592477570738441,0.8715596330275229,0.8519163763066201,0.7896505376344085,"[327, 287, 248, 198]",0.5863386532904994
15,128,256,3,3,2,0.1,1e-05,0.0001,0.5265700483091788,0.7525562372188138,0.7639902676399024,0.490437158469945,0.6582125603864735,0.8328220858895705,0.8783454987834549,0.753415300546448,"[326, 274, 244, 186]",0.585077831454643
16,128,128,3,4,4,0.0,1e-05,0.0001,0.5238095238095235,0.7610256410256407,0.7532855436081242,0.5688705234159777,0.6575224292615597,0.8486153846153844,0.8560334528076463,0.8202479338842975,"[325, 279, 242, 200]",0.5830986111400891
22,128,256,4,3,4,0.1,0.0001,0.001,0.5148378191856451,0.7215508559919436,0.7628930817610061,0.5779685264663804,0.6692546583850931,0.7915407854984894,0.8660377358490565,0.7939914163090128,"[331, 265, 233, 188]",0.5819775318726846
15,64,256,3,4,4,0.0,0.0001,0.001,0.5127674258109038,0.7358585858585859,0.7934782608695649,0.603748326639893,0.6694271911663215,0.8292929292929292,0.8846618357487922,0.8433734939759036,"[330, 276, 249, 212]",0.5807173415488347
18,128,128,3,3,2,0.0,0.0001,0.001,0.5134575569358174,0.7271341463414634,0.7469362745098037,0.5963431786216594,0.6663216011042098,0.8236788617886178,0.8596813725490196,0.8073136427566806,"[328, 272, 237, 194]",0.5799862781182005
24,64,256,4,3,4,0.0,0.0001,0.0001,0.527950310559006,0.7389240506329113,0.7548262548262549,0.5217391304347822,0.6368184955141476,0.8117088607594937,0.87001287001287,0.8057971014492753,"[316, 259, 230, 187]",0.5772965771806522
18,128,128,4,3,4,0.0,0.0001,0.001,0.5175983436853001,0.7222222222222223,0.7785977859778594,0.5802721088435371,0.6523464458247067,0.8296296296296295,0.8859163591635916,0.7925170068027212,"[324, 271, 245, 196]",0.577212605065365
19,128,256,3,4,2,0.1,1e-05,0.0001,0.5231193926846099,0.7807855626326963,0.7444029850746265,0.5056022408963582,0.6344030365769496,0.8471337579617835,0.8718905472636815,0.7878151260504201,"[314, 268, 238, 190]",0.57341183690604
27,64,256,3,4,2,0.1,1e-05,0.0001,0.5251897860593512,0.7248931623931624,0.7516600265604252,0.4799107142857139,0.6302622498274673,0.7964743589743589,0.8791500664010624,0.7410714285714286,"[312, 251, 224, 168]",0.5729485705464566
20,64,256,4,3,2,0.0,1e-05,0.0001,0.52311939268461,0.7599784250269686,0.7390761548064917,0.5135327635327632,0.6226708074534162,0.8570658036677453,0.8576779026217228,0.7685185185185185,"[309, 267, 234, 182]",0.5685703623546928
23,64,256,4,3,2,0.1,0.0001,0.0001,0.52864044168392,0.7622950819672131,0.7176470588235292,0.4811594202898548,0.6136991028295377,0.8295081967213114,0.8888888888888888,0.7362318840579709,"[305, 255, 230, 172]",0.5680030361183215
12,128,256,4,3,2,0.0,0.0001,0.0001,0.5093167701863356,0.7276550998948473,0.7812097812097809,0.4963768115942026,0.6388888888888888,0.8070452155625657,0.8693693693693694,0.7666666666666666,"[317, 259, 230, 179]",0.5667918858001503
23,64,128,3,4,2,0.0,1e-05,0.0001,0.5113871635610765,0.7370370370370367,0.7525641025641024,0.4910313901345289,0.6354382332643203,0.819047619047619,0.8442307692307691,0.773542600896861,"[315, 260, 223, 175]",0.5667034522026313
19,64,256,4,4,4,0.1,1e-05,0.001,0.5051759834368527,0.7437500000000001,0.7302469135802468,0.5146198830409353,0.6438923395445134,0.8395833333333332,0.8259259259259258,0.7251461988304093,"[320, 270, 228, 169]",0.5661611922481485
27,64,128,3,4,2,0.1,1e-05,0.0001,0.5196687370600414,0.7360655737704918,0.7098515519568154,0.4898753894080995,0.6173222912353348,0.8030054644808743,0.8502024291497975,0.749221183800623,"[305, 247, 214, 162]",0.5643018941428917
23,64,128,3,3,2,0.1,0.0001,0.0001,0.5196687370600414,0.6688668866886689,0.7246376811594202,0.4128595600676818,0.6123188405797103,0.7524752475247525,0.8405797101449275,0.6920473773265651,"[303, 230, 197, 138]",0.5622022093662817
21,64,256,4,4,2,0.1,1e-05,0.0001,0.5314009661835748,0.7242729306487695,0.7503486750348672,0.437893081761006,0.5954106280193237,0.796979865771812,0.8758716875871687,0.7327044025157232,"[298, 239, 212, 158]",0.5615877306077222
17,64,128,4,4,2,0.0,0.0001,0.001,0.4906832298136646,0.7149532710280375,0.7108208955223884,0.5829493087557601,0.6520013802622499,0.8271028037383178,0.7929104477611939,0.7926267281105991,"[321, 268, 217, 174]",0.5599552847548961
16,64,128,3,3,2,0.1,0.0001,0.001,0.5051759834368532,0.7067307692307693,0.7739541160593794,0.5525525525525522,0.6268115942028987,0.7852564102564101,0.8886639676113359,0.8213213213213212,"[312, 247, 222, 185]",0.5594587251413161
16,64,128,3,4,4,0.0,0.0001,0.001,0.497584541062802,0.7183544303797466,0.7566539923954375,0.6087570621468926,0.6388888888888888,0.826898734177215,0.8786438529784537,0.7902542372881356,"[316, 263, 236, 189]",0.5594521194946276
12,64,256,3,3,4,0.1,1e-05,0.001,0.4920634920634921,0.7063740856844305,0.750334672021419,0.5192012288786481,0.6473429951690821,0.7732497387669801,0.8493975903614457,0.7511520737327189,"[319, 249, 217, 165]",0.5591224173901339
13,64,128,3,3,2,0.0,1e-05,0.001,0.4899930986887507,0.7337526205450732,0.7769328263624842,0.6073919107391906,0.6419944789510007,0.8223270440251572,0.8903675538656527,0.7928870292887029,"[318, 263, 239, 192]",0.5557885444965223
19,64,256,4,3,4,0.0,1e-05,0.001,0.4789510006901309,0.7120743034055724,0.768837803320562,0.6367521367521366,0.6520013802622497,0.8034055727554179,0.8780332056194124,0.8247863247863247,"[323, 261, 234, 194]",0.5522367144494295
13,64,256,3,3,4,0.0,0.0001,0.001,0.487232574189096,0.7238095238095237,0.7918287937743189,0.5707282913165261,0.6366459627329193,0.81005291005291,0.912451361867704,0.7878151260504201,"[315, 257, 238, 191]",0.5520074297690403
21,64,256,3,4,4,0.0,1e-05,0.0001,0.496894409937888,0.7796052631578947,0.7656641604010024,0.5170940170940168,0.6149068322981367,0.8673245614035087,0.8671679197994987,0.7792022792022791,"[304, 266, 234, 185]",0.5496373919983343
27,64,128,3,4,4,0.0,1e-05,0.0001,0.4927536231884055,0.732470334412082,0.7888040712468193,0.5508474576271183,0.6212905452035886,0.8387270765911541,0.88676844783715,0.7874293785310734,"[309, 262, 236, 189]",0.549606875360523
15,128,128,3,4,4,0.1,0.0001,0.001,0.4941338854382329,0.7159090909090909,0.756561679790026,0.5270270270270268,0.6190476190476191,0.8192640692640693,0.8595800524934383,0.7575075075075076,"[308, 254, 222, 171]",0.5495822631594482
20,64,256,3,4,2,0.0,1e-05,0.0001,0.4830917874396134,0.7502714440825191,0.7835917312661498,0.5604075691411933,0.623015873015873,0.8295331161780672,0.8733850129198966,0.8100436681222707,"[307, 258, 229, 186]",0.544203539056136
18,128,128,3,3,4,0.0,1e-05,0.001,0.4610075914423742,0.7192429022082015,0.7627450980392159,0.6084070796460177,0.6394064872325741,0.7967928496319663,0.8660130718954248,0.7743362831858407,"[317, 255, 226, 177]",0.5357460438649854
17,64,128,4,4,2,0.1,1e-05,0.001,0.474120082815735,0.7456427015250545,0.7768817204301075,0.5197869101978686,0.6131815044858525,0.80119825708061,0.8770161290322579,0.7625570776255708,"[306, 248, 219, 170]",0.534758100389439
21,128,128,3,4,4,0.1,1e-05,0.001,0.4672187715665978,0.7402597402597402,0.7231075697211155,0.5416666666666665,0.6224982746721878,0.8057359307359307,0.843957503320053,0.7654320987654321,"[308, 251, 216, 167]",0.5337952272996469
