#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
20,64,128,4,3,2,0.0,0.0001,0.0001,0.5465838509316767,0.707667731629393,0.7365384615384616,0.49045521292217287,0.6287094547964114,0.8233226837060702,0.8660256410256411,0.7268722466960352,"[313, 260, 227, 166]"
24,128,256,4,4,4,0.1,1e-05,0.001,0.48102139406487243,0.7747014115092287,0.7648148148148148,0.5611814345991559,0.6173222912353348,0.8684039087947883,0.8660493827160494,0.7609001406469761,"[307, 270, 237, 182]"
13,128,256,4,4,4,0.0,1e-05,0.0001,0.5307108350586613,0.7679640718562875,0.814878892733564,0.5667938931297708,0.6732229123533472,0.8538922155688622,0.900230680507497,0.8231552162849873,"[334, 289, 262, 217]"
13,64,256,3,3,4,0.0,1e-05,0.001,0.5169082125603864,0.747247247247247,0.7861205915813424,0.6698595146871008,0.6701173222912353,0.8741741741741742,0.8822525597269625,0.8473818646232439,"[333, 293, 261, 224]"
22,64,256,3,4,2,0.0,0.0001,0.0001,0.5479641131815045,0.7792929292929291,0.7644675925925927,0.552941176470588,0.6628709454796412,0.8684848484848485,0.875,0.7901960784313725,"[330, 288, 255, 203]"
32,64,128,3,4,4,0.0,0.0001,0.0001,0.532781228433402,0.7402263374485597,0.7490909090909093,0.6092669432918394,0.6532091097308489,0.8435185185185186,0.8603030303030302,0.8492392807745505,"[324, 275, 241, 206]"
10,128,128,3,4,4,0.0,0.0001,0.001,0.48999309868875074,0.7108626198083066,0.7733585858585859,0.5790229885057471,0.6273291925465839,0.8373801916932908,0.8661616161616162,0.7887931034482759,"[313, 264, 232, 185]"
15,128,256,4,3,4,0.1,1e-05,0.0001,0.5514147688060729,0.7739583333333331,0.7440898345153667,0.5312084993359891,0.6407867494824018,0.87625,0.8806146572104018,0.7808764940239042,"[320, 282, 251, 198]"
24,64,256,4,3,4,0.0,0.0001,0.0001,0.5500345065562453,0.7414658634538152,0.7730496453900709,0.5199203187250991,0.6701173222912352,0.8427710843373495,0.8791371158392436,0.7828685258964143,"[332, 282, 251, 199]"
23,128,128,3,4,4,0.1,1e-05,0.0001,0.5507246376811594,0.7745694022289769,0.7736842105263156,0.544747081712062,0.6618357487922706,0.860790273556231,0.8865497076023392,0.8151750972762646,"[329, 285, 257, 210]"
15,128,256,3,4,2,0.0,1e-05,0.0001,0.5389924085576261,0.7824351297405188,0.808705612829324,0.527249683143219,0.6725327812284335,0.8631736526946108,0.8880297823596793,0.7997465145754119,"[334, 291, 263, 211]"
18,128,256,3,4,2,0.0,1e-05,0.001,0.5258799171842649,0.7212475633528266,0.811465721040189,0.6186770428015562,0.6887508626639062,0.8178362573099415,0.9083924349881796,0.8521400778210116,"[342, 282, 257, 222]"
