#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
20,64,128,4,3,4,0.0,1e-05,0.001,0.5325034578146612,0.7499999999999999,0.7838633686690226,0.6317829457364341,0.6631224066390041,0.8574695121951219,0.8963486454652533,0.8372093023255814,"[328, 283, 258, 217]",0.1542185338865837,0.4346473029045644,0.2255186721991701,0.5906780456794544,0.7201325397312389,0.6554052927053466
15,64,256,3,3,4,0.0,1e-05,0.001,0.4972337482710928,0.6967380224260956,0.7814814814814813,0.6379551820728291,0.6641597510373444,0.8164627930682977,0.8641975308641975,0.8361344537815126,"[327, 270, 238, 202]",0.1417704011065009,0.399636929460581,0.2068779077077832,0.5687006904304884,0.7237230284037605,0.6462118594171244
16,128,256,3,4,4,0.0,0.0001,0.0001,0.5421853388658368,0.7294117647058822,0.7461988304093566,0.59251968503937,0.6935511756569847,0.8293627450980393,0.8760233918128655,0.8070866141732284,"[340, 285, 254, 207]",0.1466113416320886,0.4100968188105118,0.2136237897648686,0.6085978277328588,0.6833560361916785,0.6459769319622686
21,128,256,4,4,2,0.0,0.0001,0.001,0.5269709543568469,0.7326283987915412,0.7511655011655012,0.6081632653061222,0.6748789764868602,0.8519133937562942,0.8438228438228438,0.8142857142857143,"[331, 286, 245, 202]",0.1417704011065008,0.397216459197787,0.2062555010687791,0.5918236698070779,0.6962902234064355,0.6440569466067567
17,64,256,4,4,4,0.0,0.0001,0.001,0.4903181189488244,0.7467853610286843,0.7779740871613665,0.6196236559139785,0.6887102351313971,0.8303165182987141,0.8610129564193169,0.8245967741935484,"[337, 283, 248, 207]",0.1459197786998618,0.4082814661134163,0.2121337859927071,0.5728227074807954,0.7075646587309925,0.640193683105894
14,64,128,4,3,2,0.0,0.0001,0.001,0.4744121715076071,0.6973001038421596,0.7610677083333336,0.6440058479532162,0.6500691562932228,0.7892004153686397,0.873046875,0.8442982456140351,"[321, 256, 228, 194]",0.1362378976486863,0.3844225449515905,0.1988557776939519,0.5485208379054746,0.730674611381105,0.6395977246432898
18,64,256,3,3,4,0.1,0.0001,0.001,0.5366528354080223,0.7560738581146744,0.7889273356401383,0.5674300254452924,0.6980463347164593,0.8362001943634596,0.8858131487889273,0.8015267175572519,"[343, 289, 262, 212]",0.1486860304287691,0.4183091286307054,0.2167672576386269,0.6068013226800785,0.6644626692017366,0.6356319959409076
18,128,256,3,4,2,0.0,0.0001,0.001,0.51313969571231,0.7206645898234685,0.7677902621722847,0.6097046413502107,0.6496369294605809,0.8249740394600208,0.8751560549313357,0.810126582278481,"[321, 267, 237, 195]",0.1383125864453668,0.3813105117565698,0.2001005909719602,0.5733766728537669,0.6957699324769122,0.6345733026653395
16,128,128,3,3,4,0.0,1e-05,0.0001,0.5228215767634854,0.7414658634538153,0.7631894484412469,0.5761316872427985,0.6745331950207469,0.8297690763052209,0.8603117505995204,0.8292181069958847,"[332, 278, 243, 205]",0.1431535269709545,0.4010200553250345,0.2083993461586823,0.5890660260610031,0.6798860028077534,0.6344760144343782
18,64,128,4,3,4,0.0,0.0001,0.001,0.4764868603042875,0.7663551401869159,0.7967032967032969,0.6185636856368563,0.6534405255878285,0.8407580477673935,0.8812576312576313,0.8313008130081301,"[321, 273, 246, 206]",0.145228215767635,0.4088001383125864,0.2118966787016579,0.5511076699625294,0.7093248993237594,0.6302162846431444
19,128,256,3,3,4,0.1,1e-05,0.001,0.5172890733056706,0.7269503546099289,0.7956790123456787,0.5746887966804975,0.6678769017980636,0.8128166160081054,0.8728395061728396,0.8236514522821576,"[329, 270, 241, 199]",0.1390041493775936,0.3903008298755187,0.2024519049415314,0.5830161021677042,0.6770072768016546,0.6300116894846794
14,64,256,3,3,2,0.0,1e-05,0.001,0.5020746887966806,0.7571138211382114,0.7844522968197879,0.5912698412698412,0.6645055325034579,0.8558434959349595,0.8775029446407538,0.8184523809523809,"[328, 283, 252, 208]",0.1479944674965423,0.4119121715076071,0.2143405004400855,0.5719819389077561,0.6865554103414764,0.6292686746246162
13,64,128,3,3,4,0.0,0.0001,0.001,0.521438450899032,0.7474899598393573,0.742478941034898,0.574074074074074,0.6693464730290456,0.8305722891566265,0.8604091456077017,0.808641975308642,"[332, 277, 243, 199]",0.1400414937759338,0.3952282157676349,0.2049100968188105,0.5862065953264907,0.6714616402116401,0.6288341177690654
16,128,256,3,3,2,0.0,0.0001,0.0001,0.522130013831259,0.7317948717948717,0.8009768009768008,0.5601092896174862,0.6613070539419087,0.828974358974359,0.8797313797313798,0.8135245901639344,"[325, 273, 244, 200]",0.1383125864453668,0.3965248962655602,0.2032817804602037,0.5835346392708737,0.66344123713021,0.6234879382005418
17,128,256,3,4,2,0.0,0.0001,0.0001,0.5401106500691562,0.7442442442442442,0.7615740740740742,0.5431848852901482,0.6800656984785615,0.853903903903904,0.8460648148148148,0.7813765182186235,"[333, 288, 247, 195]",0.1362378976486863,0.3921161825726141,0.2008298755186722,0.6020617051497061,0.6408640826958651,0.6214628939227856
17,128,128,4,3,2,0.0,0.0001,0.0001,0.5331950207468878,0.7273662551440329,0.7682775712515489,0.5451388888888886,0.6564661134163209,0.8222736625514404,0.8698884758364314,0.80625,"[324, 269, 240, 196]",0.1362378976486863,0.384768326417704,0.1989940902803973,0.5884439743571962,0.6504689105858168,0.6194564424715066
13,128,256,3,3,4,0.0,1e-05,0.001,0.5138312586445363,0.6951097804391221,0.7808641975308643,0.5600282485875705,0.6766078838174274,0.7999500998003992,0.8555555555555555,0.7817796610169492,"[334, 270, 236, 186]",0.1307053941908716,0.36817081604426,0.1906953350936753,0.5840908084250653,0.6525802854594112,0.6183355469422382
17,64,128,3,4,4,0.1,1e-05,0.001,0.5235131396957123,0.7308868501529052,0.7747252747252751,0.5590277777777775,0.6634681881051175,0.8251274209989806,0.8656898656898657,0.7770833333333333,"[327, 273, 240, 189]",0.133471645919779,0.3718015214384509,0.1937777298773149,0.5852397272106317,0.6502620408870406,0.6177508840488362
15,64,128,3,4,2,0.0,0.0001,0.001,0.5207468879668049,0.6988130563798218,0.7649572649572652,0.5541490857946549,0.6824861687413556,0.8027200791295747,0.8540903540903542,0.7658227848101266,"[337, 273, 237, 184]",0.1282849239280778,0.3622060857538036,0.1875222288085358,0.5907459846968784,0.6430136967825034,0.6168798407396909
24,64,256,4,4,4,0.0,1e-05,0.0001,0.5290456431535268,0.7281249999999997,0.7576312576312576,0.5433884297520659,0.6499827109266944,0.8453645833333333,0.8693528693528694,0.7975206611570248,"[320, 273, 242, 194]",0.1355463347164595,0.3861514522821577,0.1987174651075066,0.5833117077309727,0.6463726776095453,0.614842192670259
22,64,256,4,4,4,0.0,0.0001,0.0001,0.516597510373444,0.7018104366347179,0.7509727626459145,0.5627802690582957,0.6361514522821576,0.8077209797657082,0.8514915693904022,0.7959641255605381,"[313, 257, 223, 179]",0.1255186721991704,0.3558091286307054,0.1839557399723375,0.5701748899644805,0.6593630215039439,0.6147689557342122
19,64,256,4,4,2,0.1,0.0001,0.001,0.5179806362378977,0.7489583333333334,0.740948813982522,0.549568965517241,0.6481673582295988,0.8247395833333334,0.8501872659176031,0.8017241379310345,"[320, 267, 232, 187]",0.1307053941908717,0.3709370677731673,0.1911794291462341,0.5758070882893634,0.6521201121927073,0.6139636002410354
17,128,256,3,4,4,0.1,0.0001,0.001,0.5117565698478563,0.7343915343915343,0.7430830039525692,0.5555555555555551,0.6374481327800829,0.794973544973545,0.8616600790513835,0.8085585585585585,"[315, 253, 222, 183]",0.1265560165975107,0.3564142461964038,0.1845404249968565,0.567728741696719,0.6585947532562829,0.613161747476501
18,128,128,4,4,2,0.0,0.0001,0.0001,0.5145228215767637,0.7268370607028753,0.794921875,0.5476190476190472,0.6375345781466113,0.8096379126730564,0.8873697916666666,0.8203463203463204,"[313, 256, 231, 192]",0.1341632088520058,0.382088520055325,0.1970262793914246,0.5694613655179157,0.6567962628089208,0.6131288141634182
15,128,256,4,4,2,0.1,1e-05,0.0001,0.5428769017980638,0.7287066246056779,0.723735408560311,0.5251851851851849,0.6392634854771784,0.802260778128286,0.8612191958495461,0.7955555555555556,"[317, 257, 225, 180]",0.125172890733057,0.359612724757953,0.1845089903181189,0.5871407223103008,0.6326964541658875,0.6099185882380942
16,128,128,3,3,4,0.0,0.0001,0.0001,0.5345781466113415,0.7812499999999998,0.7571942446043164,0.5210884353741494,0.6496369294605809,0.8615104166666667,0.8669064748201439,0.7959183673469388,"[320, 278, 245, 197]",0.1407330567081606,0.391338174273859,0.2042499685653212,0.5865179606955591,0.6298279642435485,0.6081729624695538
12,64,128,3,4,4,0.0,0.0001,0.001,0.4944674965421854,0.7711442786069653,0.776608187134503,0.5474308300395253,0.6780774550484094,0.8430348258706468,0.8730994152046784,0.7707509881422925,"[335, 285, 253, 197]",0.1383125864453668,0.3892634854771785,0.2018294983025274,0.5718966444819968,0.6401739841541676,0.6060353143180822
27,128,256,4,3,4,0.1,1e-05,0.001,0.5048409405255881,0.6779487179487181,0.7751937984496124,0.5465465465465461,0.6617392807745506,0.7825128205128205,0.8501291989664083,0.7657657657657657,"[325, 258, 222, 173]",0.1210235131396959,0.3365318118948824,0.1755204684665265,0.5727391477915341,0.63784608407034,0.6052926159309371
17,128,128,4,4,4,0.1,0.0001,0.0001,0.5463347164591977,0.7287784679089029,0.7188295165394403,0.5169616519174038,0.6517980636237897,0.8056418219461698,0.8514631043256998,0.7529498525073746,"[322, 262, 226, 172]",0.1224066390041496,0.3383471645919779,0.1769646674210989,0.5944247852961546,0.6130288578486288,0.6037268215723917
16,128,256,3,4,4,0.1,1e-05,0.001,0.5165975103734439,0.7142857142857143,0.7608142493638678,0.5336322869955152,0.6427213001383125,0.8242857142857142,0.8320610687022901,0.7802690582959642,"[315, 262, 223, 175]",0.1230982019363765,0.3478561549100968,0.1800138312586445,0.5727988203156447,0.6338021702199296,0.6033004952677872
17,64,256,4,3,2,0.1,0.0001,0.001,0.5207468879668048,0.7248427672955973,0.7779922779922777,0.5217391304347822,0.6476486860304287,0.8076519916142559,0.862934362934363,0.7913043478260869,"[318, 259, 230, 184]",0.1286307053941912,0.3596991701244814,0.1870695694347147,0.5773062569765169,0.6288511373452343,0.6030786971608757
19,128,128,3,3,4,0.1,0.0001,0.001,0.495159059474412,0.7502628811777076,0.7376425855513308,0.5521292217327456,0.6443637621023514,0.817297581493165,0.8491761723700888,0.7709251101321586,"[317, 263, 227, 177]",0.1244813278008301,0.3561549100968187,0.1829183955739972,0.5599932679900269,0.6434358299882165,0.6017145489891217
13,128,128,3,4,2,0.0,0.0001,0.001,0.4951590594744123,0.7184615384615385,0.7395437262357413,0.539719626168224,0.6575899031811896,0.8028205128205129,0.8016476552598226,0.7780373831775701,"[325, 263, 214, 168]",0.1182572614107886,0.3336791147994468,0.1728907330567081,0.5649306284847176,0.6373284947305625,0.6011295616076401
19,128,256,3,4,4,0.1,1e-05,0.0001,0.5352697095435685,0.7373581011351906,0.7714460784313727,0.5082304526748967,0.6544778699861689,0.8310113519091847,0.8817401960784315,0.7551440329218106,"[323, 272, 243, 185]",0.129322268326418,0.3686030428769017,0.1897648686030428,0.588901688724022,0.6075588799077757,0.5982302843158989
15,64,128,3,4,2,0.1,0.0001,0.001,0.5138312586445365,0.7338541666666667,0.7427122940430927,0.5181950509461423,0.6492047026279392,0.8138020833333334,0.8504435994930292,0.7554585152838428,"[320, 263, 229, 175]",0.1230982019363764,0.3436203319502075,0.1790079215390418,0.5736394756088107,0.6147273861509667,0.5941834308798887
11,128,256,4,4,4,0.0,0.0001,0.0001,0.5235131396957123,0.7636738906088752,0.8157575757575758,0.4939999999999996,0.6568983402489627,0.8405056759545924,0.8957575757575758,0.774,"[323, 275, 250, 196]",0.1376210235131399,0.3890041493775934,0.2014522821576763,0.5826695494028148,0.603085173501577,0.5928773614521958
21,128,256,4,4,2,0.0,1e-05,0.001,0.5076071922544951,0.7669753086419752,0.7751798561151079,0.5260416666666664,0.6530947441217151,0.8507716049382715,0.904676258992806,0.736328125,"[324, 278, 256, 189]",0.1327800829875522,0.3758644536652835,0.19432918395574,0.5712329392243555,0.6136700618875707,0.5924515005559631
21,64,256,3,3,2,0.0,0.0001,0.0001,0.529737206085754,0.7332285115303983,0.7711442786069652,0.505649717514124,0.643067081604426,0.8359014675052411,0.8681592039800995,0.7457627118644068,"[318, 268, 236, 178]",0.1258644536652838,0.3484612724757953,0.1821891110272853,0.5809265240763505,0.6026705436737192,0.5917985338750349
17,128,128,3,3,2,0.1,1e-05,0.001,0.4840940525587827,0.7464246424642466,0.769179894179894,0.5464231354642309,0.6133298755186722,0.8231573157315732,0.8597883597883598,0.7625570776255708,"[303, 252, 219, 170]",0.1189488243430154,0.3374827109266943,0.1744121715076071,0.5411023714698013,0.6366464903897203,0.5888744309297609
25,64,256,4,3,4,0.1,1e-05,0.0001,0.5587828492392809,0.7179894179894178,0.7396640826873386,0.4750367107195297,0.6361514522821576,0.8121164021164021,0.8630490956072351,0.7533039647577092,"[315, 258, 227, 173]",0.1217150760719228,0.3405082987551868,0.1771407016220294,0.5949624520801372,0.5826511239668113,0.5888067880234742
33,64,128,3,4,4,0.1,1e-05,0.0001,0.5255878284923927,0.7663398692810454,0.7525641025641023,0.4956521739130431,0.6226659751037344,0.837636165577342,0.8685897435897436,0.782608695652174,"[306, 260, 230, 182]",0.1258644536652838,0.3560684647302904,0.183987174651075,0.5700232069006558,0.6069210292812774,0.5884721180909667
20,128,256,3,3,2,0.1,0.0001,0.001,0.475795297372061,0.7872222222222223,0.7720306513409964,0.523188405797101,0.6129840940525588,0.8566111111111112,0.8627075351213283,0.7869565217391304,"[300, 261, 230, 183]",0.129322268326418,0.3591804979253112,0.1875141456054319,0.5357466381366073,0.6285205848403228,0.582133611488465
23,64,128,3,4,4,0.0,0.0001,0.0001,0.516597510373444,0.7351097178683383,0.7546468401486989,0.4950142450142448,0.6461791147994468,0.8348484848484848,0.8543990086741017,0.7222222222222222,"[319, 269, 234, 171]",0.1189488243430154,0.3346300138312586,0.1735445743744498,0.5741679265543816,0.5874130420648851,0.5807904843096334
21,64,128,4,3,4,0.0,1e-05,0.0001,0.5248962655601659,0.7030590717299576,0.7718954248366012,0.4813153961136019,0.641338174273859,0.7989978902953587,0.8522875816993465,0.742152466367713,"[316, 255, 223, 167]",0.1161825726141081,0.3273686030428769,0.1696026656607569,0.5773041871159841,0.5839293687731301,0.580616777944557
23,64,128,3,3,2,0.0,0.0001,0.0001,0.5062240663900418,0.7453551912568306,0.7661498708010334,0.4963609898107711,0.6185165975103735,0.837103825136612,0.8733850129198967,0.7445414847161572,"[305, 258, 229, 172]",0.1196403872752423,0.3402489626556017,0.1755186721991701,0.5567647675076087,0.5956331877729254,0.5761989776402671
29,64,128,3,4,2,0.1,1e-05,0.0001,0.5048409405255877,0.7291666666666666,0.6991701244813276,0.4799999999999997,0.5984612724757954,0.8056869369369369,0.8125864453665284,0.77,"[296, 241, 200, 156]",0.1085753803596129,0.3055843706777316,0.1583993461586822,0.5476790458761489,0.5913599999999998,0.5695195229380743
28,64,128,3,3,4,0.1,0.0001,0.0001,0.5179806362378977,0.6868852459016394,0.728898426323319,0.4640522875816991,0.620591286307054,0.7534972677595628,0.8526466380543634,0.7377450980392157,"[305, 233, 204, 153]",0.1071922544951592,0.2969398340248962,0.1553564692568841,0.5646622105461798,0.5697338078671303,0.5671980092066551
21,64,256,4,4,2,0.1,0.0001,0.0001,0.5352697095435685,0.738403451995685,0.7122448979591837,0.4407051282051278,0.6230117565698478,0.7855987055016181,0.834013605442177,0.7283653846153846,"[309, 245, 208, 153]",0.1058091286307055,0.3011756569847856,0.1553250345781466,0.5758174187149037,0.5491445668793163,0.56248099279711
